,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
402,ref-sifre-n.124.1.639-ref-sifre-n.124.1.653,ref-sifre-d.69.1.5-ref-sifre-d.69.1.16,214270,214351,33835,33849,ref-sifre-n.124.1.639,ref-sifre-n.124.1.653,114336,114400,19133,19144,ref-sifre-d.69.1.5,ref-sifre-d.69.1.16,ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,15,12,942,402,0.4605263157894737,0.5454545454545454
404,ref-sifre-n.25.1.411-ref-sifre-n.25.1.420,ref-sifre-d.71.6.82-ref-sifre-d.71.6.101,41649,41697,6322,6331,ref-sifre-n.25.1.411,ref-sifre-n.25.1.420,116107,116214,19430,19447,ref-sifre-d.71.6.82,ref-sifre-d.71.6.101,מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,בשעריך תאכלנו שעריך שעריך לגזירה שוה מה שעריך האמור להלן אין נשחטים אלא על מום קבוע אף שעריך האמור כאן ,10,20,199,404,0.6601941747572816,0.75
405,ref-sifre-n.75.1.45-ref-sifre-n.75.1.56,ref-sifre-d.71.6.88-ref-sifre-d.71.6.101,99831,99894,15038,15049,ref-sifre-n.75.1.45,ref-sifre-n.75.1.56,116147,116214,19435,19447,ref-sifre-d.71.6.88,ref-sifre-d.71.6.101,מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,מה שעריך האמור להלן אין נשחטים אלא על מום קבוע אף שעריך האמור כאן ,12,14,561,405,0.3787878787878788,0.36363636363636365
407,ref-sifre-n.26.1.409-ref-sifre-n.26.1.423,ref-sifre-d.71.6.88-ref-sifre-d.71.6.102,45388,45465,6784,6798,ref-sifre-n.26.1.409,ref-sifre-n.26.1.423,116147,116218,19435,19448,ref-sifre-d.71.6.88,ref-sifre-d.71.6.102,אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,מה שעריך האמור להלן אין נשחטים אלא על מום קבוע אף שעריך האמור כאן אין ,15,15,262,407,0.6575342465753424,0.6428571428571428
409,ref-sifre-n.122.1.189-ref-sifre-n.122.1.200,ref-sifre-d.72.2.6-ref-sifre-d.72.4.4,205070,205127,32405,32414,ref-sifre-n.122.1.189,ref-sifre-n.122.1.200,117460,117525,19661,19672,ref-sifre-d.72.2.6,ref-sifre-d.72.4.4,"מעשר מן המעשר אין לי אלא תרומה טהורה תרומה טמאה מנין ת""ל ","טמא מנין ת""ל דגנך לקוח בכסף מעשר מנין ת""ל תירושך אין לי אלא טהור ",12,14,902,409,0.7692307692307693,0.5
410,ref-sifre-n.85.1.156-ref-sifre-n.85.1.162,ref-sifre-d.72.5.5-ref-sifre-d.72.5.9,118373,118408,18112,18117,ref-sifre-n.85.1.156,ref-sifre-n.85.1.162,117567,117593,19679,19683,ref-sifre-d.72.5.5,ref-sifre-d.72.5.9,שנאמר דברים כו לא אכלתי באוני ממנו ,שנאמר לא אכלתי באוני ממנו ,7,5,601,410,0.2571428571428571,0.19999999999999996
411,ref-sifre-n.58.1.14-ref-sifre-n.58.1.22,ref-sifre-d.75.9.20-ref-sifre-d.75.9.33,81906,81949,12130,12138,ref-sifre-n.58.1.14,ref-sifre-n.58.1.22,121416,121481,20261,20274,ref-sifre-d.75.9.20,ref-sifre-d.75.9.33,"מאהל מועד לאמר שומע אני מאהל מועד ממש ת""ל ","אהל מועד מנין ת""ל ושחט אותו פתח אהל מועד אותו פתח אהל מועד ואין ",9,14,449,411,0.59375,0.6
412,ref-sifre-n.129.2.4-ref-sifre-n.129.2.12,ref-sifre-d.75.12.7-ref-sifre-d.75.12.22,225862,225905,35680,35688,ref-sifre-n.129.2.4,ref-sifre-n.129.2.12,121672,121758,20312,20325,ref-sifre-d.75.12.7,ref-sifre-d.75.12.22,הטמא טהור על הטמא טהור טהור על הטהור טמא ,"בטהרה ת""ל הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא והטהור ",9,16,1031,412,0.6463414634146342,0.7142857142857143
413,ref-sifre-n.129.5.81-ref-sifre-n.129.5.94,ref-sifre-d.75.12.10-ref-sifre-d.75.12.21,226839,226910,35849,35858,ref-sifre-n.129.5.81,ref-sifre-n.129.5.94,121690,121750,20315,20324,ref-sifre-d.75.12.10,ref-sifre-d.75.12.21,"שיטמא בגדים אין לי אלא טהורים טמאים מנין אמרת ק""ו הוא אם טהורים מטמאים ","והטמא יאכלנו אין לי אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא ",14,12,1032,413,0.5070422535211268,0.6363636363636364
414,ref-sifre-n.120.1.147-ref-sifre-n.120.1.157,ref-sifre-d.75.16.16-ref-sifre-d.75.16.25,201779,201826,31899,31907,ref-sifre-n.120.1.147,ref-sifre-n.120.1.157,122164,122208,20400,20408,ref-sifre-d.75.16.16,ref-sifre-d.75.16.25,הרי זה בא ללמד ונמצא למד מה תרומת מעשר חובה אף ,הרי זה בא ללמד ונמצא למד מה בהמה בשחיטה אף ,11,10,882,414,0.2127659574468085,0.4545454545454546
415,ref-sifre-n.29.1.35-ref-sifre-n.29.1.51,ref-sifre-d.76.5.37-ref-sifre-d.76.5.56,48207,48296,7216,7231,ref-sifre-n.29.1.35,ref-sifre-n.29.1.51,123260,123361,20586,20601,ref-sifre-d.76.5.37,ref-sifre-d.76.5.56,"יוכיח שהסמוך לאסור מותר והסמוך למותר אסור אף אתה אל תתמה על זה שאע""פ שסמוך לאסור מותר ","יוכיחו שאסור לבני נח ומותר לישראל אף אתה אל תתמה על אבר מן החי שאעפ""י שאסור לבני נח שיהא מותר ",17,20,265,415,0.5106382978723404,0.6190476190476191
417,ref-sifre-n.107.1.224-ref-sifre-n.107.1.245,ref-sifre-d.77.3.7-ref-sifre-d.77.5.6,147483,147598,23070,23089,ref-sifre-n.107.1.224,ref-sifre-n.107.1.245,124479,124617,20791,20814,ref-sifre-d.77.3.7,ref-sifre-d.77.5.6,"מביא אלו ומביא חטאת ואשם ת""ל לפלא נדר או לנדבה לא אמרתי אלא קדשים הבאים בנדר ונדבה משמע מביא אלו ומוציא אני ","קדשים שהם באים בנדר ונדבה יצאו בכור ומעשר שאין באים בנדר ונדבה יכול שאני מוציא חטאת ואשם ת""ל קדשיך ומי לחשך להביא את חטאת ואשם ",22,25,660,417,0.7007874015748031,0.72
418,ref-sifre-n.34.1.109-ref-sifre-n.34.1.127,ref-sifre-d.77.3.8-ref-sifre-d.77.4.5,58628,58729,8386,8404,ref-sifre-n.34.1.109,ref-sifre-n.34.1.127,124485,124576,20792,20807,ref-sifre-d.77.3.8,ref-sifre-d.77.4.5,שהוא בא בנדר ונדבה טעון נסכים כך כל הבא בנדר ונדבה טעון נסכים יצאו חטאת ואשם שאינם באים בנדר ,שהם באים בנדר ונדבה יצאו בכור ומעשר שאין באים בנדר ונדבה יכול שאני מוציא חטאת ואשם ,19,16,363,418,0.5483870967741935,0.625
419,ref-sifre-n.107.2.772-ref-sifre-n.107.2.790,ref-sifre-d.77.3.8-ref-sifre-d.77.4.5,151902,152004,23796,23814,ref-sifre-n.107.2.772,ref-sifre-n.107.2.790,124485,124576,20792,20807,ref-sifre-d.77.3.8,ref-sifre-d.77.4.5,שהוא בא בנדר ונדבה וטעון נסכים אף כל הבא בנדר ונדבה טעון נסכים יצאו חטאת ואשם שאין באים בנדר ,שהם באים בנדר ונדבה יצאו בכור ומעשר שאין באים בנדר ונדבה יכול שאני מוציא חטאת ואשם ,19,16,663,419,0.5376344086021505,0.6
420,ref-sifre-n.107.1.296-ref-sifre-n.107.1.313,ref-sifre-d.77.3.9-ref-sifre-d.77.4.5,147854,147955,23134,23151,ref-sifre-n.107.1.296,ref-sifre-n.107.1.313,124490,124576,20793,20807,ref-sifre-d.77.3.9,ref-sifre-d.77.4.5,שבא בנדר ובנדבה וטעון נסכים כך כל הבא בנדר ובנדבה יטעון נסכים יצאו חטאת ואשם שאין באים בנדר ,באים בנדר ונדבה יצאו בכור ומעשר שאין באים בנדר ונדבה יכול שאני מוציא חטאת ואשם ,18,15,662,420,0.5543478260869565,0.7058823529411764
421,ref-sifre-n.118.1.559-ref-sifre-n.118.1.571,ref-sifre-d.78.6.10-ref-sifre-d.78.7.4,191855,191924,30312,30323,ref-sifre-n.118.1.559,ref-sifre-n.118.1.571,125760,125863,21005,21020,ref-sifre-d.78.6.10,ref-sifre-d.78.7.4,"ודם זבחיך ישפך להביא את המעשר ואת הפסח שיטענו שפיכה אחת ומה ת""ל ","ושפיכה בשפיכה אחת על גבי המזבח ת""ל ועשית עולותיך הבשר והדם ודם זבחיך ישפך ד""א ומנין למעשר ופסח ",13,18,862,421,0.7368421052631579,0.631578947368421
423,ref-sifre-n.41.1.104-ref-sifre-n.41.1.110,ref-sifre-d.79.5.28-ref-sifre-d.79.5.34,65974,66011,9544,9550,ref-sifre-n.41.1.104,ref-sifre-n.41.1.110,127017,127054,21210,21216,ref-sifre-d.79.5.28,ref-sifre-d.79.5.34,ומצא חן ושכל טוב בעיני אלהים ואדם ,ומצא חן ושכל טוב בעיני אלהים ואדם ,7,7,409,423,0.0,0.0
424,ref-sifre-n.158.4.70-ref-sifre-n.158.4.75,ref-sifre-d.80.1.1-ref-sifre-d.80.1.6,283856,283883,45275,45280,ref-sifre-n.158.4.70,ref-sifre-n.158.4.75,127055,127082,21217,21221,ref-sifre-d.80.1.1,ref-sifre-d.80.1.6,כי יכרית ה' אלהיך אל הגוים ,כי יכרית ה' אלהיך את הגוים ,6,6,1281,424,0.037037037037037035,0.33333333333333337
425,ref-sifre-n.158.4.71-ref-sifre-n.158.4.75,ref-sifre-d.80.1.13-ref-sifre-d.80.1.17,283859,283883,45276,45280,ref-sifre-n.158.4.71,ref-sifre-n.158.4.75,127120,127144,21228,21231,ref-sifre-d.80.1.13,ref-sifre-d.80.1.17,יכרית ה' אלהיך אל הגוים ,יכרית ה' אלהיך את הגוים ,5,5,1283,425,0.041666666666666664,0.33333333333333337
426,ref-sifre-n.78.1.330-ref-sifre-n.78.1.340,ref-sifre-d.80.5.9-ref-sifre-d.80.5.20,103982,104041,15712,15721,ref-sifre-n.78.1.330,ref-sifre-n.78.1.340,127783,127853,21335,21345,ref-sifre-d.80.5.9,ref-sifre-d.80.5.20,שהיו בארץ ישראל והלכו להם אצל יעבץ לערד ללמוד הימנו תורה ,שהיו הולכים בנציבים לנציבים אצל רבי יהודה בן בתירה ללמוד הימנו תורה ,11,12,569,426,0.4852941176470588,0.6
427,ref-sifre-n.84.5.70-ref-sifre-n.84.5.74,ref-sifre-d.82.5.15-ref-sifre-d.82.5.19,117079,117106,17889,17893,ref-sifre-n.84.5.70,ref-sifre-n.84.5.74,129560,129586,21622,21626,ref-sifre-d.82.5.15,ref-sifre-d.82.5.19,ה' אלהי אבותיכם יוסיף עליהם ,ה' אלהי אבותיכם יוסף עליכם ,5,5,595,427,0.07142857142857142,0.33333333333333337
428,ref-sifre-n.73.2.135-ref-sifre-n.73.2.152,ref-sifre-d.86.6.2-ref-sifre-d.86.6.18,98543,98642,14834,14851,ref-sifre-n.73.2.135,ref-sifre-n.73.2.152,131297,131387,21923,21939,ref-sifre-d.86.6.2,ref-sifre-d.86.6.18,מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,מן הדרך נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,18,17,503,428,0.4,0.5454545454545454
429,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.86.6.4-ref-sifre-d.86.6.13,21749,21797,3269,3278,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,131306,131359,21925,21934,ref-sifre-d.86.6.4,ref-sifre-d.86.6.13,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן ,10,10,16,429,0.2692307692307692,0.33333333333333337
431,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,ref-sifre-d.86.6.4-ref-sifre-d.86.6.13,179116,179196,28281,28294,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,131306,131359,21925,21934,ref-sifre-d.86.6.4,ref-sifre-d.86.6.13,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן ,16,10,780,431,0.5789473684210527,0.6
432,ref-sifre-n.127.5.22-ref-sifre-n.127.5.37,ref-sifre-d.86.6.4-ref-sifre-d.86.6.15,224231,224303,35430,35443,ref-sifre-n.127.5.22,ref-sifre-n.127.5.37,131306,131370,21925,21936,ref-sifre-d.86.6.4,ref-sifre-d.86.6.15,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף ,16,12,974,432,0.42028985507246375,0.5833333333333333
433,ref-sifre-n.12.1.11-ref-sifre-n.12.1.27,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,23318,23410,3535,3551,ref-sifre-n.12.1.11,ref-sifre-n.12.1.27,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,17,15,59,433,0.33707865168539325,0.5
434,ref-sifre-n.16.1.18-ref-sifre-n.16.1.34,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,27053,27139,4116,4132,ref-sifre-n.16.1.18,ref-sifre-n.16.1.34,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,17,15,114,434,0.379746835443038,0.5454545454545454
435,ref-sifre-n.25.1.643-ref-sifre-n.25.1.667,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,42885,43011,6419,6433,ref-sifre-n.25.1.643,ref-sifre-n.25.1.667,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,25,15,212,435,0.5806451612903226,0.6666666666666667
436,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,48867,48969,7300,7314,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,19,15,281,436,0.48,0.5454545454545454
437,ref-sifre-n.30.1.833-ref-sifre-n.30.1.857,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,53512,53640,7816,7832,ref-sifre-n.30.1.833,ref-sifre-n.30.1.857,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,25,15,312,437,0.5806451612903226,0.6666666666666667
438,ref-sifre-n.31.3.323-ref-sifre-n.31.3.347,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,57253,57381,8176,8192,ref-sifre-n.31.3.323,ref-sifre-n.31.3.347,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,25,15,342,438,0.5806451612903226,0.6666666666666667
439,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,62837,62916,9056,9070,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,15,15,372,439,0.21794871794871795,0.4444444444444444
440,ref-sifre-n.73.2.58-ref-sifre-n.73.2.74,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,98137,98229,14768,14784,ref-sifre-n.73.2.58,ref-sifre-n.73.2.74,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,17,15,474,440,0.34444444444444444,0.5
441,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,99798,99894,15032,15049,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,18,15,541,441,0.41935483870967744,0.5454545454545454
442,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,168004,168079,26424,26438,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,15,15,705,442,0.28205128205128205,0.4444444444444444
443,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,212297,212387,33518,33534,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,17,15,916,443,0.2840909090909091,0.5454545454545454
