,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,baseWork
545,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.03-00.8.11-ref-sifra.3.03-00.8.27,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,98669,98765,14191,14207,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,ref-mek
546,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.04-06.4.7-ref-sifra.3.04-06.4.26,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,105973,106076,15339,15358,ref-sifra.3.4-06.4.7,ref-sifra.3.4-06.4.26,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,ref-mek
547,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.10-00.1.17-ref-sifra.3.10-00.1.33,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,136781,136868,19620,19636,ref-sifra.3.10-00.1.17,ref-sifra.3.10-00.1.33,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,ref-mek
548,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.10-00.2.5-ref-sifra.3.10-00.2.20,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,136905,136987,19644,19659,ref-sifra.3.10-00.2.5,ref-sifra.3.10-00.2.20,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן עליה ונאמר להלן עליה' מה עליה' האמור להלן טעון סמיכה אף עליה האמור כאן ,ref-mek
549,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.10-00.3.7-ref-sifra.3.10-00.3.22,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,137032,137110,19668,19683,ref-sifra.3.10-00.3.7,ref-sifra.3.10-00.3.22,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אשמו ונאמר להלן אשמו' מה אשמו' אמור להלן מותרו נדבה אף אשמו אמור כאן ,ref-mek
550,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.4.04-08.4.31-ref-sifra.4.04-08.4.46,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,185629,185715,26805,26820,ref-sifra.4.4-08.4.31,ref-sifra.4.4-08.4.46,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן וכפר' ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף וכפר' האמור כאן ,ref-mek
551,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.8.07-00.1.33-ref-sifra.8.07-00.1.48,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,388393,388469,58908,58923,ref-sifra.8.7-00.1.33,ref-sifra.8.7-00.1.48,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן כב' גריסין אף נגע האמור כאן ,ref-mek
552,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.10.02-03.11.16-ref-sifra.10.02-03.11.32,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,437022,437120,66502,66518,ref-sifra.10.2-03.11.16,ref-sifra.10.2-03.11.32,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו האמור להלן הימנית המיומנת שבימין אף אצבעו האמור כאן ,ref-mek
553,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.2.04-00.4.41-ref-sifra.2.04-00.4.58,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,24807,24904,3732,3749,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,ref-sifra
554,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.03-00.8.11-ref-sifra.3.03-00.8.27,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,98669,98765,14191,14207,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,ref-sifra
555,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.04-06.4.7-ref-sifra.3.04-06.4.26,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,105973,106076,15339,15358,ref-sifra.3.4-06.4.7,ref-sifra.3.4-06.4.26,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,ref-sifra
556,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.10-00.1.17-ref-sifra.3.10-00.1.33,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,136781,136868,19620,19636,ref-sifra.3.10-00.1.17,ref-sifra.3.10-00.1.33,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,ref-sifra
557,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.10-00.2.5-ref-sifra.3.10-00.2.20,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,136905,136987,19644,19659,ref-sifra.3.10-00.2.5,ref-sifra.3.10-00.2.20,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן עליה ונאמר להלן עליה' מה עליה' האמור להלן טעון סמיכה אף עליה האמור כאן ,ref-sifra
558,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.3.10-00.3.7-ref-sifra.3.10-00.3.22,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,137032,137110,19668,19683,ref-sifra.3.10-00.3.7,ref-sifra.3.10-00.3.22,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אשמו ונאמר להלן אשמו' מה אשמו' אמור להלן מותרו נדבה אף אשמו אמור כאן ,ref-sifra
559,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.4.04-08.4.31-ref-sifra.4.04-08.4.46,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,185629,185715,26805,26820,ref-sifra.4.4-08.4.31,ref-sifra.4.4-08.4.46,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן וכפר' ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף וכפר' האמור כאן ,ref-sifra
560,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.8.07-00.1.33-ref-sifra.8.07-00.1.48,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,388393,388469,58908,58923,ref-sifra.8.7-00.1.33,ref-sifra.8.7-00.1.48,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן כב' גריסין אף נגע האמור כאן ,ref-sifra
561,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.10.02-03.11.16-ref-sifra.10.02-03.11.32,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,437022,437120,66502,66518,ref-sifra.10.2-03.11.16,ref-sifra.10.2-03.11.32,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו האמור להלן הימנית המיומנת שבימין אף אצבעו האמור כאן ,ref-sifra
562,ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.14.03-00.3.53-ref-sifra.14.03-00.3.83,286196,286291,46794,46809,ref-mek.7.1.2.114,ref-mek.7.1.2.132,667487,667632,101642,101672,ref-sifra.14.3-00.3.53,ref-sifra.14.3-00.3.83,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ref-sifra
563,ref-mek.7.1.2.115-ref-mek.7.1.2.132,ref-sifra.11.04-00.3.69-ref-sifra.11.04-00.3.91,286201,286291,46795,46809,ref-mek.7.1.2.115,ref-mek.7.1.2.132,509256,509390,77644,77664,ref-sifra.11.4-00.3.69,ref-sifra.11.4-00.3.91,כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,העברה העברה לגזירה_שוה_מה העברה האמורה כאן למולך אף העברה האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ref-sifra
564,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.2.07-00.5.14-ref-sifra.2.07-00.5.23,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,40905,40960,6162,6171,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.23,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף ,ref-mek
565,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.12-16.1.9-ref-sifra.12.12-16.1.17,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,596230,596280,90537,90545,ref-sifra.12.12-16.1.9,ref-sifra.12.12-16.1.17,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן לקיחה' מה לקיחה' האמורה להלן אגודה אף ,ref-mek
566,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.13-18.7.8-ref-sifra.12.13-18.7.17,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,606185,606236,92096,92105,ref-sifra.12.13-18.7.8,ref-sifra.12.13-18.7.17,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף ,ref-mek
567,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.14-19.6.10-ref-sifra.12.14-19.6.20,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,609822,609875,92665,92675,ref-sifra.12.14-19.6.10,ref-sifra.12.14-19.6.20,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן נשיאת חטא' מה נשיאת חטא' אמור להלן כרת אף ,ref-mek
568,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.2.07-00.5.14-ref-sifra.2.07-00.5.23,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,40905,40960,6162,6171,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.23,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף ,ref-sifra
569,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.12-16.1.9-ref-sifra.12.12-16.1.17,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,596230,596280,90537,90545,ref-sifra.12.12-16.1.9,ref-sifra.12.12-16.1.17,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן לקיחה' מה לקיחה' האמורה להלן אגודה אף ,ref-sifra
570,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.13-18.7.8-ref-sifra.12.13-18.7.17,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,606185,606236,92096,92105,ref-sifra.12.13-18.7.8,ref-sifra.12.13-18.7.17,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף ,ref-sifra
571,ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.14-19.6.10-ref-sifra.12.14-19.6.20,286210,286271,46797,46806,ref-mek.7.1.2.117,ref-mek.7.1.2.128,609822,609875,92665,92675,ref-sifra.12.14-19.6.10,ref-sifra.12.14-19.6.20,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן נשיאת חטא' מה נשיאת חטא' אמור להלן כרת אף ,ref-sifra
572,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.2.04-00.10.7-ref-sifra.2.04-00.10.20,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,26359,26430,3969,3982,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ref-mek
573,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.2.09-00.12.14-ref-sifra.2.09-00.12.26,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,51087,51161,7700,7712,ref-sifra.2.9-00.12.14,ref-sifra.2.9-00.12.26,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן אזכרה' מה אזכרה' האמורה להלן מלא הקומץ אף אזכרה' האמורה כאן ,ref-mek
574,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.4.04-08.4.56-ref-sifra.4.04-08.4.71,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,185759,185842,26826,26841,ref-sifra.4.4-08.4.56,ref-sifra.4.4-08.4.71,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן לכפר בקדש מה לכפר בקדש האמור להלן שכבר כפר אף לכפר בקדש האמור כאן ,ref-mek
575,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.5.1.40.18-ref-sifra.5.1.40.30,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,252702,252773,37185,37197,ref-sifra.5.1.40.18,ref-sifra.5.1.40.30,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן פריעה' מה פריעה האמורה להלן גידול שער אף פריעה האמורה כאן ,ref-mek
576,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.5.03-05.3.7-ref-sifra.5.03-05.3.22,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,271577,271651,40123,40137,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.22,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן ,ref-mek
577,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.11.04-10.10.38-ref-sifra.11.04-10.10.52,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,516800,516879,78831,78845,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ref-mek
578,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.11.04-10.14.42-ref-sifra.11.04-10.14.55,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,518450,518523,79076,79089,ref-sifra.11.4-10.14.42,ref-sifra.11.4-10.14.55,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן זימה מה זימה שנאמרה להלן עשה למטה כלמעלה אף זימה שנאמר כאן ,ref-mek
579,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.12.01-01.15.11-ref-sifra.12.01-01.15.25,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,535935,536009,81777,81791,ref-sifra.12.1-01.15.11,ref-sifra.12.1-01.15.25,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן ,ref-mek
580,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.12.13-18.5.12-ref-sifra.12.13-18.5.25,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,605837,605912,92043,92056,ref-sifra.12.13-18.5.12,ref-sifra.12.13-18.5.25,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן מערכת מה מערכת האמור להלן תופס שתים מערכות אף מערכת האמור כאן ,ref-mek
581,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ref-mek
582,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.2.04-00.10.7-ref-sifra.2.04-00.10.20,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,26359,26430,3969,3982,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ref-sifra
583,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.2.09-00.12.14-ref-sifra.2.09-00.12.26,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,51087,51161,7700,7712,ref-sifra.2.9-00.12.14,ref-sifra.2.9-00.12.26,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן אזכרה' מה אזכרה' האמורה להלן מלא הקומץ אף אזכרה' האמורה כאן ,ref-sifra
584,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.5.1.40.18-ref-sifra.5.1.40.30,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,252702,252773,37185,37197,ref-sifra.5.1.40.18,ref-sifra.5.1.40.30,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן פריעה' מה פריעה האמורה להלן גידול שער אף פריעה האמורה כאן ,ref-sifra
585,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.5.03-05.3.7-ref-sifra.5.03-05.3.22,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,271577,271651,40123,40137,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.22,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן ,ref-sifra
586,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.11.04-10.14.42-ref-sifra.11.04-10.14.55,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,518450,518523,79076,79089,ref-sifra.11.4-10.14.42,ref-sifra.11.4-10.14.55,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן זימה מה זימה שנאמרה להלן עשה למטה כלמעלה אף זימה שנאמר כאן ,ref-sifra
587,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.12.01-01.15.11-ref-sifra.12.01-01.15.25,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,535935,536009,81777,81791,ref-sifra.12.1-01.15.11,ref-sifra.12.1-01.15.25,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן ,ref-sifra
588,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.12.04-00.2.3-ref-sifra.12.04-00.2.15,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,546840,546907,83377,83389,ref-sifra.12.4-00.2.3,ref-sifra.12.4-00.2.15,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,אף בפסול זמן נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן ,ref-sifra
589,ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.12.13-18.5.12-ref-sifra.12.13-18.5.25,286210,286291,46797,46809,ref-mek.7.1.2.117,ref-mek.7.1.2.132,605837,605912,92043,92056,ref-sifra.12.13-18.5.12,ref-sifra.12.13-18.5.25,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן מערכת מה מערכת האמור להלן תופס שתים מערכות אף מערכת האמור כאן ,ref-sifra
590,ref-mek.7.1.2.117-ref-mek.7.1.2.133,ref-sifra.12.12-17.5.29-ref-sifra.12.12-17.5.47,286210,286296,46797,46810,ref-mek.7.1.2.117,ref-mek.7.1.2.133,598509,598611,90898,90916,ref-sifra.12.12-17.5.29,ref-sifra.12.12-17.5.47,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן בבן ,ונאמר שבעה' באהל מועד מה שבעה' האמור באהל מועד עשה בהן לילות כימים אף שבעה' האמורים כאן נעשה בהן ,ref-mek
591,ref-mek.7.1.2.117-ref-mek.7.1.2.133,ref-sifra.12.12-17.5.29-ref-sifra.12.12-17.5.47,286210,286296,46797,46810,ref-mek.7.1.2.117,ref-mek.7.1.2.133,598509,598611,90898,90916,ref-sifra.12.12-17.5.29,ref-sifra.12.12-17.5.47,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן בבן ,ונאמר שבעה' באהל מועד מה שבעה' האמור באהל מועד עשה בהן לילות כימים אף שבעה' האמורים כאן נעשה בהן ,ref-sifra
592,ref-mek.7.1.2.120-ref-mek.7.1.2.132,ref-sifra.11.04-10.10.38-ref-sifra.11.04-10.10.52,286227,286291,46800,46809,ref-mek.7.1.2.120,ref-mek.7.1.2.132,516800,516879,78831,78845,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ref-sifra
593,ref-mek.7.1.2.120-ref-mek.7.1.2.133,ref-sifra.10.06-00.1.94-ref-sifra.10.06-00.1.114,286227,286296,46800,46810,ref-mek.7.1.2.120,ref-mek.7.1.2.133,456340,456447,69565,69585,ref-sifra.10.6-00.1.94,ref-sifra.10.6-00.1.114,מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן בבן ,מה זה הדבר האמור להלן ראשי המטות אף זה הדבר האמור כאן ראשי המטות ומה זה הדבר האמור כאן אהרן ובניו ,ref-mek
594,ref-mek.7.1.2.120-ref-mek.7.1.2.133,ref-sifra.10.06-00.1.94-ref-sifra.10.06-00.1.123,286227,286296,46800,46810,ref-mek.7.1.2.120,ref-mek.7.1.2.133,456340,456495,69565,69594,ref-sifra.10.6-00.1.94,ref-sifra.10.6-00.1.123,מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן בבן ,מה זה הדבר האמור להלן ראשי המטות אף זה הדבר האמור כאן ראשי המטות ומה זה הדבר האמור כאן אהרן ובניו ובני ישראל אף זה הדבר האמור להלן אהרן ובניו ,ref-sifra
595,ref-mek.7.1.2.198-ref-mek.7.1.2.207,ref-sifra.4.08-00.7.41-ref-sifra.4.08-00.7.48,286627,286674,46857,46865,ref-mek.7.1.2.198,ref-mek.7.1.2.207,203266,203305,29484,29490,ref-sifra.4.8-00.7.41,ref-sifra.4.8-00.7.48,שתים עשרה אמרת דיו לבא מן הדין להיות כנדון מה ,בשני דיו לבא מן הדין להיות כנידון מה ,ref-mek
596,ref-mek.7.1.2.198-ref-mek.7.1.2.207,ref-sifra.4.08-00.7.41-ref-sifra.4.08-00.7.48,286627,286674,46857,46865,ref-mek.7.1.2.198,ref-mek.7.1.2.207,203266,203305,29484,29490,ref-sifra.4.8-00.7.41,ref-sifra.4.8-00.7.48,שתים עשרה אמרת דיו לבא מן הדין להיות כנדון מה ,בשני דיו לבא מן הדין להיות כנידון מה ,ref-sifra
