,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
1814,ref-b.2.11.11a.245-ref-b.2.11.11a.252,ref-bible.0105.4.7.2-ref-bible.0105.4.7.9,2458832,2458868,357659,357666,ref-b.00002.00011.0011a.00245,ref-b.00002.00011.0011a.00252,346851,346886,58128,58135,ref-bible.00105.00004.00007.00002,ref-bible.00105.00004.00007.00009,מי גוי גדול אשר לו אלהים קרובים אליו ,מי גוי גדול אשר לו אלהים קרבים אליו ,ref-bible
1815,ref-b.2.11.11a.270-ref-b.2.11.11a.274,ref-bible.0105.28.68.13-ref-bible.0105.28.68.17,2458955,2458992,357681,357685,ref-b.00002.00011.0011a.00270,ref-b.00002.00011.0011a.00274,398656,398692,66643,66647,ref-bible.00105.00028.00068.00013,ref-bible.00105.00028.00068.00017,והתמכרתם שם לאויביך לעבדים ולשפחות ,והתמכרתם שם לאיביך לעבדים ולשפחות ,ref-bible
1816,ref-b.2.11.11a.279-ref-b.2.11.11a.296,ref-bible.0103.26.44.7-ref-bible.0103.26.44.14,2459014,2459121,357688,357705,ref-b.00002.00011.0011a.00279,ref-b.00002.00011.0011a.00296,249971,250014,43009,43016,ref-bible.00103.00026.00044.00007,ref-bible.00103.00026.00044.00014,מאסתים ולא געלתים לכלותם לא מאסתים בימי יוונים ולא געלתים בימי נבוכדנצר לכלותם בימי המן להפר בריתי אתם ,לא מאסתים ולא געלתים לכלתם להפר בריתי אתם ,ref-bible
1817,ref-b.2.11.11a.376-ref-b.2.11.11a.382,ref-bible.0104.33.56.1-ref-bible.0104.33.56.7,2459565,2459600,357773,357779,ref-b.00002.00011.0011a.00376,ref-b.00002.00011.0011a.00382,332579,332614,55704,55710,ref-bible.00104.00033.00056.00001,ref-bible.00104.00033.00056.00007,והיה כאשר דמיתי לעשות להם אעשה לכם ,והיה כאשר דמיתי לעשות להם אעשה לכם ,ref-bible
1818,ref-b.2.11.11a.423-ref-b.2.11.11a.431,ref-bible.0309.4.6.1-ref-bible.0309.4.6.9,2459790,2459845,357815,357823,ref-b.00002.00011.0011a.00423,ref-b.00002.00011.0011a.00431,1379497,1379551,237053,237061,ref-bible.00309.00004.00006.00001,ref-bible.00309.00004.00006.00009,ובמלכות אחשורוש בתחלת מלכותו כתבו שטנה על יושבי יהודה ,ובמלכות אחשורוש בתחלת מלכותו כתבו שטנה על ישבי יהודה ,ref-bible
1819,ref-b.2.11.11a.602-ref-b.2.11.11a.610,ref-bible.0205.5.4.1-ref-bible.0205.5.4.9,2460778,2460820,357975,357982,ref-b.00002.00011.0011a.00602,ref-b.00002.00011.0011a.00610,657144,657185,111150,111157,ref-bible.00205.00005.00004.00001,ref-bible.00205.00005.00004.00009,כי הוא רודה בכל עבר הנהר מתפסח ועד עזה ,כי הוא רדה בכל עבר הנהר מתפסח ועד עזה ,ref-bible
1820,ref-b.2.11.11a.662-ref-b.2.11.11a.668,ref-bible.0102.6.20.14-ref-bible.0102.6.20.20,2461068,2461104,358025,358031,ref-b.00002.00011.0011a.00662,ref-b.00002.00011.0011a.00668,116309,116345,20684,20690,ref-bible.00102.00006.00020.00014,ref-bible.00102.00006.00020.00020,ושני חיי עמרם שבע ושלשים ומאת שנה ,ושני חיי עמרם שבע ושלשים ומאת שנה ,ref-bible
1821,ref-b.2.11.11a.662-ref-b.2.11.11a.668,ref-bible.0102.6.16.9-ref-bible.0102.6.16.15,2461068,2461104,358025,358031,ref-b.00002.00011.0011a.00662,ref-b.00002.00011.0011a.00668,116061,116096,20643,20649,ref-bible.00102.00006.00016.00009,ref-bible.00102.00006.00016.00015,ושני חיי עמרם שבע ושלשים ומאת שנה ,ושני חיי לוי שבע ושלשים ומאת שנה ,ref-bible
1822,ref-b.2.11.11a.680-ref-b.2.11.11a.685,ref-bible.0308.1.1.8-ref-bible.0308.1.1.13,2461161,2461193,358039,358044,ref-b.00002.00011.0011a.00680,ref-b.00002.00011.0011a.00685,1357038,1357070,233181,233186,ref-bible.00308.00001.00001.00008,ref-bible.00308.00001.00001.00013,ועד כוש שבע ועשרים ומאה מדינה ,ועד כוש שבע ועשרים ומאה מדינה ,ref-bible
1823,ref-b.2.11.11a.680-ref-b.2.11.11a.685,ref-bible.0308.8.9.28-ref-bible.0308.8.9.33,2461161,2461193,358039,358044,ref-b.00002.00011.0011a.00680,ref-b.00002.00011.0011a.00685,1369332,1369364,235333,235338,ref-bible.00308.00008.00009.00028,ref-bible.00308.00008.00009.00033,ועד כוש שבע ועשרים ומאה מדינה ,ועד כוש שבע ועשרים ומאה מדינה ,ref-bible
1824,ref-b.2.11.11a.702-ref-b.2.11.11a.714,ref-bible.0205.18.10.1-ref-bible.0205.18.10.13,2461284,2461339,358057,358067,ref-b.00002.00011.0011a.00702,ref-b.00002.00011.0011a.00714,697864,697920,117941,117951,ref-bible.00205.00018.00010.00001,ref-bible.00205.00018.00010.00013,חי ה' אלהיך אם יש גוי וממלכה אשר לא שלח אדוני שם לבקשך ,חי יהוה אלהיך אם יש גוי וממלכה אשר לא שלח אדני שם לבקשך ,ref-bible
1825,ref-b.2.11.11a.727-ref-b.2.11.11a.734,ref-bible.0208.27.8.1-ref-bible.0208.27.8.17,2461406,2461446,358079,358084,ref-b.00002.00011.0011a.00727,ref-b.00002.00011.0011a.00734,919711,919794,156112,156122,ref-bible.00208.00027.00008.00001,ref-bible.00208.00027.00008.00017,והיה הגוי והממלכה אשר לא יתן את צוארו ,והיה הגוי והממלכה אשר לא יעבדו אתו את נבוכדנאצר_מלך_בבל ואת אשר לא יתן את צוארו ,ref-bible
1826,ref-b.2.11.11a.781-ref-b.2.11.11a.790,ref-bible.0206.18.35.1-ref-bible.0206.18.35.9,2461696,2461746,358125,358133,ref-b.00002.00011.0011a.00781,ref-b.00002.00011.0011a.00790,760740,760784,128408,128415,ref-bible.00206.00018.00035.00001,ref-bible.00206.00018.00035.00009,מי בכל אלהי הארצות האלה אשר הצילו את ארצם מידי ,מי בכל אלהי הארצות אשר הצילו את ארצם מידי ,ref-bible
1827,ref-b.2.11.11a.781-ref-b.2.11.11a.790,ref-bible.0207.36.20.1-ref-bible.0207.36.20.10,2461696,2461746,358125,358133,ref-b.00002.00011.0011a.00781,ref-b.00002.00011.0011a.00790,824736,824786,139614,139622,ref-bible.00207.00036.00020.00001,ref-bible.00207.00036.00020.00010,מי בכל אלהי הארצות האלה אשר הצילו את ארצם מידי ,מי בכל אלהי הארצות האלה אשר הצילו את ארצם מידי ,ref-bible
1828,ref-b.2.11.11a.781-ref-b.2.11.11a.790,ref-bible.0313.32.13.14-ref-bible.0313.32.14.14,2461696,2461746,358125,358133,ref-b.00002.00011.0011a.00781,ref-b.00002.00011.0011a.00790,1578703,1578800,270530,270546,ref-bible.00313.00032.00013.00014,ref-bible.00313.00032.00014.00014,מי בכל אלהי הארצות האלה אשר הצילו את ארצם מידי ,הארצות להציל את ארצם מידי מי בכל אלהי הגוים האלה אשר החרימו אבותי אשר יכול להציל את עמו מידי ,ref-bible
1829,ref-b.2.11.11a.800-ref-b.2.11.11a.811,ref-bible.0311.6.26.2-ref-bible.0311.6.26.14,2461794,2461862,358143,358154,ref-b.00002.00011.0011a.00800,ref-b.00002.00011.0011a.00811,1443431,1443501,248097,248107,ref-bible.00311.00006.00026.00002,ref-bible.00311.00006.00026.00014,דריוש מלכא כתב לכל עממיא אומיא ולישניא די דיירין בכל ארעא שלמכון ,דריוש מלכא כתב לכל עממיא_אמיא_ולשניא די דארין דירין בכל ארעא שלמכון ,ref-bible
1830,ref-b.2.11.11a.820-ref-b.2.11.11a.828,ref-bible.0311.6.2.1-ref-bible.0311.6.2.9,2461901,2461955,358163,358171,ref-b.00002.00011.0011a.00820,ref-b.00002.00011.0011a.00828,1440906,1440960,247630,247638,ref-bible.00311.00006.00002.00001,ref-bible.00311.00006.00002.00009,שפר קדם דריוש והקים על מלכותא לאחשדרפניא מאה ועשרין ,שפר קדם דריוש והקים על מלכותא לאחשדרפניא מאה ועשרין ,ref-bible
1831,ref-b.2.11.11a.836-ref-b.2.11.11a.842,ref-bible.0309.1.1.16-ref-bible.0309.1.2.10,2461989,2462019,358177,358183,ref-b.00002.00011.0011a.00836,ref-b.00002.00011.0011a.00842,1373641,1373730,236056,236072,ref-bible.00309.00001.00001.00016,ref-bible.00309.00001.00002.00010,מלך פרס כל ממלכות הארץ נתן לי ,מלך פרס ויעבר קול בכל מלכותו וגם במכתב לאמר_כה_אמר כרש מלך פרס כל ממלכות הארץ נתן לי ,ref-bible
