lemma,pointer_in_volume,provenance
 לויLevi,Vol-2-B_M-Biblical-Males-Levi-33,[Palestine?] 
 לויLevi,Vol-2-B_M-Biblical-Males-Levi-34,[Palestine?] 
 לויLevi,Vol-2-B_M-Biblical-Males-Levi-35,[Palestine?] 
 לויLevi,Vol-2-B_M-Biblical-Males-Levi-36,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-1,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-2,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-3,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-4,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-5,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-6,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-7,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-8,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-9,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-10,[Palestine?] 
 לויLevi,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Levi-11,[Palestine?] 
 לויLevi,Vol-3-B_M-Biblical-Males-Levi-1,Egypt 
 לויLevi,Vol-3-B_M-Biblical-Males-Levi-2,Rome 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-1,Babylonia 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-2,Babylonia 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-3,Babylonia 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-4,Babylonia 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-5,Babylonia 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-6,Babylonia 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-7,Arab. Pen. 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-8,Palmyra 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-9,Dura-Europos 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-10,Arab. Pen. 
 לויLevi,Vol-4-B_M-Biblical-Males-Levi-11,Babylonia? 
 ליאניLiani,Vol-2-S-H_M-Semitic-Hebrew-Males-Liani-1,[Palestine?] 
 ΛίβανοςLibanus,Vol-1-G_M-Libanus-1,[Palestine?] 
 LiciniaLicinia,Vol-3-L_F-Latin-Females-Licinia-1,Rome 
 LiciniaLicinia,Vol-3-L_F-Latin-Females-Licinia-2,North Africa 
 LiciniusLicinius,Vol-3-Add-L_M-Latin-Males-Licinius-1,North Africa 
 LiciniusLicinius,Vol-3-L_M-Latin-Males-Licinius-1,Rome 
 LiciusLicius,Vol-3-L_M-Latin-Males-Licius-1,Cyrenaica 
 לכלוכיתLikhlukhit,Vol-1-S-H_F-Likhlukhit-1,[Palestine?] 
 ליליLili,Vol-4-S-H_M-Semitic-Hebrew-Males-Lili-1,Babylonia 
 לימאLima,Vol-4-S-H_M-Semitic-Hebrew-Males-Lima-1,Babylonia 
 LitoriusLitorius,Vol-3-L_M-Latin-Males-Litorius-1,Spain 
 LiviaLivia,Vol-3-L_F-Latin-Females-Livia-1,Germany 
 LivianusLivianus,Vol-3-L_M-Latin-Males-Livianus-1,Rome 
 LivianusLivianus,Vol-3-L_M-Latin-Males-Livianus-2,Rome 
 LiviusLivius,Vol-3-L_M-Latin-Males-Livius-1,Italy 
 LālehLāleh,Vol-4-I_F-Iranian-Females-Lāleh-1,Babylonia 
 LālehLāleh,Vol-4-I_F-Iranian-Females-Lāleh-2,Babylonia 
 LālehLāleh,Vol-4-I_F-Iranian-Females-Lāleh-3,Babylonia 
 LālehLāleh,Vol-4-I_F-Iranian-Females-Lāleh-4,Babylonia 
 LālehLāleh,Vol-4-I_F-Iranian-Females-Lāleh-5,[Palestine?] 
 לופייניLofiyani,Vol-2-S-H_M-Semitic-Hebrew-Males-Lofiyani-1,[Palestine?] 
 ΛογάςLogas,Vol-1-G_M-Logas-1,[Palestine?] 
 ΛογάςLogas,Vol-2-G_M-Greek-Males-Logas-1,[Palestine?] 
 ΛωΐςLois,Vol-3-G_F-Greek-Females-Lois-1,Asia 
 LolliaLollia,Vol-3-L_F-Latin-Females-Lollia-1,Asia 
 LollianusLollianus,Vol-1-L_M-Lollianus-1,[Palestine?] 
 LollianusLollianus,Vol-1-L_M-Lollianus-2,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-1,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-2,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-3,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-4,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-5,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-6,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-7,[Palestine?] 
 LollianusLollianus,Vol-2-L_M-Latin-Males-Lollianus-8,[Palestine?] 
 LollianusLollianus,Vol-3-L_M-Latin-Males-Lollianus-1,Egypt 
 LollianusLollianus,Vol-3-L_M-Latin-Males-Lollianus-2,Rome 
 LolliusLollius,Vol-2-L_M-Latin-Males-Lollius-1,[Palestine?] 
 LolliusLollius,Vol-2-L_M-Latin-Males-Lollius-2,[Palestine?] 
 LolliusLollius,Vol-3-L_M-Latin-Males-Lollius-1,Italy 
 LolliusLollius,Vol-3-L_M-Latin-Males-Lollius-2,Asia 
 LolousLolous,Vol-3-E_M-Egyptian-Males-Lolous-1,Egypt 
 LongiaLongia,Vol-3-L_F-Latin-Females-Longia-1,Rome 
 LongiaLongia,Vol-3-L_F-Latin-Females-Longia-2,North Africa 
 LonginusLonginus,Vol-3-L_M-Latin-Males-Longinus-1,Italy 
 LonginusLonginus,Vol-3-L_M-Latin-Males-Longinus-2,Asia 
 LonginusLonginus,Vol-4-L_M-Latin-Males-Longinus-1,Georgia 
 LoppiusLoppius,Vol-3-L_M-Latin-Males-Loppius-1,Cyrenaica 
 לוטLot,Vol-3-B_M-Biblical-Males-Lot-1,Egypt 
 LoteiaLoteia,Vol-3-L_F-Latin-Females-Loteia-1,Egypt 
 LucaLuca,Vol-3-L_F-Latin-Females-Luca-1,Cyrenaica 
 LucaLuca,Vol-3-L_F-Latin-Females-Luca-2,Cyrenaica 
 LucaLuca,Vol-3-L_F-Latin-Females-Luca-3,Cyrenaica 
 LucasLucas,Vol-3-L_M-Latin-Males-Lucas-1,Cyrenaica 
 LucasLucas,Vol-3-L_M-Latin-Males-Lucas-2,Cyrenaica 
 LucasLucas,Vol-3-L_M-Latin-Males-Lucas-3,Cyrenaica 
 LucasLucas,Vol-3-L_M-Latin-Males-Lucas-4,Cyrenaica 
 LuciaLucia,Vol-3-L_F-Latin-Females-Lucia-1,Rome 
 LuciaLucia,Vol-3-L_F-Latin-Females-Lucia-2,Rome 
 LuciaLucia,Vol-3-L_F-Latin-Females-Lucia-3,Italy 
 LucianisLucianis,Vol-3-L_M-Latin-Males-Lucianis-1,Rome 
 LucianisLucianis,Vol-3-L_M-Latin-Males-Lucianis-2,Asia 
 LucianusLucianus,Vol-2-L_M-Latin-Males-Lucianus-1,[Palestine?] 
 LucidusLucidus,Vol-3-L_M-Latin-Males-Lucidus-1,Asia 
 LucilaLucila,Vol-3-L_F-Latin-Females-Lucila-1,Rome 
 LuciliusLucilius,Vol-2-L_M-Latin-Males-Lucilius-1,[Palestine?] 
 LuciliusLucilius,Vol-3-L_M-Latin-Males-Lucilius-1,Greece 
 LucinaLucina,Vol-3-L_F-Latin-Females-Lucina-1,Rome 
 LucinusLucinus,Vol-3-L_M-Latin-Males-Lucinus-1,Rome 
 LuciolusLuciolus,Vol-3-L_M-Latin-Males-Luciolus-1,Germany 
 LuciusLucius,Vol-1-L_M-Lucius-1,[Palestine?] 
 LuciusLucius,Vol-1-L_M-Lucius-2,[Palestine?] 
 LuciusLucius,Vol-1-L_M-Lucius-3,[Palestine?] 
 LuciusLucius,Vol-2-L_M-Latin-Males-Lucius-1,[Palestine?] 
 LuciusLucius,Vol-2-L_M-Latin-Males-Lucius-2,[Palestine?] 
 LuciusLucius,Vol-2-L_M-Latin-Males-Lucius-3,[Palestine?] 
 LuciusLucius,Vol-2-Vol-1-ADD-L_M-Latin-Males-Lucius-1,[Palestine?] 
 LuciusLucius,Vol-2-Vol-1-ADD-L_M-Latin-Males-Lucius-2,[Palestine?] 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-1,Cyrenaica 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-2,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-3,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-4,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-5,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-6,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-7,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-8,Italy 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-9,Asia 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-10,Asia 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-11,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-12,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-13,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-14,Italy 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-15,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-16,Rome 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-17,Italy 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-18,Asia 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-19,Asia 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-20,Asia 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-21,Asia 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-22,Cyrenaica 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-23,North Africa 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-24,North Africa 
 LuciusLucius,Vol-3-L_M-Latin-Males-Lucius-25,North Africa 
 LucretiaLucretia,Vol-3-L_F-Latin-Females-Lucretia-1,Rome 
 LucretiusLucretius,Vol-3-L_M-Latin-Males-Lucretius-1,Cyrenaica 
 לודאLuda,Vol-1-S-H_M-Luda-1,[Palestine?] 
 לודאLuda,Vol-2-S-H_M-Semitic-Hebrew-Males-Luda-1,[Palestine?] 
 ΛούλαβοςLulabΛούλαβοςLulab,Vol-2-S-G_M-Semitic-Greek-Males-ΛούλαβοςLulab-1,[Palestine?] 
 LusasLusas,Vol-3-E_M-Egyptian-Males-Lusas-1,Egypt 
 LusiusLusius,Vol-3-L_M-Latin-Males-Lusius-1,North Africa 
 اليفعĪlīyafa‘,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Īlīyafa‘-1,Arabia 
 ΛύκοςLycus,Vol-3-G_M-Greek-Males-Lycus-1,Egypt 
 ΛυδίαLydia,Vol-1-G_F-Lydia-1,[Palestine?] 
 ΛυδίαLydia,Vol-3-G_F-Greek-Females-Lydia-1,Greece 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-1,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-2,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-3,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-4,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-5,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-6,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-7,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-8,Cyrenaica 
 ΛυσανΐαςLysanias,Vol-3-G_M-Greek-Males-Lysanias-9,Crenaica 
 ΛυσανίαςLysanias,Vol-4-G_M-Greek-Males-Lysanias-1,Dura-Europus 
 ΛυσίαςLysia,Vol-1-G_F-Lysia-1,[Palestine?] 
 ΛυσίαςLysias,Vol-2-G_M-Greek-Males-Lysias-1,[Palestine?] 
 ΛυσίαςLysias,Vol-2-G_M-Greek-Males-Lysias-2,[Palestine?] 
 ΛυσίαςLysias,Vol-2-Vol-1-ADD-G_M-Greek-Males-Lysias-1,[Palestine?] 
 ΛυσίαςLysias,Vol-2-Vol-1-ADD-G_M-Greek-Males-Lysias-2,[Palestine?] 
 ΛυσίαςLysias,Vol-3-G_M-Greek-Males-Lysias-1,Cyrenaica 
 ΛυσίμαχοςLysimachus,Vol-1-G_M-Lysimachus-1,[Palestine?] 
 ΛυσίμαχοςLysimachus,Vol-1-G_M-Lysimachus-2,[Palestine?] 
 ΛυσίμαχοςLysimachus,Vol-1-G_M-Lysimachus-3,[Palestine?] 
 ΛυσίμαχοςLysimachus,Vol-1-G_M-Lysimachus-4,[Palestine?] 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-1,Egypt 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-2,Egypt 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-3,Egypt 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-4,Egypt 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-5,Egypt 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-6,Egypt 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-7,Greece 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-8,Greece 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-9,Cyrenaica 
 ΛυσίμαχοςLysimachus,Vol-3-G_M-Greek-Males-Lysimachus-10,Asia 
 ΛῦσιςLysis,Vol-3-G_F-Greek-Females-Lysis-1,Egypt 
 ΛύσιοςLysius,Vol-3-G_M-Greek-Males-Lysius-1,Crete / Cyrenaica 
 מעןMa‘an,Vol-2-S-H_M-Semitic-Hebrew-Males-Ma‘an-1,[Palestine?] 
 מטןMaṭan,Vol-4-S-H_M-Semitic-Hebrew-Males-Maṭan-1,Palmyra 
 מערבאMa‘arava,Vol-2-S-H_M-Semitic-Hebrew-Males-Ma‘arava-1,[Palestine?] 
 מערבאMa‘arava,Vol-2-S-H_M-Semitic-Hebrew-Males-Ma‘arava-2,[Palestine?] 
 MaχazDūχtMaχazDūχt,Vol-4-I_F-Iranian-Females-MaχazDūχt-1,Babylonia 
 מעזיהMaaziah,Vol-1-B_M-Maaziah-1,[Palestine?] 
 ΜακαρίαMacaria,Vol-3-G_F-Greek-Females-Macaria-1,Asia 
 ΜακάριοςMacarius,Vol-2-G_M-Greek-Males-Macarius-1,[Palestine?] 
 ΜακάριοςMacarius,Vol-2-G_M-Greek-Males-Macarius-2,[Palestine?] 
 ΜακάριοςMacarius,Vol-3-G_M-Greek-Males-Macarius-1,Egypt 
 ΜακάριοςMacarius,Vol-3-G_M-Greek-Males-Macarius-2,The Bosphoran Kingdom 
 ΜακκαβαιοςMaccabaius,Vol-1-S-G_M-Maccabaius-1,[Palestine?] 
 ΜακεδώνMacedon,Vol-3-G_M-Greek-Males-Macedon-1,Asia 
 ΜακεδώνMacedon,Vol-3-G_M-Greek-Males-Macedon-2,Asia 
 ΜακεδόνιοςMacedonius,Vol-2-G_M-Greek-Males-Macedonius-1,[Palestine?] 
 ΜακεδόνιοςMacedonius,Vol-2-G_M-Greek-Males-Macedonius-2,[Palestine?] 
 ΜακεδόνιοςMacedonius,Vol-3-G_M-Greek-Males-Macedonius-1,Asia 
 ΜακεδόνιοςMacedonius,Vol-4-Vol-3-Add-G_M-Greek-Males-Macedonius-1,Asia 
 MaceriusMacerius,Vol-3-L_M-Latin-Males-Macerius-1,Cyrenaica 
 MaceriusMacerius,Vol-3-L_M-Latin-Males-Macerius-2,Cyrenaica 
 ΜαχάωνMachaon,Vol-3-G_M-Greek-Males-Machaon-1,Egypt 
 MacidiusMacidius,Vol-3-L_M-Latin-Males-Macidius-1,North Africa 
 MacrinusMacrinus,Vol-2-L_M-Latin-Males-Macrinus-1,[Palestine?] 
 MacriusMacrius,Vol-3-L_M-Latin-Males-Macrius-1,Egypt 
 ΜακρόβιοςMacrobius,Vol-2-G_M-Greek-Males-Macrobius-1,[Palestine?] 
 MadakhosMadakhos,Vol-1-P_M-Madakhos-1,[Palestine?] 
 מדיאMadaya,Vol-2-S-H_M-Semitic-Hebrew-Males-Madaya-1,[Palestine?] 
 מדיאMadaya,Vol-2-S-H_M-Semitic-Hebrew-Males-Madaya-2,[Palestine?] 
 معديكربMa‘dīkarib,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Ma‘dīkarib-1,Arabia 
 معديكربMa‘dīkarib,Vol-2-Vol-4-ADD-A_M-Arabic-Males-Ma‘dīkarib-2,Arabia 
 معديكربMaʿdīkarib,Vol-4-A_M-Arabic-Males-Maʿdīkarib-1,Arab. Pen. 
 MaeciaMaecia,Vol-3-L_F-Latin-Females-Maecia-1,Rome 
 MaeciaMaecia,Vol-3-L_F-Latin-Females-Maecia-2,Rome 
 MaeciusMaecius,Vol-3-L_M-Latin-Males-Maecius-1,Rome 
 MaeciusMaecius,Vol-3-L_M-Latin-Males-Maecius-2,Rome 
 מחאלMaḥel,Vol-4-S-H_M-Semitic-Hebrew-Males-Maḥel-1,Babylonia 
 MaenaMaena,Vol-3-L_F-Latin-Females-Maena-1,Rome 
 MaeviusMaevius,Vol-3-L_M-Latin-Males-Maevius-1,Rome 
 ΜαγασσαροςMagassarus,Vol-1-S-G_M-Magassarus-1,[Palestine?] 
 מגבילהMagbilah,Vol-2-S-H_M-Semitic-Hebrew-Males-Magbilah-1,[Palestine?] 
 ΜαγδαληνηMagdalene,Vol-1-S-G_F-Magdalene-1,[Palestine?] 
 MagiusMagius,Vol-3-L_M-Latin-Males-Magius-1,Egypt 
 MagiusMagius,Vol-3-L_M-Latin-Males-Magius-2,Rome 
 MagiusMagius,Vol-3-L_M-Latin-Males-Magius-3,Cyrenaica 
 MagnaMagna,Vol-2-L_F-Latin-Female-Magna-1,[Palestine?] 
 MagnaMagna,Vol-2-L_F-Latin-Female-Magna-2,[Palestine?] 
 MagnusMagnus,Vol-2-L_M-Latin-Males-Magnus-1,[Palestine?] 
 MahadatMahadat,Vol-4-I_M-Iranian-Males-Mahadat-1,Babylonia 
 MahadatMahadat,Vol-4-I_M-Iranian-Males-Mahadat-2,Babylonia 
 MahadatMahadat,Vol-4-I_M-Iranian-Males-Mahadat-3,Babylonia 
 MahadatMahadat,Vol-4-I_M-Iranian-Males-Mahadat-4,Babylonia 
 MahbūχtMahbūχt,Vol-4-I_M-Iranian-Males-Mahbūχt-1,Babylonia 
 מחירשהMaḥirshah,Vol-2-S-H_F-Semitic-Hebrew-Females-Maḥirshah-1,[Palestine?] 
 מחירשהMaḥirshah,Vol-2-S-H_F-Semitic-Hebrew-Females-Maḥirshah-2,[Palestine?] 
 מחסיהMahsiah,Vol-2-B_M-Biblical-Males-Mahsiah-1,[Palestine?] 
 מחסיהMahsiah,Vol-2-B_M-Biblical-Males-Mahsiah-2,[Palestine?] 
 מחסיהMahsiah,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Mahsiah-1,[Palestine?] 
 ΜαῖαMaia,Vol-2-Vol-1-ADD-G_F-Greek-Females-Maia-1,[Palestine?] 
 MaisaizabasMaisaizabas,Vol-3-S-G_M-Semitic-Greek-Males-Maisaizabas-1,Egypt 
 MajorMajor,Vol-1-L_M-Major-1,[Palestine?] 
 מכירMakhir,Vol-2-B_M-Biblical-Males-Makhir-1,[Palestine?] 
 מכירMakhir,Vol-2-B_M-Biblical-Males-Makhir-2,[Palestine?] 
 מלאMala,Vol-4-S-H_M-Semitic-Hebrew-Males-Mala-1,Palmyra 
 מלאMala,Vol-4-S-H_M-Semitic-Hebrew-Males-Mala-2,Palmyra 
 מלאMala,Vol-4-S-H_M-Semitic-Hebrew-Males-Mala-3,Palmyra 
 מלאMala,Vol-4-S-H_M-Semitic-Hebrew-Males-Mala-4,Palmyra 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-1,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-2,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-3,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-4,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-5,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-6,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-7,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-8,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-9,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-10,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-11,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-12,Babylonia 
 מחלפתאMaḥlafta,Vol-4-S-H_F-Semitic-Hebrew-Females-Maḥlafta-13,Babylonia 
 MalbonaiMalbonai,Vol-4-I_M-Iranian-Males-Malbonai-1,Babylonia 
 מחלפאMaḥlefa,Vol-4-S-H_M-Semitic-Hebrew-Males-Maḥlefa-1,Babylonia 
 מחלפאMaḥlefa,Vol-4-S-H_M-Semitic-Hebrew-Males-Maḥlefa-2,Babylonia 
 מחלפאMaḥlefa,Vol-4-S-H_M-Semitic-Hebrew-Males-Maḥlefa-3,Babylonia 
 מחלפאMaḥlefa,Vol-4-S-H_M-Semitic-Hebrew-Males-Maḥlefa-4,Babylonia 
 מחלפאMaḥlefa,Vol-4-S-H_M-Semitic-Hebrew-Males-Maḥlefa-5,Babylonia 
 MalidiGdumandaMalidiGdumanda,Vol-4-I_M-Iranian-Males-MalidiGdumanda-1,Babylonia 
 מלכהMalka,Vol-2-B_F-Biblical-Females-Malka-1,[Palestine?] 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-1,North Africa 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-2,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-3,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-4,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-5,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-6,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-7,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-8,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-9,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-10,Egypt 
 מלכאMalka,Vol-3-S-H_M-Semitic-Hebrew-Males-Malka-11,Pannonia 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-1,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-2,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-3,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-4,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-5,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-6,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-7,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-8,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-9,[Palestine?] 
 מלכיהMalkiah,Vol-2-B_M-Biblical-Males-Malkiah-10,[Palestine?] 
 מלכיהMalkiah,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Malkiah-1,[Palestine?] 
 מלכיהMalkiah,Vol-2-Vol-1-ADD-B_M-Biblical-Males-Malkiah-2,[Palestine?] 
 מלכיהMalkiah,Vol-3-B_M-Biblical-Males-Malkiah-1,Egypt 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-1,Babylonia 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-2,Babylonia 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-3,Babylonia 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-4,Arab. Pen. 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-5,Arab. Pen. 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-6,Arab. Pen. 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-7,Arab. Pen. 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-8,Arab. Pen. 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-9,Arab. Pen. 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-10,Arab. Pen. 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-11,Palmyra 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-12,Palmyra 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-13,Palmyra 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-14,Palmyra 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-15,Palmyra 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-16,Palmyra 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-17,Babylonia 
 מלכיהMalkiah,Vol-4-B_M-Biblical-Males-Malkiah-18,Babylonia 
 MalousMalous,Vol-3-S-G_M-Semitic-Greek-Males-Malous-1,Cyrenaica 
 ΜαλθάκηMalthace,Vol-1-G_F-Malthace-1,[Palestine?] 
 ΜαλθάκηMalthace,Vol-1-G_F-Malthace-2,[Palestine?] 
 מאמאMama,Vol-2-S-H_M-Semitic-Hebrew-Males-Mama-1,[Palestine?] 
 מאמאMama,Vol-2-S-H_M-Semitic-Hebrew-Males-Mama-2,[Palestine?] 
 ,Vol-4-I_F-Iranian-Females-Mamay-1,[Palestine?] 
