lemma	pointer_in_volume	details								
 MaximaMaxima	Vol-3-L_F-d8e27175-person	Epitaph	 Thessalonica 							
 MaximaMaxima	Vol-4-L_F-d8e235-person	Epitaphs	 catacomb 4	CIJ1124	1125					
 MaximillaMaximilla	Vol-3-L_F-d8e27227-person	Epitaph	 Alberti-Irsa	 Mommsen 						
 MaximinaMaximina	Vol-3-L_F-d8e27275-person	Epitaph	 Villa Torlonia	 Paribeni 						
 MaximinusMaximinus	Vol-2-L_M-d8e8097-person	Amulet	 private collection 							
 MaximinusMaximinus	Vol-3-L_M-d8e28714-person	Papyrus	 Heidelberg 							
 MaximinusMaximinus	Vol-3-L_M-d8e28747-person	Epitaph	 Sophia	Kazarow 						
 MaximosaMaximosa	Vol-3-L_F-d8e27323-person	Epitaph	 Carthage 							
 MaximusMaximus	Vol-2-L_M-d8e8136-person	Synagogue inscription	 Hammat Tiberias	 Dothan 						
 MaximusMaximus	Vol-2-L_M-d8e8166-person	Epitaph	 Apollonia							
                   										
 MaximusMaximus	Vol-2-L_M-d8e8209-person	Synagogue inscription	 Ramat Aviv							
                   										
 MaximusMaximus	Vol-2-L_M-d8e8247-person	Inscription	 Elijah’s Cave 							
 MaximusMaximus	Vol-3-L_M-d8e28799-person	Papyrus	 Turner 							
 MaximusMaximus	Vol-3-L_M-d8e28833-person	Papyrus	 Karanis 							
 MaximusMaximus	Vol-3-L_M-d8e28869-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MaximusMaximus	Vol-3-L_M-d8e28910-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MaximusMaximus	Vol-3-L_M-d8e28945-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MaximusMaximus	Vol-3-L_M-d8e28979-person	Epitaph	 Capena	 Solin 						
 MaximusMaximus	Vol-3-L_M-d8e29016-person	Epitaph	 Villa Torlonia	 Fasola 						
 MaximusMaximus	Vol-3-L_M-d8e29060-person	Epitaph	 Larissa	 Giannopoulos 						
 MaximusMaximus	Vol-3-L_M-d8e29095-person	Epitaph	 Larissa	 Giannopoulos 						
 MaximusMaximus	Vol-3-L_M-d8e29130-person	Epitaph	 Carthage 							
 MaximusMaximus	Vol-3-L_M-d8e29162-person	Epitaph	 Perinthos 							
 MazauzalaMazauzala	Vol-3-S-G_F-d8e268-person	Epitaph	 Tripolis 							
 ?????Mazbuna	Vol-4-S-H_M-d8e24791-person	Endowment inscription 								
 Mazdaw??Mazdaw??	Vol-4-I_F-d8e9741-person	Incantation bowl	 Nippur	 Gordon 						
 MazdD??tMazdD??t	Vol-4-I_F-d8e9792-person	Incantation bowl 								
 M?d??M?d??	Vol-4-I_F-d8e7844-person	Incantation bowl	 private collection 							
 M?dereFrah?taM?dereFrah?ta	Vol-4-I_F-d8e7797-person	Incantation bowl	 Hebrew University 							
 MecciusMeccius	Vol-2-L_M-d8e8295-person	Epitaph	 Jaffa	 Euting 						
 ?????????Megacles	Vol-3-G_M-d8e54665-person	Papyrus	 Trikomia 							
 ???????Megale	Vol-2-G_F-d8e3596-person	Amulet	 private collection 							
 ???????Megale	Vol-2-G_F-d8e3624-person	Amulet	 Hebron?							
                   										
 ???????Megale	Vol-2-G_F-d8e3676-person	Inscription	 Elijah’s Cave 							
 ????????Megalus	Vol-2-G_M-d8e13012-person	Epitaph	 Jaffa	 Germer-Durand 						
 ????????Megalus	Vol-2-G_M-d8e13041-person	Inscription	 Antioch							
                   										
 ????????Megalus	Vol-2-G_M-d8e13083-person	Epitaph	 Khirbet H?ebra							
                   										
 ????????Megalus	Vol-2-G_M-d8e13129-person	Epitaph	 Jaffa 							
 ????????Megalus	Vol-2-G_M-d8e13159-person	Epitaph	 Zoar 							
 ????????Megalus	Vol-4-G_M-d8e1512-person	Epitaph	 Caesarea	 Schwabe 						
 ??????Megas	Vol-3-G_M-d8e54711-person	Papyrus	 Florence 							
 ??????Megas	Vol-3-G_M-d8e54746-person	Epitaph	 Teucheira	 Gray 						
 ??????Megea	Vol-2-G_F-d8e3738-person	Epitaph	 Beth She‘arim	 catacomb 20 						
 ??????Megea	Vol-2-G_F-d8e3772-person	Amulet	 Irbid 							
 ????????Megiste	Vol-1-G_F-d2e3181-person	Ossuary	 Akeldama	 Avni-Greenhut 						
 ?????????Megistes	Vol-3-G_M-d8e54800-person	Papyrus	 Vienna 							
 ????Meir	Vol-3-S-H_M-d8e4145-person	Epitaph	 Arles	 Lenormant 						
 ????Meir	Vol-3-S-H_M-d8e4183-person	Epitaphs	 Gadmana/Sadhatin Hani	 Cronin 						
 ????Meir	Vol-3-S-H_M-d8e4234-person	Epitaph	 Laodicea 							
 ????Meir	Vol-3-S-H_M-d8e4272-person	Epitaph	 Konia 							
 MeiusMeius	Vol-3-L_M-d8e29228-person	Ostraca	 Edfu	 Manteuffel 						
 ?????????Meletius	Vol-3-G_M-d8e54889-person	Epitaph	 Monteverde	 Migliore 						
 ?????????Melissus	Vol-3-G_M-d8e54947-person	Epitaph	 Capri 							
 ?????????Melition	Vol-3-G_F-d8e14615-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ?????????Melitius	Vol-2-G_M-d8e13202-person	Epitaph	 Beth She‘arim	catacomb 1CIJ1069 						
 ?????????Meliton	Vol-3-G_M-d8e54995-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ?????????Meliton	Vol-3-G_M-d8e55026-person	Epitaphs	 Teucheira 							
 MeliusaMeliusa	Vol-3-L_F-d8e27366-person	Epitaph	 Tortosa	 Renan & Le Blant 						
 MellutiaMellutia	Vol-3-L_F-d8e27452-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MellutiaMellutia	Vol-3-L_F-d8e27490-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MellutiaMellutia	Vol-3-L_F-d8e27528-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MellutiusMellutius	Vol-3-L_M-d8e29274-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MellutiusMellutius	Vol-3-L_M-d8e29309-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ????????Meltine	Vol-3-G_F-d8e14669-person	Sarcophagus	 Hierapolis	 Miranda 						
 ???????Memnon	Vol-3-G_M-d8e55114-person	Epitaph	 Phanagoria	Latyschev 						
 ???????Memnon	Vol-3-G_M-d8e55157-person	Sarcophagus	 Hierapolis	 Judeich 						
 ??????????Memnonius	Vol-3-G_M-d8e55069-person	Synagogue inscription	 Sardis	 Kroll 						
 ????Mena?em	Vol-4-B_M-d8e16963-person	Epitaph	 el-?Ul? 							
 ????Menahem	Vol-1-B_M-d2e42947-person	Ossuary	 Wadi Yasoul	 Clermont-Ganneau	1878					
 ????Menahem	Vol-1-B_M-d2e42988-person	Ossuary	 Bagatti 							
 ????Menahem	Vol-1-B_M-d2e43007-person	Ossuary	 Bagatti 							
 ????Menahem	Vol-1-B_M-d2e43028-person	Ossuary	 Jericho	 Hachlili	1979					
 ????Menahem	Vol-1-B_M-d2e43051-person	Inscription	 Jason’s Tomb 							
 ????Menahem	Vol-1-B_M-d2e43076-person	Inscription	 Jason’s Tomb 							
 ????Menahem	Vol-1-B_M-d2e43099-person	Parchment	 Muraba‘at 							
 ????Menahem	Vol-1-B_M-d2e43116-person	Parchment	 Muraba‘at 							
 ????Menahem	Vol-1-B_M-d2e43133-person	Papyrus	 marriage contract	 Muraba‘at 						
 ????Menahem	Vol-1-B_M-d2e43150-person	Papyrus	 Muraba‘at 							
 ????Menahem	Vol-1-B_M-d2e43173-person	Ostracon	 Muraba‘at 							
 ????Menahem	Vol-1-B_M-d2e43190-person	Papyri	 Babatha archive 							
 ????Menahem	Vol-1-B_M-d2e43211-person	Papyri	 Babatha archive 							
 ????Menahem	Vol-1-B_M-d2e43232-person	Papyrus	 deed	 Babatha archive 						
 ????Menahem	Vol-1-B_M-d2e43252-person	Papyrus	 deed	 Babatha archive 						
 ????Menahem	Vol-1-B_M-d2e43269-person	Papyri	 Babatha archive 							
 ????Menahem	Vol-1-B_M-d2e43293-person	Papyri	 Babatha archive 							
 ????Menahem	Vol-1-B_M-d2e43310-person	Papyrus	 deed	 Babatha archive 						
 ????Menahem	Vol-1-B_M-d2e43331-person	Parchment	 promissory note	 “Seyal” 						
 ????Menahem	Vol-1-B_M-d2e43348-person	Papyrus	 declaration	 “Seyal” 						
 ????Menahem	Vol-1-B_M-d2e43372-person	Papyrus	 declaration	 “Seyal” 						
 ????Menahem	Vol-1-B_M-d2e43393-person	Papyri	 Salome’s archive 							
 ????Menahem	Vol-1-B_M-d2e43414-person	Papyri	 Salome’s archive 							
 ????Menahem	Vol-1-B_M-d2e43435-person	Papyrus	 marriage contract	 Salome’s archive 						
 ????Menahem	Vol-1-B_M-d2e43456-person	Papyrus	 marriage contract	 Salome’s archive 						
 ????Menahem	Vol-1-B_M-d2e43483-person	Parchment	 “Qumran”							
                   										
 ????Menahem	Vol-1-B_M-d2e43506-person	Parchment	 “Qumran”							
                   										
 ????Menahem	Vol-1-B_M-d2e43533-person	Papyrus	 deed	 Jericho 						
 ????Menahem	Vol-1-B_M-d2e43550-person	Papyrus	 deed	 Babatha archive 						
 ????Menahem	Vol-2-B_M-d8e35738-person	Epitaph	 Haifa	 Heuzey 						
 ????Menahem	Vol-2-B_M-d8e35769-person	Column inscription	 Ashkelon	 Sukenik 						
 ????Menahem	Vol-2-B_M-d8e35813-person	Epitaph	 Nazareth	 Dalman 						
 ????Menahem	Vol-2-B_M-d8e35838-person	Epitaph	 Beth She‘arim	 catacomb 1	CIJ1048 					
 ????Menahem	Vol-2-B_M-d8e35874-person	Synagogue inscription	 Gaza	 Avi-Yonah 						
 ????Menahem	Vol-2-B_M-d8e35913-person	Epitaph	 Sepphoris	 Druks 						
 ????Menahem	Vol-2-Vol-1-ADD-B_M-d8e7520-person	Ostracon	 Qumran	 KhQ 2108 						
 ????Menahem	Vol-3-B_M-d8e9049-person	Papyrus	 Oxford 							
 ????Menahem	Vol-3-B_M-d8e9087-person	Inscription	 Vienna	 Kubitschek 						
 ????Menahem	Vol-3-B_M-d8e9126-person	Inscription	 Vienna	 Kubitschek 						
 ????Menahem	Vol-3-B_M-d8e9163-person	Epitaph	 Phanagoria	Chwolson 						
 ???????Menaia	Vol-2-G_F-d8e3818-person	Sarcophagus lid	 private collection 							
 ??????????Menandris	Vol-3-G_F-d8e14723-person	Sarcophagus	 Hierapolis	 Judeich 						
 ??????????Menandrus	Vol-2-G_M-d8e13252-person	Epitaph	 Spain	 Hübner 						
 ??????????Menandrus	Vol-2-Vol-1-ADD-G_M-d8e3366-person	Epitaph	 Merida	Rabello 						
 ??????????Menandrus	Vol-2-Vol-1-ADD-G_M-d8e3412-person	Epitaph	 Merida	Rabello 						
 ??????????Menandrus	Vol-3-G_M-d8e55217-person	Epitaph	 Via Salaria	 Migliore 						
 ??????????Menandrus	Vol-3-G_M-d8e55270-person	Epitaphs	 Larissa 							
 ??????????Menandrus	Vol-3-G_M-d8e55305-person	Epitaph	 Larissa 							
 ??????????Menandrus	Vol-3-G_M-d8e55339-person	Inscription	 Sardis	 Buckler & Robinson 						
 ??????????Menandrus	Vol-3-G_M-d8e55381-person	Sarcophagus	 Corycos	 Duchesne 						
 ??????????Menandrus	Vol-3-G_M-d8e55413-person	Manumission inscription	 Panticapaeum	Newton 						
 ??????????Menandrus	Vol-3-G_M-d8e55452-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ??????????Menandrus	Vol-3-G_M-d8e55484-person	Epitaph	 Larissa	 Giannopoulos 						
 ??????????Menandrus	Vol-3-G_M-d8e55518-person	Dedicatory inscription	 Nysa	 Robert 						
 ??????????Menandrus	Vol-3-G_M-d8e55555-person	Epitaph	 Kotiaeion	 Waddington 						
 ??????????Menandrus	Vol-3-G_M-d8e55593-person	Epitaph	 Korasion 							
 ??????Menas	Vol-3-G_M-d8e56305-person	Epitaph	 Eumenia	 Robert 						
 ??????Menas	Vol-3-G_M-d8e56346-person	Epitaph	 Eumenia	 Robert 						
 ??????Menas	Vol-3-G_M-d8e56378-person	Epitaph	 Teucheira 							
 ??????????Menedemus	Vol-3-G_M-d8e55644-person	Epitaph	 Saittai 							
 ?????????Menelaus	Vol-1-G_M-d2e12716-person	Ossuary	 Modi‘in 							
 ?????????Menelaus	Vol-3-G_M-d8e55700-person	Papyrus	 Vienna 							
 ?????????Menelaus	Vol-3-G_M-d8e55733-person	Papyrus	 Vienna 							
 ?????????Menelaus	Vol-3-G_M-d8e55766-person	Papyrus	 Vienna 							
 ?????????Menelaus	Vol-3-G_M-d8e55799-person	Epitaph	 Teucheira	 Oliverio 						
 ????????????Menestratus	Vol-3-G_M-d8e55841-person	Papyri	 Theogenis	 Kramer 						
 ?????????Menippus	Vol-1-G_M-d2e12762-person	Tomb inscription	 Rhodes 							
 ?????????Menippus	Vol-3-G_M-d8e55899-person	Dedicatory inscription	 Delos	 Bruneau 						
 ?????????Menippus	Vol-3-G_M-d8e55943-person	Epitaph	 Rhodes	 Salzmann 						
 ??????Menis	Vol-3-G_M-d8e56421-person	Epitaph	 Kotiaeion	 Waddington 						
 ?????????Meniscus	Vol-3-G_M-d8e55991-person	Sarcophagus	 Hierapolis	 Miranda 						
 ????????Menneas	Vol-3-G_M-d8e56042-person	Ostracon	 Edfu	 Weill 						
 ????????Menneas	Vol-3-G_M-d8e56076-person	Papyrus	 Fayum	 Wilcken 						
 ???????????Menocritus	Vol-3-G_M-d8e56516-person	Epitaph	 Blaundos	 Ramsay 						
 ??????????Menodorus	Vol-3-G_M-d8e56121-person	Ostracon	 Upper Egypt	 Tait 						
 ?????????Menophila	Vol-2-G_F-d8e3858-person	Sarcophagus	 Caesarea 							
 ??????????Menophilus	Vol-3-G_M-d8e56607-person	Epitaph	 Monteverde?	 Le Blant 						
 ??????????Menophilus	Vol-3-G_M-d8e56662-person	Epitaph	 Yalnizsaray	 						
 ??????????Menophilus	Vol-3-G_M-d8e56703-person	Epitaph	 Laodicea 							
 ??????????Menothemis	Vol-3-G_M-d8e56472-person	Epitaph	 Dorylaion 							
 MercuriusMercurius	Vol-4-Vol-3-Add-L_M-d8e165-person	Grafitto	 catacomb	 Venosa 						
 MeriniusMerinius	Vol-3-L_M-d8e29359-person	Ostracon	 Edfu	 Manteuffel 						
 ???????Mesharshita	Vol-4-S-H_F-d8e5591-person	Incantation bowl 								
 ???????Mesharshita	Vol-4-S-H_F-d8e5628-person	Incantation bowl 								
 ???????Mesharshita	Vol-4-S-H_F-d8e5662-person	Incantation bowl	 London 							
 ??????Mesharshiya	Vol-4-S-H_M-d8e27874-person	Incantation bowl	 Nippur	 Montgomery 						
 ??????Mesharshiya	Vol-4-S-H_M-d8e27910-person	Incantation bowl 								
 ????Meshulam	Vol-1-B_M-d2e44292-person	Papyrus	 Nabatean deed	 Babatha archive 						
 ????Meshulam	Vol-2-B_M-d8e36565-person	Epitaph	 Zoar 							
 ????Meshulam	Vol-2-Vol-1-ADD-B_M-d8e7781-person	Ostracon	 Qumran	 KhQ 1416 						
 ????Meshulam	Vol-3-B_M-d8e10049-person	Papyrus	 Luxor	 Cowley 						
 ????Meshulam	Vol-3-B_M-d8e10080-person	Ostracon	 Edfu 							
 ????Meshulam	Vol-3-B_M-d8e10111-person	Epitaph	 Edfu	 Kornfeld 						
 ????Meshulam	Vol-3-B_M-d8e10145-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ????Meshulam	Vol-3-B_M-d8e10180-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ????Meshulam	Vol-3-B_M-d8e10215-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ????Meshulam	Vol-4-B_M-d8e17702-person	SOZ8	2							
 MessiaMessia	Vol-3-L_F-d8e27574-person	Epitaph	 Moretti 							
 MessiusMessius	Vol-3-L_M-d8e29405-person	Epitaph	 Moretti 							
 MethusionMethusion	Vol-3-E_M-d8e3554-person	Ostracon	 Edfu	 Mantuffel 						
 MethusionMethusion	Vol-3-E_M-d8e3589-person	Papyrus	 Strasbourg 							
 ????????????Metradotion	Vol-2-G_F-d8e3908-person	Amulet	 Evron							
                   										
 ??????????Metrodora	Vol-3-G_F-d8e14780-person	Epitaph	 Phrygia	 						
 ???????????Metrodorus	Vol-3-G_M-d8e56765-person	Epitaph	 Monteverde	 Paribeni 						
 ???????????Metrophanes	Vol-3-G_M-d8e56837-person	Epitaph	 Teucheira	 Oliverio 						
 ???????????Metrophanes	Vol-3-G_M-d8e56874-person	Epitaph	 Teucheira	 Oliverio 						
 ???????????Metrotimus	Vol-3-G_M-d8e56175-person	Manumission inscription	 Phanagoria	Dan’shin 						
 ???????????Metrotimus	Vol-3-G_M-d8e56226-person	Thanksgiving inscription	 Anapa	Boltunova 						
 ????Mevaser	Vol-2-S-H_M-d8e16999-person	Synagogue inscription	 Aleppo/Syria 							
 ????Meyasha	Vol-1-B_M-d2e42395-person	Ossuary	 Ben Shemen	 Porath	1976					
 ????Meyasha	Vol-2-B_M-d8e34851-person	Epitaph	 Beth She‘arim	 catacomb 20 						
 M?h??M?h??	Vol-4-I_M-d8e7068-person	Incantation bowl	 Nippur	 Montgomery 						
 M?h??M?h??	Vol-4-I_M-d8e7106-person	Incantation bowl	 Smithonian	 Washington 						
 M?h??M?h??	Vol-4-I_M-d8e7143-person	Seal 								
 M?hAn?šM?hAn?š	Vol-4-I_M-d8e7001-person	Incantation bowls 								
 M?hd?d GušnaspM?hd?d Gušnasp	Vol-4-I_M-d8e6788-person	Incantation bowl	 Tel Aviv 							
 M?hD??tM?hD??t	Vol-4-I_F-d8e7899-person	Incantation bowl	 Nippur	 Montgomery 						
 M?hD??tM?hD??t	Vol-4-I_F-d8e7937-person	Incantation bowls	 Nippur	 Montgomery 						
 M?hD??tM?hD??t	Vol-4-I_F-d8e7972-person	Incantation bowl	 Nippur	 Obermann 						
 M?hD??tM?hD??t	Vol-4-I_F-d8e8016-person	Incantation bowl 								
 M?hD??tM?hD??t	Vol-4-I_F-d8e8053-person	Incantation bowl 								
 M?hD??tM?hD??t	Vol-4-I_F-d8e8093-person	Incantation bowls	 Moussyaieff collection	 Schøyen collection 						
 M?hD??tM?hD??t	Vol-4-I_F-d8e8138-person	Incantation bowl	 New York 							
 M?hD??tM?hD??t	Vol-4-I_F-d8e8176-person	Incantation bowl	 Schøyen collection 							
 M?hD??tM?hD??t	Vol-4-I_F-d8e8211-person	Incantation bowl 								
 M?hD??tM?hD??t	Vol-4-I_F-d8e8253-person	Incantation bowl 								
 M?hD??tM?hD??t	Vol-4-I_F-d8e8295-person	Incantation bowl	 Khafaje 							
 M?hD??tM?hD??t	Vol-4-I_F-d8e8334-person	Incantation bowl	 London 							
 M?hD??tM?hD??t	Vol-4-I_F-d8e8372-person	Incantation bowl	 Moussyaieff collection 							
 M?hfr?M?hfr?	Vol-4-I_F-d8e8420-person	Incantation bowl 								
 M?hiaM?hia	Vol-4-I_F-d8e8467-person	Incantation bowl	 Bagdad	 Gordon 						
 M?hišiM?hiši	Vol-4-I_F-d8e8513-person	Incantation bowl	 Bagdad	 Gordon 						
 M?hišiM?hiši	Vol-4-I_F-d8e8554-person	Incantation bowl	 Iraq	 Gordon 						
 M?hišiM?hiši	Vol-4-I_F-d8e8589-person	Incantation bowl	 London 							
 M?hm?tM?hm?t	Vol-4-I_F-d8e8643-person	Incantation bowl	 Nippur	 Obermann 						
 M?h?nishM?h?nish	Vol-4-I_M-d8e6663-person	Incantation bowl	 Nippur	 Obermann 						
 M?hpan?hM?hpan?h	Vol-1-P_M-d2e1963-person	Ossuary	 de-Saulcy	1867						
 M?hP?r?zM?hP?r?z	Vol-4-I_M-d8e7195-person	Incantation bowls	 Tel ?Amran	 Layard 						
 ????Micah	Vol-3-B_M-d8e8918-person	Ostracon	 Edfu	 Lidzbarski 						
 ??????Micce	Vol-2-G_F-d8e3957-person	Epitaph	 Beth She‘arim	 catacomb 13 						
 ???????Miccus	Vol-3-G_M-d8e56916-person	Epitaph	 Leontopolis	 Naville 						
 ???????Micron	Vol-2-G_M-d8e13347-person	Epitaph	 Caesarea 							
 ??????Midas	Vol-1-G_M-d2e12909-person	Papyrus	 Seelim 							
 MidiaMidia	Vol-4-I_F-d8e9839-person	Incantation bowl	 Schøyen collection 							
 ???????Migdon	Vol-4-G_M-d8e1570-person	Dedicatory inscription	 Seleucia/EuphratesS: Wagner	Seleukeia	 no. 148					
                   										
 MihFarh?dMihFarh?d	Vol-4-I_M-d8e7936-person	Incantation bowl 								
 Mihl?dMihl?d	Vol-4-I_M-d8e7986-person	Incantation bowl	 London 							
 Mihr??Mihr??	Vol-4-I_M-d8e8094-person	Incantation bowl	 Tel Aviv 							
 MihrdanMihrdan	Vol-4-I_M-d8e8038-person	Incantation bowl	 Nahavand	 Yamauchi 						
 ??????Milon	Vol-3-G_M-d8e56966-person	Papyrus	 Fayum	 Preaux 						
 ??????Milon	Vol-3-G_M-d8e57000-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 MimiaMimia	Vol-3-L_F-d8e27617-person	Epitaph	 Frey 							
 MindiusMindius	Vol-3-L_M-d8e29497-person	Synagogue inscription	 Ostia	 Floriani 						
 ??????Minmalka	Vol-4-S-H_F-d8e4842-person	Incantation bowl	 Boston 							
 ????Miriam	Vol-4-B_F-d8e450-person	1.tNaz4:10 (Kasowski	 Thosephthae	 489); 2.bNaz47a (Kosowsky	Babylonico	 1045) 				
 ????Miriam	Vol-4-B_F-d8e488-person	Epitaph	 Palmyra	 Mordtmann 						
 ????Miriam	Vol-4-B_F-d8e524-person	Incantation bowl	 Nippur	 Gordon 						
 ????Miriam	Vol-4-B_F-d8e558-person	Incantation bowl	 Hebrew University 							
 ????Miriam	Vol-4-B_F-d8e591-person	Incantation bowl	 Louvre 							
 MithraMithra	Vol-3-P_F-d8e66-person	Papyrus	 Antinoopolis 							
 MithrAn?šMithrAn?š	Vol-4-I_F-d8e9936-person	Incantation bowl	 Nippur	 Montgomery 						
 MithrAnahidMithrAnahid	Vol-4-I_F-d8e9887-person	Incantation bowl	 Schøyen collection 							
 MithrD??tMithrD??t	Vol-4-I_F-d8e9984-person	Incantation bowls 								
 MithrD??tMithrD??t	Vol-4-I_F-d8e10022-person	Incantation bowl	 London 							
 MithrD??tMithrD??t	Vol-4-I_F-d8e10060-person	Incantation bowl	 Schøyen collection 							
 MithrD??tMithrD??t	Vol-4-I_F-d8e10095-person	Incantation bowl 								
 MithrUrosparMithrUrospar	Vol-4-I_M-d8e8147-person	Synagogue inscription	 Dura-Europos	 Pagliaro 						
 ???????Mnaous	Vol-3-G_M-d8e57047-person	Papyrus	 Vienna 							
 ????????Mnaseas	Vol-3-G_M-d8e57093-person	Sarcophagus	 Lupi 							
 ?????????????Mnasistratus	Vol-3-G_M-d8e57153-person	Papyrus	 Fayum	 Wilcken 						
 ??????Mnaso	Vol-3-G_F-d8e14837-person	Epitaph	 Cyrene	 Oliverio 						
 ??????Mnaso	Vol-3-G_F-d8e14873-person	Ossuary	 Kidron Valley (Jerusalem)	 Sukenik 						
 ???????Mnason	Vol-3-G_M-d8e57233-person	Papyrus	 Samaria	 Wilcken 						
 ???????Mnason	Vol-3-G_M-d8e57267-person	Ostracon	 Edfu	 Manteuffel 						
 ???????Mnemon	Vol-1-G_M-d2e12948-person	Papyrus	 Masada 							
 MocurMocur	Vol-3-S-G_M-d8e3016-person	Inscription	 Intercisa Fröhlich 							
 ????Moda‘	Vol-2-S-H_M-d8e17257-person	Epitaph	 Jaffa	 Euting 						
 ?????Mofleah	Vol-4-S-H_M-d8e24737-person	Epitaph	 Palmyra	 Sobernheim 						
 MokkoushMokkoush	Vol-4-I_M-d8e8250-person	Incantation bowl	 Susa 							
 MoksatMoksat	Vol-4-I_F-d8e10147-person	Incantation bowl	 Louvre 							
 ??????Moles	Vol-3-G_M-d8e57321-person	Epitaph	 Termessos 							
 MommiusMommius	Vol-3-L_M-d8e29543-person	Epitaph	 Galatia	 Pococke 						
 MommiusMommius	Vol-3-L_M-d8e29581-person	Epitaph	 Sidibunda	 Bean 						
 ????????Monimus	Vol-1-G_M-d2e12990-person	Weight-stone	 Migdal 							
 ????????Monimus	Vol-2-G_M-d8e13407-person	Synagogue inscription	 Sepphoris 							
 ????????Monimus	Vol-3-G_M-d8e57374-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 MoninusMoninus	Vol-3-L_M-d8e29634-person	Graffito	 Vigna Randanini	 Frey 						
 ?????Moqimo	Vol-2-S-H_M-d8e18128-person	Synagogue inscription	 Capernaum	 Orfali 						
 ?????Moqimo	Vol-2-S-H_M-d8e18166-person	Epitaph	 Beth She‘arim	catacomb 1CIJ1084 						
 ?????Moqimo	Vol-2-S-H_M-d8e18204-person	Amulet 								
 ?????Moqimo	Vol-4-S-H_M-d8e26002-person	Burial cave contract	 Palmyra	 Cantineau 						
 ?????Moqimo	Vol-4-S-H_M-d8e26040-person	Epitaphs	 catacomb 1CIJ994	995	996					
 ????Morah	Vol-2-S-H_M-d8e17297-person	Synagogue inscription	 Rehov							
                   										
 ?????Mordechai	Vol-2-B_M-d8e36195-person	Epitaph	 Caesarea 							
 ?????Mordechai	Vol-3-B_M-d8e9307-person	Papyrus	 Oxyrhynchus (Oxford) 							
 ?????Mordechai	Vol-3-B_M-d8e9345-person	Epitaph	 Arles	 Chwolson 						
 ?????Mordechai	Vol-3-B_M-d8e9383-person	Epitaph	 Alexandria	 Breccia 						
 ?????Mordechai	Vol-4-B_M-d8e17473-person	Historia de Preliis	 p. 208 							
 MorosMoros	Vol-3-E_M-d8e3640-person	Epitaph	 Sedment el-Gebel 							
 ????????Moschion	Vol-3-G_M-d8e57431-person	Manumission inscription	 Oropos	 Mitsos 						
 ????????Moschion	Vol-3-G_M-d8e57472-person	Sarcophagus	 Hierapolis	 Judeich 						
 ???????Moschis	Vol-1-G_F-d2e3257-person	Ossuary	 Mt of Offence	 Clermont-Ganneau	1874					
 ???????Moschus	Vol-3-G_M-d8e57520-person	Manumission inscription	 Oropos	 Mitsos 						
 ???Moses	Vol-1-B_M-d2e44113-person	Parchment	 Muraba‘at 							
 ???Moses	Vol-2-B_M-d8e36342-person	Epitaph	 Hauran							
                   										
 ???Moses	Vol-2-B_M-d8e36387-person	Graffiti	 Parod							
                   										
 ???Moses	Vol-2-B_M-d8e36421-person	Graffiti	 Parod							
                   										
 ???Moses	Vol-2-B_M-d8e36452-person	Epitaph	 Zoar 							
 ???Moses	Vol-2-B_M-d8e36495-person	Inscription	 Temple Mount	 Jerusalem 						
 ???Moses	Vol-2-B_M-d8e36524-person	Inscription	 Temple Mount	 Jerusalem 						
 ???Moses	Vol-3-B_M-d8e9495-person	Papyrus	 Oxyrhynchus	 Grenfell & Hunt 						
 ???Moses	Vol-3-B_M-d8e9533-person	Papyrus	 Oxyrhynchus 							
 ???Moses	Vol-3-B_M-d8e9572-person	Papyrus	 Fayum 							
 ???Moses	Vol-3-B_M-d8e9629-person	Papyrus	 Hermopolis 							
 ???Moses	Vol-3-B_M-d8e9662-person	Epitaphs	 Athens	 Koumanoudis 						
 ???Moses	Vol-3-B_M-d8e9722-person	Sarcophagus	 Corycus	 Keil & Wilhelm 						
 ???Moses	Vol-3-B_M-d8e9770-person	Epitaph	 Phanagoria	Weisenberg 						
 ???Moses	Vol-3-B_M-d8e9811-person	Epitaph?Gortyn	 Gerola 							
 ???Moses	Vol-3-B_M-d8e9865-person	Epitaph	 Tripoli 							
