person:nym,person:lemma_en,person:lemma_ancient,person:orthography,person:sex,person:hebrew,person:greek,person:checkme,person:id,person:pointer_in_volume,name:id,name:form,name:language_type,name:gender_type
 Tetution-Tetution,Tetution,Tetution,Τετυτο,M,,,,Vol-3-E_M-d8e9192-person,Vol-3-E_M-Egyptian-Males-Tetution-1,name-Tetution-d1e489229,Tetution-Tetution,E,M 
 Tetution-Tetution,Tetution,Tetution,Τετεύτιον,M,,,,Vol-3-E_M-d8e9227-person,Vol-3-E_M-Egyptian-Males-Tetution-2,name-Tetution-d1e489229,Tetution-Tetution,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,–,M,,,,Vol-3-E_M-d8e9288-person,Vol-3-E_M-Egyptian-Males-Teuphilos-1,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τεύφιλος,M,,,,Vol-3-E_M-d8e9319-person,Vol-3-E_M-Egyptian-Males-Teuphilos-2,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τεύφιλος,M,,,,Vol-3-E_M-d8e9351-person,Vol-3-E_M-Egyptian-Males-Teuphilos-3,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τευφίλου,M,,,,Vol-3-E_M-d8e9386-person,Vol-3-E_M-Egyptian-Males-Teuphilos-4,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τευφίλ[ος],M,,,,Vol-3-E_M-d8e9418-person,Vol-3-E_M-Egyptian-Males-Teuphilos-5,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τεύφιλο,M,,,,Vol-3-E_M-d8e9461-person,Vol-3-E_M-Egyptian-Males-Teuphilos-6,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τεύφιλος,M,,,,Vol-3-E_M-d8e9497-person,Vol-3-E_M-Egyptian-Males-Teuphilos-7,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τεύφιλο,M,,,,Vol-3-E_M-d8e9532-person,Vol-3-E_M-Egyptian-Males-Teuphilos-8,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τεύφιλι,M,,,,Vol-3-E_M-d8e9565-person,Vol-3-E_M-Egyptian-Males-Teuphilos-9,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuphilos-Teuphilos,Teuphilos,Teuphilos,Τευφιλίων,M,,,,Vol-3-E_M-d8e9610-person,Vol-3-E_M-Egyptian-Males-Teuphilos-10,name-Teuphilos-d1e489336,Teuphilos-Teuphilos,E,M 
 Teuthrantis-Τευθραντίς,Teuthrantis,Τευθραντίς,–,F,,,,Vol-3-G_F-d8e18343-person,Vol-3-G_F-Greek-Females-Teuthrantis-1,name-Teuthrantis-d1e505544,Teuthrantis-Τευθραντίς,G,F 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,תודה,,,Vol-1-G_M-d2e8714-person,Vol-1-G_M-Thaddaius-1,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,,ΘαΔΔαїос,,Vol-1-G_M-d2e8749-person,Vol-1-G_M-Thaddaius-2,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,תדאי,,,Vol-1-G_M-d2e8789-person,Vol-1-G_M-Thaddaius-3,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,תדאי,,,Vol-1-G_M-d2e8814-person,Vol-1-G_M-Thaddaius-4,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,תדיון,,,Vol-1-G_M-d2e8843-person,Vol-1-G_M-Thaddaius-5,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,תדא,[Θα]δδα,,Vol-1-G_M-d2e8865-person,Vol-1-G_M-Thaddaius-6,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,,Θαδαίου,,Vol-1-G_M-d2e8905-person,Vol-1-G_M-Thaddaius-7,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,,,—,Vol-1-G_M-d2e8931-person,Vol-1-G_M-Thaddaius-8,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,,Θαδδαίου,,Vol-1-G_M-d2e8956-person,Vol-1-G_M-Thaddaius-9,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thaddaius-Θαδδαῖος,Thaddaius,Θαδδαῖος,,M,,Θαδδαι[ου],,Vol-1-G_M-d2e8982-person,Vol-1-G_M-Thaddaius-10,name-Thaddaius-d1e225839,Thaddaius-Θαδδαῖος,G,M 
 Thafortaham-תפורתחם,Thafortaham,תפורתחם,–,M,,,,Vol-3-S-H_M-d8e6625-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Thafortaham-1,name-Thafortaham-d1e605461,Thafortaham-תפורתחם,S-H,M 
 Thaʿlaba-ثعلبة,Thaʿlaba,ثعلبة,–,M,,,,Vol-4-A_M-d8e1962-person,Vol-4-A_M-Arabic-Males-Thaʿlaba-1,name-Thalaba-d1e608761,Thaʿlaba-ثعلبة,A,M 
 Thaʿlaba-ثعلبة,Thaʿlaba,ثعلبة,–,M,,,,Vol-4-A_M-d8e2008-person,Vol-4-A_M-Arabic-Males-Thaʿlaba-2,name-Thalaba-d1e608761,Thaʿlaba-ثعلبة,A,M 
 Thaʿlaba-ثعلبة,Thaʿlaba,ثعلبة,–,M,,,,Vol-4-A_M-d8e2052-person,Vol-4-A_M-Arabic-Males-Thaʿlaba-3,name-Thalaba-d1e608761,Thaʿlaba-ثعلبة,A,M 
 Thaʿlaba-ثعلبة,Thaʿlaba,ثعلبة,–,M,,,,Vol-4-A_M-d8e2089-person,Vol-4-A_M-Arabic-Males-Thaʿlaba-4,name-Thalaba-d1e608761,Thaʿlaba-ثعلبة,A,M 
 Thalassa-Θάλασσα,Thalassa,Θάλασσα,Θάλασα,F,,,,Vol-3-G_F-d8e10556-person,Vol-3-G_F-Greek-Females-Thalassa-1,name-Thalassa-d1e498904,Thalassa-Θάλασσα,G,F 
 Thalassa-Θάλασσα,Thalassa,Θάλασσα,Θαλάτη,F,,,,Vol-3-G_F-d8e10603-person,Vol-3-G_F-Greek-Females-Thalassa-2,name-Thalassa-d1e498904,Thalassa-Θάλασσα,G,F 
 Thalassa-Θάλασσα,Thalassa,Θάλασσα,Thalassa,F,,,,Vol-3-G_F-d8e10646-person,Vol-3-G_F-Greek-Females-Thalassa-3,name-Thalassa-d1e498904,Thalassa-Θάλασσα,G,F 
 Thaliarchus-Θαλίαρχος,Thaliarchus,Θαλίαρχος,,M,,,—,Vol-1-G_M-d2e9030-person,Vol-1-G_M-Thaliarchus-1,name-Thaliarchus-d1e226266,Thaliarchus-Θαλίαρχος,G,M 
 Thaliarchus-Θαλίαρχος,Thaliarchus,Θαλίαρχος,–,M,,,,Vol-3-G_M-d8e39376-person,Vol-3-G_M-Greek-Males-Thaliarchus-1,name-Thaliarchus-d1e226266,Thaliarchus-Θαλίαρχος,G,M 
 Thaliarchus-Θαλίαρχος,Thaliarchus,Θαλίαρχος,–,M,,,,Vol-3-G_M-d8e39414-person,Vol-3-G_M-Greek-Males-Thaliarchus-2,name-Thaliarchus-d1e226266,Thaliarchus-Θαλίαρχος,G,M 
 Thallus-Θάλλος,Thallus,Θάλλος,–,M,,,,Vol-2-Vol-1-ADD-G_M-d8e2466-person,Vol-2-Vol-1-ADD-G_M-Greek-Males-Thallus-1,name-Thallus-d1e462029,Thallus-Θάλλος,G,M 
 Thallus-Θάλλος,Thallus,Θάλλος,–,M,,,,Vol-3-G_M-d8e39468-person,Vol-3-G_M-Greek-Males-Thallus-1,name-Thallus-d1e462029,Thallus-Θάλλος,G,M 
 Thallus-Θάλλος,Thallus,Θάλλος,Thallus,M,,,,Vol-3-G_M-d8e39522-person,Vol-3-G_M-Greek-Males-Thallus-2,name-Thallus-d1e462029,Thallus-Θάλλος,G,M 
 Thallusa-Θάλλουσα,Thallusa,Θάλλουσα,[Θα]λλούσῃ,F,,,,Vol-3-G_F-d8e10697-person,Vol-3-G_F-Greek-Females-Thallusa-1,name-Thallusa-d1e499050,Thallusa-Θάλλουσα,G,F 
 Thallusa-Θάλλουσα,Thallusa,Θάλλουσα,Thallusa,F,,,,Vol-3-G_F-d8e10743-person,Vol-3-G_F-Greek-Females-Thallusa-2,name-Thallusa-d1e499050,Thallusa-Θάλλουσα,G,F 
 Thallusa-Θάλλουσα,Thallusa,Θάλλουσα,Θάλλουσαν,F,,,,Vol-3-G_F-d8e10777-person,Vol-3-G_F-Greek-Females-Thallusa-3,name-Thallusa-d1e499050,Thallusa-Θάλλουσα,G,F 
 Thalous-Thalous,Thalous,Thalous,Ταλοῦς,F,,,,Vol-3-E_F-d8e1573-person,Vol-3-E_F-Egyptian-Females-Thalous-1,name-Thalous-d1e478406,Thalous-Thalous,E,F 
 Thalous-Thalous,Thalous,Thalous,Θαλλοῦς,F,,,,Vol-3-E_F-d8e1614-person,Vol-3-E_F-Egyptian-Females-Thalous-2,name-Thalous-d1e478406,Thalous-Thalous,E,F 
 Thalous-Thalous,Thalous,Thalous,Θαλλ[ο]ῦς,F,,,,Vol-3-E_F-d8e1652-person,Vol-3-E_F-Egyptian-Females-Thalous-3,name-Thalous-d1e478406,Thalous-Thalous,E,F 
 Thalous-Thalous,Thalous,Thalous,Θ[αλ]λοῦς,F,,,,Vol-3-E_F-d8e1690-person,Vol-3-E_F-Egyptian-Females-Thalous-4,name-Thalous-d1e478406,Thalous-Thalous,E,F 
 Tham-תם,Tham,תם,–,F,,,,Vol-3-S-H_F-d8e2011-person,Vol-3-S-H_F-Semitic-Hebrew-Females-Tham-1,name-Tham-d1e601076,Tham-תם,S-H,F 
 Thamanus-Θαμμανος,Thamanus,Θαμμανος,,M,,,—,Vol-1-S-G_M-d2e1135-person,Vol-1-S-G_M-Thamanus-1,name-Thamanus-d1e294602,Thamanus-Θαμμανος,S-G,M 
 Thamenis-Thamenis,Thamenis,Thamenis,תמן,F,,,,Vol-3-E_F-d8e1746-person,Vol-3-E_F-Egyptian-Females-Thamenis-1,name-Thamenis-d1e478597,Thamenis-Thamenis,E,F 
 Thamus-Θαμοῦς,Thamus,Θαμοῦς,,M,,Θαμοῦ,,Vol-1-G_M-d2e9069-person,Vol-1-G_M-Thamus-1,name-Thamus-d1e226416,Thamus-Θαμοῦς,G,M 
 Thanouphis-Thanouphis,Thanouphis,Thanouphis,תנפי,M,,,,Vol-3-E_M-d8e9673-person,Vol-3-E_M-Egyptian-Males-Thanouphis-1,name-Thanouphis-d1e489807,Thanouphis-Thanouphis,E,M 
 Thanouphis-Thanouphis,Thanouphis,Thanouphis,תונפרי,M,,,,Vol-3-E_M-d8e9707-person,Vol-3-E_M-Egyptian-Males-Thanouphis-2,name-Thanouphis-d1e489807,Thanouphis-Thanouphis,E,M 
 Tharrus-Θάρρυς,Tharrus,Θάρρυς,Θάρρα,M,,,,Vol-3-G_M-d8e39576-person,Vol-3-G_M-Greek-Males-Tharrus-1,name-Tharrus-d1e529461,Tharrus-Θάρρυς,G,M 
 Thaseis-Thaseis,Thaseis,Thaseis,תסא / כרסא,F,,,,Vol-3-E_F-d8e1794-person,Vol-3-E_F-Egyptian-Females-Thaseis-1,name-Thaseis-d1e478650,Thaseis-Thaseis,E,F 
 Thaseis-Thaseis,Thaseis,Thaseis,תשא,F,,,,Vol-3-E_F-d8e1832-person,Vol-3-E_F-Egyptian-Females-Thaseis-2,name-Thaseis-d1e478650,Thaseis-Thaseis,E,F 
 Thashpur-תשפור,Thashpur,תשפור,–,M,,,,Vol-3-S-H_M-d8e6667-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Thashpur-1,name-Thashpur-d1e605512,Thashpur-תשפור,S-H,M 
 Thasia-Θασία,Thasia,Θασία,Θασῆς,F,,,,Vol-3-G_F-d8e10835-person,Vol-3-G_F-Greek-Females-Thasia-1,name-Thasia-d1e499199,Thasia-Θασία,G,F 
 Thassis-Θασσις,Thassis,Θασσις,,M,,Θατις,,Vol-1-S-G_M-d2e1192-person,Vol-1-S-G_M-Thassis-1,name-Thassis-d1e294651,Thassis-Θασσις,S-G,M 
 Thatres-Thatres,Thatres,Thatres,Θάτρης,M,,,,Vol-3-E_M-d8e9758-person,Vol-3-E_M-Egyptian-Males-Thatres-1,name-Thatres-d1e489908,Thatres-Thatres,E,M 
 Thaumasias-Θαυμασίας,Thaumasias,Θαυμασίας,Θαύ[μ]α,M,,,,Vol-2-G_M-d8e8451-person,Vol-2-G_M-Greek-Males-Thaumasias-1,name-Thaumasias-d1e376189,Thaumasias-Θαυμασίας,G,M 
 Thaumasias-Θαυμασίας,Thaumasias,Θαυμασίας,Θαυμάσις,M,,,,Vol-2-G_M-d8e8486-person,Vol-2-G_M-Greek-Males-Thaumasias-2,name-Thaumasias-d1e376189,Thaumasias-Θαυμασίας,G,M 
 Thaumasias-Θαυμασίας,Thaumasias,Θαυμασίας,Θαυμασίου,M,,,,Vol-2-G_M-d8e8522-person,Vol-2-G_M-Greek-Males-Thaumasias-3,name-Thaumasias-d1e376189,Thaumasias-Θαυμασίας,G,M 
 Thaumasias-Θαυμασίας,Thaumasias,Θαυμασίας,Θαυμασ,M,,,,Vol-3-G_M-d8e39640-person,Vol-3-G_M-Greek-Males-Thaumasias-1,name-Thaumasias-d1e376189,Thaumasias-Θαυμασίας,G,M 
 Thaumasias-Θαυμασίας,Thaumasias,Θαυμασίας,תאוומסי,M,,,,Vol-3-G_M-d8e39675-person,Vol-3-G_M-Greek-Males-Thaumasias-2,name-Thaumasias-d1e376189,Thaumasias-Θαυμασίας,G,M 
 Thaumastus-Θαυμαστός,Thaumastus,Θαυμαστός,,M,,,—,Vol-1-G_M-d2e9105-person,Vol-1-G_M-Thaumastus-1,name-Thaumastus-d1e226464,Thaumastus-Θαυμαστός,G,M 
 Thaumastus-Θαυμαστός,Thaumastus,Θαυμαστός,–,M,,,,Vol-3-G_M-d8e39723-person,Vol-3-G_M-Greek-Males-Thaumastus-1,name-Thaumastus-d1e226464,Thaumastus-Θαυμαστός,G,M 
 Thābit-ثابت,Thābit,ثابت,–,M,,,,Vol-4-A_M-d8e1881-person,Vol-4-A_M-Arabic-Males-Thābit-1,name-Thbit-d1e608663,Thābit-ثابت,A,M 
 Thābit-ثابت,Thābit,ثابت,–,M,,,,Vol-4-A_M-d8e1911-person,Vol-4-A_M-Arabic-Males-Thābit-2,name-Thbit-d1e608663,Thābit-ثابت,A,M 
 Theaitetus-Θεαίτητος,Theaitetus,Θεαίτητος,Θειτήτου,M,,,,Vol-2-G_M-d8e8570-person,Vol-2-G_M-Greek-Males-Theaitetus-1,name-Theaitetus-d1e376406,Theaitetus-Θεαίτητος,G,M 
 Theanus-Θέανος,Theanus,Θέανος,-,M,,,,Vol-3-G_M-d8e39790-person,Vol-3-G_M-Greek-Males-Theanus-1,name-Theanus-d1e529520,Theanus-Θέανος,G,M 
 Theba-תבא,Theba,תבא,–,M,,,,Vol-3-S-H_M-d8e6317-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Theba-1,name-Theba-d1e605251,Theba-תבא,S-H,M 
 Theba-תבא,Theba,תבא,Θήβων,M,,,,Vol-3-S-H_M-d8e6348-person,Vol-3-S-H_M-Semitic-Hebrew-Males-Theba-2,name-Theba-d1e605251,Theba-תבא,S-H,M 
 Theia-Θεία,Theia,Θεία,Θέης,F,,,,Vol-2-G_F-d8e2213-person,Vol-2-G_F-Greek-Females-Theia-1,name-Theia-d1e363880,Theia-Θεία,G,F 
 Themison-Θεμίσων,Themison,Θεμίσων,Θεμίσωνος,M,,,,Vol-3-G_M-d8e39846-person,Vol-3-G_M-Greek-Males-Themison-1,name-Themison-d1e529571,Themison-Θεμίσων,G,M 
 Theochrestus-Θεόχρηστος,Theochrestus,Θεόχρηστος,–,M,,,,Vol-3-G_M-d8e46403-person,Vol-3-G_M-Greek-Males-Theochrestus-1,name-Theochrestus-d1e530572,Theochrestus-Θεόχρηστος,G,M 
 Theochrestus-Θεόχρηστος,Theochrestus,Θεόχρηστος,Θευχρ[ήστου],M,,,,Vol-3-G_M-d8e46434-person,Vol-3-G_M-Greek-Males-Theochrestus-2,name-Theochrestus-d1e530572,Theochrestus-Θεόχρηστος,G,M 
 Theocles-Θεοκλής,Theocles,Θεοκλής,Θε[οκ]λῆς,M,,,,Vol-3-G_M-d8e45069-person,Vol-3-G_M-Greek-Males-Theocles-1,name-Theocles-d1e530217,Theocles-Θεοκλής,G,M 
 Theocritus-Θεόκριτος,Theocritus,Θεόκριτος,Θυοκρίτου,M,,,,Vol-3-G_M-d8e45126-person,Vol-3-G_M-Greek-Males-Theocritus-1,name-Theocritus-d1e530273,Theocritus-Θεόκριτος,G,M 
 Theoctistus-Θεόκτιστος,Theoctistus,Θεόκτιστος,תיוקט[יסט],M,,,,Vol-3-G_M-d8e45183-person,Vol-3-G_M-Greek-Males-Theoctistus-1,name-Theoctistus-d1e530326,Theoctistus-Θεόκτιστος,G,M 
 Theoctistus-Θεόκτιστος,Theoctistus,Θεόκτιστος,Θεονκτίστου,M,,,,Vol-3-G_M-d8e45221-person,Vol-3-G_M-Greek-Males-Theoctistus-2,name-Theoctistus-d1e530326,Theoctistus-Θεόκτιστος,G,M 
 Theoctistus-Θεόκτιστος,Theoctistus,Θεόκτιστος,Θεοκτίστου,M,,,,Vol-3-G_M-d8e45262-person,Vol-3-G_M-Greek-Males-Theoctistus-3,name-Theoctistus-d1e530326,Theoctistus-Θεόκτιστος,G,M 
 Theodes-Θεοδῆς,Theodes,Θεοδῆς,–,M,,,,Vol-3-G_M-d8e40257-person,Vol-3-G_M-Greek-Males-Theodes-1,name-Theodes-d1e530006,Theodes-Θεοδῆς,G,M 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,,F,,Θεοδώραν Θευδώρα,,Vol-1-G_F-d2e2187-person,Vol-1-G_F-Theodora-1,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,–,F,,,,Vol-2-G_F-d8e2361-person,Vol-2-G_F-Greek-Females-Theodora-1,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Θεοδώρας,F,,,,Vol-2-G_F-d8e2387-person,Vol-2-G_F-Greek-Females-Theodora-2,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,תידורא,F,,,,Vol-2-G_F-d8e2428-person,Vol-2-G_F-Greek-Females-Theodora-3,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,–,F,,,,Vol-3-G_F-d8e11266-person,Vol-3-G_F-Greek-Females-Theodora-1,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Θεοδώ[ρα],F,,,,Vol-3-G_F-d8e11299-person,Vol-3-G_F-Greek-Females-Theodora-2,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Θεοδόρῃ,F,,,,Vol-3-G_F-d8e11350-person,Vol-3-G_F-Greek-Females-Theodora-3,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Θεο[δώρα]ς,F,,,,Vol-3-G_F-d8e11397-person,Vol-3-G_F-Greek-Females-Theodora-4,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Theodora,F,,,,Vol-3-G_F-d8e11442-person,Vol-3-G_F-Greek-Females-Theodora-5,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Θευδ[ώρ]α,F,,,,Vol-3-G_F-d8e11476-person,Vol-3-G_F-Greek-Females-Theodora-6,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Θεοδρα,F,,,,Vol-3-G_F-d8e11517-person,Vol-3-G_F-Greek-Females-Theodora-7,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodora-Θεοδώρα,Theodora,Θεοδώρα,Θευδώρα,F,,,,Vol-3-G_F-d8e11558-person,Vol-3-G_F-Greek-Females-Theodora-8,name-Theodora-d1e196430,Theodora-Θεοδώρα,G,F 
 Theodoretus-Θεοδώρητος,Theodoretus,Θεοδώρητος,–,M,,,,Vol-4-Vol-3-Add-G_M-d8e416-person,Vol-4-Vol-3-Add-G_M-Greek-Males-Theodoretus-1,name-Theodoretus-d1e692267,Theodoretus-Θεοδώρητος,Add-G,M 
 Theodorianus-Θεοδωριανός,Theodorianus,Θεοδωριανός,–,M,,,,Vol-3-G_M-d8e42769-person,Vol-3-G_M-Greek-Males-Theodorianus-1,name-Theodorianus-d1e530118,Theodorianus-Θεοδωριανός,G,M 
 Theodorianus-Θεοδωριανός,Theodorianus,Θεοδωριανός,Θηδώριν,M,,,,Vol-3-G_M-d8e42804-person,Vol-3-G_M-Greek-Males-Theodorianus-2,name-Theodorianus-d1e530118,Theodorianus-Θεοδωριανός,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,,—,Vol-1-G_M-d2e9728-person,Vol-1-G_M-Theodorus-1,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,,—,Vol-1-G_M-d2e9750-person,Vol-1-G_M-Theodorus-2,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,Θευδᾶς,,Vol-1-G_M-d2e9772-person,Vol-1-G_M-Theodorus-3,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,ΘεγΔα,,Vol-1-G_M-d2e9805-person,Vol-1-G_M-Theodorus-4,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,תודוס תודרוס תיאודורוס,,,Vol-1-G_M-d2e9841-person,Vol-1-G_M-Theodorus-5,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,תודוסתודס,,,Vol-1-G_M-d2e9886-person,Vol-1-G_M-Theodorus-6,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,Θεοδώρ[ο]υ,,Vol-1-G_M-d2e9921-person,Vol-1-G_M-Theodorus-7,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,תודוס,Θευδᾶς,,Vol-1-G_M-d2e9954-person,Vol-1-G_M-Theodorus-8,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,[Θε]οδώρῳ,,Vol-1-G_M-d2e10016-person,Vol-1-G_M-Theodorus-9,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,,—,Vol-1-G_M-d2e10043-person,Vol-1-G_M-Theodorus-10,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,תידורוס,,,Vol-1-G_M-d2e10060-person,Vol-1-G_M-Theodorus-11,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,,M,,Θεοδώρου,,Vol-1-G_M-d2e10081-person,Vol-1-G_M-Theodorus-12,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεοδόρου,M,,,,Vol-2-G_M-d8e8942-person,Vol-2-G_M-Greek-Males-Theodorus-1,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεοδώρου,M,,,,Vol-2-G_M-d8e8984-person,Vol-2-G_M-Greek-Males-Theodorus-2,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,–,M,,,,Vol-2-G_M-d8e9016-person,Vol-2-G_M-Greek-Males-Theodorus-3,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεόδωρου,M,,,,Vol-2-G_M-d8e9041-person,Vol-2-G_M-Greek-Males-Theodorus-4,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεοδώρου,M,,,,Vol-2-G_M-d8e9086-person,Vol-2-G_M-Greek-Males-Theodorus-5,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,–,M,,,,Vol-2-G_M-d8e9112-person,Vol-2-G_M-Greek-Males-Theodorus-6,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,–,M,,,,Vol-2-G_M-d8e9151-person,Vol-2-G_M-Greek-Males-Theodorus-7,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεοδώρο,M,,,,Vol-2-G_M-d8e9183-person,Vol-2-G_M-Greek-Males-Theodorus-8,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεοδώρου,M,,,,Vol-2-G_M-d8e9221-person,Vol-2-G_M-Greek-Males-Theodorus-9,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεωδ,M,,,,Vol-2-G_M-d8e9259-person,Vol-2-G_M-Greek-Males-Theodorus-10,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
 Theodorus-Θεόδωρος,Theodorus,Θεόδωρος,Θεοδ,M,,,,Vol-2-G_M-d8e9301-person,Vol-2-G_M-Greek-Males-Theodorus-11,name-Theodorus-d1e230617,Theodorus-Θεόδωρος,G,M 
