,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
10396,ref-m.2.3.6.6.2-ref-m.2.3.6.6.12,ref-bible.0105.26.14.1-ref-bible.0105.26.14.8,190139,190222,29187,29197,ref-m.00002.00003.00006.00006.00002,ref-m.00002.00003.00006.00006.00012,391405,391445,65485,65492,ref-bible.00105.00026.00014.00001,ref-bible.00105.00026.00014.00008,שלא לאוכליו ושלא למנוייו לערלין ולטמאין חייב לאוכליו ושלא לאוכליו למנוייו ,לא אכלתי באני ממנו ולא בערתי ממנו בטמא ,ref-bible
10397,ref-m.2.3.6.6.9-ref-m.2.3.6.6.14,ref-bible.0208.51.34.1-ref-bible.0208.51.34.4,190190,190237,29194,29199,ref-m.00002.00003.00006.00006.00009,ref-m.00002.00003.00006.00006.00014,975793,975818,165269,165272,ref-bible.00208.00051.00034.00001,ref-bible.00208.00051.00034.00004,לאוכליו ושלא לאוכליו למנוייו ושלא למנוייו ,אכלנו אכלני הממנו הממני ,ref-bible
10398,ref-m.2.3.10.5.63-ref-m.2.3.10.5.69,ref-bible.0102.13.8.6-ref-bible.0102.13.8.12,198430,198464,30564,30570,ref-m.00002.00003.00010.00005.00063,ref-m.00002.00003.00010.00005.00069,131655,131691,23195,23201,ref-bible.00102.00013.00008.00006,ref-bible.00102.00013.00008.00012,בעבור זה עשה ה' לי בצאתי ממצרים ,בעבור זה עשה יהוה לי בצאתי ממצרים ,ref-bible
10399,ref-m.2.4.1.4.33-ref-m.2.4.1.4.39,ref-bible.0103.6.16.1-ref-bible.0103.6.16.7,200244,200273,30841,30847,ref-m.00002.00004.00001.00004.00033,ref-m.00002.00004.00001.00004.00039,201292,201323,34863,34869,ref-bible.00103.00006.00016.00001,ref-bible.00103.00006.00016.00007,כל מנחת כהן כליל תהיה לא תאכל ,וכל מנחת כהן כליל תהיה לא תאכל ,ref-bible
10400,ref-m.2.4.2.1.43-ref-m.2.4.2.2.18,ref-bible.0103.27.3.14-ref-bible.0103.27.5.4,201423,201551,31024,31044,ref-m.00002.00004.00002.00001.00043,ref-m.00002.00004.00002.00002.00018,250358,250431,43062,43076,ref-bible.00103.00027.00003.00014,ref-bible.00103.00027.00005.00004,שקלים ואין עולין להן לשנה הבאה הנותן שקלו לחברו לשקול על ידו ושקלו על_ידי_עצמו אם נתרמה תרומה מעל השוקל שקלו ממעות הקדש ,שקל כסף בשקל הקדש ואם נקבה הוא והיה ערכך שלשים שקל ואם מבן חמש שנים ,ref-bible
10401,ref-m.2.4.3.2.62-ref-m.2.4.3.2.72,ref-bible.0203.1.17.3-ref-bible.0203.1.18.5,203319,203385,31320,31330,ref-m.00002.00004.00003.00002.00062,ref-m.00002.00004.00003.00002.00072,518856,518942,86825,86839,ref-bible.00203.00001.00017.00003,ref-bible.00203.00001.00018.00005,שנאמר והייתם נקיים מה' ומישראל ואומר ומצא חן ושכל טוב בעיני ,ויאמר לכי לשלום ואלהי ישראל יתן את שלתך אשר שאלת מעמו ותאמר תמצא שפחתך חן בעיניך ,ref-bible
10402,ref-m.2.4.3.2.68-ref-m.2.4.3.2.74,ref-bible.0302.3.4.1-ref-bible.0302.3.4.7,203360,203397,31326,31332,ref-m.00002.00004.00003.00002.00068,ref-m.00002.00004.00003.00002.00074,1259426,1259463,214529,214535,ref-bible.00302.00003.00004.00001,ref-bible.00302.00003.00004.00007,ומצא חן ושכל טוב בעיני אלהים ואדם ,ומצא חן ושכל טוב בעיני אלהים ואדם ,ref-bible
10403,ref-m.2.4.6.6.68-ref-m.2.4.6.6.77,ref-bible.0206.12.17.1-ref-bible.0206.12.17.10,209610,209657,32346,32355,ref-m.00002.00004.00006.00006.00068,ref-m.00002.00004.00006.00006.00077,743806,743855,125781,125790,ref-bible.00206.00012.00017.00001,ref-bible.00206.00012.00017.00010,כסף אשם וכסף חטאות לא יובא בית ה' לכהנים יהיו ,כסף אשם וכסף חטאות לא יובא בית יהוה לכהנים יהיו ,ref-bible
10404,ref-m.2.4.8.5.23-ref-m.2.4.8.5.31,ref-bible.0205.7.27.4-ref-bible.0205.7.27.15,212093,212145,32728,32736,ref-m.00002.00004.00008.00005.00023,ref-m.00002.00004.00008.00005.00031,664600,664667,112430,112441,ref-bible.00205.00007.00027.00004,ref-bible.00205.00007.00027.00015,עשרים וארבעה חוטין ארכה ארבעים אמה ורחבה עשרים אמה ,עשר נחשת ארבע באמה ארך המכונה האחת וארבע באמה רחבה ושלש באמה ,ref-bible
10405,ref-m.2.4.8.5.26-ref-m.2.4.8.5.31,ref-bible.0209.41.2.14-ref-bible.0209.41.2.19,212113,212145,32731,32736,ref-m.00002.00004.00008.00005.00026,ref-m.00002.00004.00008.00005.00031,1063848,1063879,179677,179682,ref-bible.00209.00041.00002.00014,ref-bible.00209.00041.00002.00019,ארכה ארבעים אמה ורחבה עשרים אמה ,ארכו ארבעים אמה ורחב עשרים אמה ,ref-bible
