baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-sifra,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-sifra.11.4-00.3.75-ref-sifra.11.4-00.3.91,ref-sifre-d.107.18.12-ref-sifre-d.107.18.37,508995,509092,ref-sifra.11.4-00.3.75,ref-sifra.11.4-00.3.91,147584,147719,ref-sifre-d.107.18.12,ref-sifre-d.107.18.37,מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן שלמים אי מה שמחה האמורה להלן עולה ושלמים אף שמחה האמורה כאן,11,26,910,910.0,1247,1247.0,0.5891472868217055,0.25,53,מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,0.5891472868217054,4060001064
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.111.1.15-ref-sifre-d.111.1.28,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,150189,150259,ref-sifre-d.111.1.15,ref-sifre-d.111.1.28,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,12,14,993,962.0,1260,1241.0,0.5538461538461539,0.6923076923076923,42,אמר להלן  מה  האמור להלן ב א בה האמור כאן ,0.3538461538461538,4060001065
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.122.3.5-ref-sifre-d.122.3.16,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,159585,159646,ref-sifre-d.122.3.5,ref-sifre-d.122.3.16,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,12,12,1084,1044.0,1261,1241.0,0.421875,0.6363636363636364,41,אמר להלן ו מה  האמור להלן  אף  האמור כאן ,0.359375,4060001066
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.138.1.9-ref-sifre-d.138.1.20,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,170287,170350,ref-sifre-d.138.1.9,ref-sifre-d.138.1.20,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,12,12,1209,1174.0,1262,1241.0,0.34375,0.6363636363636364,46,אמר להלן מ מה ה האמורה להלן ש אף ה האמורה כאן ,0.28125,4060001067
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.149.4.20-ref-sifre-d.149.4.37,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,179590,179681,ref-sifre-d.149.4.20,ref-sifre-d.149.4.37,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן שעריך מה שעריך האמור להלן שער_שנמצאו_בו_ולא_שער שנדונו בו אף שעריך האמור כאן ,12,14,1297,1261.0,1263,1241.0,0.5340909090909091,0.6666666666666667,48,אמר להלן ך מה ער האמור להלן באש אף ער האמור כאן ,0.4545454545454546,4060001068
ref-sifra.11.4-00.3.60-ref-sifra.11.4-00.3.66,ref-sifre-d.171.1.1-ref-sifre-d.171.2.4,508919,508950,ref-sifra.11.4-00.3.60,ref-sifra.11.4-00.3.66,190472,190524,ref-sifre-d.171.1.1,ref-sifre-d.171.2.4,לא ימצא בך מעביר בנו ובתו באש ,לא ימצא בך להזהיר בית דין על כך מעביר בנו ובתו באש ,7,12,1329,1328.0,1241,1241.0,0.4117647058823529,0.4,30,לא ימצא בך מעביר בנו ובתו באש ,0.4117647058823529,4060001069
ref-sifra.11.4-00.3.63-ref-sifra.11.4-00.3.99,ref-sifre-d.171.3.25-ref-sifre-d.171.4.6,508930,509140,ref-sifra.11.4-00.3.63,ref-sifra.11.4-00.3.99,190725,190945,ref-sifre-d.171.3.25,ref-sifre-d.171.4.6,"מה העברה האמורה כאן באש אף העברה האמורה להן באש ומה העברה האמורה להן למולך אף העברה האמור כאן למולך נמצאת א""אאי אפשרשימסור ויעביר באש ולמולך עד שיאמר שני כתובים ואם לאו לא שמענו דבר אחר מעביר בנו ובתו באש","מה העברה האמורה כאן באש אף העברה האמורה להן באש ומה העברה האמורה להן למולך אף העברה האמור כאן למולך נמצאת א""אאי אפשרשימסור ויעביר באש ולמולך עד שיאמר שני כתובים ואם לאו לא שמענו דבר אחר מעביר בנו ובתו באש",40,40,1335,1334.0,1243,1243.0,0.0,0.0,204,"מה העברה האמורה כאן באש אף העברה האמורה להן באש ומה העברה האמורה להן למולך אף העברה האמור כאן למולך נמצאת א""אאי אפשרשימסור ויעביר באש ולמולך עד שיאמר שני כתובים ואם לאו לא שמענו דבר אחר מעביר בנו ובתו באש",0.0,4060001070
ref-sifra.11.4-00.3.60-ref-sifra.11.4-00.3.69,ref-sifre-d.171.4.19-ref-sifre-d.171.4.32,508919,508968,ref-sifra.11.4-00.3.60,ref-sifra.11.4-00.3.69,191011,191077,ref-sifre-d.171.4.19,ref-sifre-d.171.4.32,לא ימצא בך מעביר בנו ובתו באש קוסם קסמים העברה ה,לא שמענו תלמוד_לומר_לא ימצא בך מעביר בנו ובתו באש זה שהוא מעביר ,11,12,1338,1337.0,1242,1241.0,0.515625,0.4545454545454546,37,לא ימצא בך מעביר בנו ובתו באש ו מעבר ,0.421875,4060001071
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.92,ref-sifre-d.194.6.15-ref-sifre-d.195.1.2,509023,509097,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.92,206428,206501,ref-sifre-d.194.6.15,ref-sifre-d.195.1.2,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן באש ,ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן נכרי ומי האיש ,13,15,1445,1395.0,1271,1241.0,0.5072463768115942,0.4545454545454546,45,אמר להלן  מה ר האמור להלן  אף ר האמור כאן אש ,0.34782608695652173,4060001072
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.92,ref-sifre-d.195.7.16-ref-sifre-d.196.1.2,509023,509097,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.92,206978,207051,ref-sifre-d.195.7.16,ref-sifre-d.196.1.2,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן באש ,ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן נכרי ומי האיש ,13,15,1502,1452.0,1272,1241.0,0.5072463768115942,0.4545454545454546,45,אמר להלן  מה ר האמור להלן  אף ר האמור כאן אש ,0.34782608695652173,4060001073
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.261.2.28-ref-sifre-d.261.2.41,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,251428,251503,ref-sifre-d.261.2.28,ref-sifre-d.261.2.41,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,12,14,1718,1688.0,1264,1241.0,0.4305555555555556,0.6666666666666667,49,אמר להלן ו מה עבה האור להלן בש אף עבה האמורה כאן ,0.3194444444444444,4060001074
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.264.1.8-ref-sifre-d.264.1.20,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,252882,252945,ref-sifre-d.264.1.8,ref-sifre-d.264.1.20,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,12,13,1776,1739.0,1265,1241.0,0.453125,0.6363636363636364,43,אמר להלן  מה ר האמור להלן ב אף ר האמור כאן ,0.328125,4060001075
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.284.6.8-ref-sifre-d.284.6.24,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,268102,268188,ref-sifre-d.284.6.8,ref-sifre-d.284.6.24,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן ,12,17,1848,1819.0,1266,1241.0,0.5308641975308642,0.7142857142857143,45,אמר להלן  ומה ר האמור להלן בש אף ר האמור כאן ,0.4444444444444444,4060001076
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.285.4.7-ref-sifre-d.285.4.22,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,268764,268841,ref-sifre-d.285.4.7,ref-sifre-d.285.4.22,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף גר יתום האמור כאן ,12,16,1897,1863.0,1267,1241.0,0.5,0.6923076923076923,44,אמר להלן  ומה ר האמור להלן א אף ר האמור כאן ,0.4054054054054054,4060001077
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.289.9.21-ref-sifre-d.289.9.32,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,274966,275020,ref-sifre-d.289.9.21,ref-sifre-d.289.9.32,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,12,12,1999,1958.0,1268,1241.0,0.40625,0.6363636363636364,40,אמר להלן  מה  האמור להלן  אף  האמור כאן ,0.375,4060001078
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.291.6.6-ref-sifre-d.291.6.18,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,276478,276551,ref-sifre-d.291.6.6,ref-sifre-d.291.6.18,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,12,13,2072,2031.0,1269,1241.0,0.37681159420289856,0.6666666666666667,48,אמר להלן  מה עה האמורה להלן בש אף עה האמורה כאן ,0.30434782608695654,4060001079
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.302.1.9-ref-sifre-d.302.1.20,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,288160,288213,ref-sifre-d.302.1.9,ref-sifre-d.302.1.20,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,12,12,2152,2114.0,1270,1241.0,0.390625,0.6363636363636364,40,אמר להלן  מה  האמור להלן  אף  האמור כאן ,0.375,4060001080
ref-sifra.11.4-00.5.1-ref-sifra.11.4-00.5.10,ref-sifre-d.143.7.7-ref-sifre-d.143.7.17,509399,509444,ref-sifra.11.4-00.5.1,ref-sifra.11.4-00.5.10,173453,173502,ref-sifre-d.143.7.7,ref-sifre-d.143.7.17,אתה עושה כן פונה אני מכל עסקי ואיני עוסק אלא בך,אתה עושה כן פונה אני מכל עסקי ואיני עוסק אלא בך,11,11,1238,1238.0,1276,1276.0,0.0,0.0,47,אתה עושה כן פונה אני מכל עסקי ואיני עוסק אלא בך,0.0,4060001081
ref-sifra.11.4-00.6.14-ref-sifra.11.4-00.6.25,ref-sifre-d.81.6.31-ref-sifre-d.81.6.39,509595,509646,ref-sifra.11.4-00.6.14,ref-sifra.11.4-00.6.25,128670,128716,ref-sifre-d.81.6.31,ref-sifre-d.81.6.39,בנו ובתו באש אין_לי_אלא בנו ובתו בן בנו ובן בתו ,בניהם ואת בנותיהם אין_לי_אלא בנים ובנות אבות ,10,7,583,583.0,1281,1278.0,0.5416666666666666,0.6666666666666667,30,בנ ות ב אין_לי_אלא בנ ובנו בו ,0.375,4060001082
ref-sifra.11.4-00.6.12-ref-sifra.11.4-00.7.13,ref-sifre-d.171.2.1-ref-sifre-d.171.2.19,509586,509745,ref-sifra.11.4-00.6.12,ref-sifra.11.4-00.7.13,190504,190597,ref-sifre-d.171.2.1,ref-sifre-d.171.2.19,מעביר בנו ובתו באש אין_לי_אלא בנו ובתו בן בנו ובן בתו מנין_תלמוד_לומר בתתו מזרעו למולך,מעביר בנו ובתו באש אין_לי_אלא בנו ובתו בן בנו ובן בתו מנין_תלמוד_לומר בתתו מזרעו למולך,15,15,1330,1330.0,1279,1279.0,0.0,0.0,86,מעביר בנו ובתו באש אין_לי_אלא בנו ובתו בן בנו ובן בתו מנין_תלמוד_לומר בתתו מזרעו למולך,0.0,4060001083
ref-sifra.11.4-00.6.11-ref-sifra.11.4-00.6.16,ref-sifre-d.171.4.24-ref-sifre-d.171.4.29,509581,509609,ref-sifra.11.4-00.6.11,ref-sifra.11.4-00.6.16,191034,191062,ref-sifre-d.171.4.24,ref-sifre-d.171.4.29,ימצא בך מעביר בנו ובתו באש ,ימצא בך מעביר בנו ובתו באש ,6,6,1339,1337.0,1278,1278.0,0.0,0.0,27,ימצא בך מעביר בנו ובתו באש ,0.0,4060001084
ref-sifra.11.4-00.6.14-ref-sifra.11.4-00.6.25,ref-sifre-d.194.1.18-ref-sifre-d.194.2.12,509595,509646,ref-sifra.11.4-00.6.14,ref-sifra.11.4-00.6.25,206000,206059,ref-sifre-d.194.1.18,ref-sifre-d.194.2.12,בנו ובתו באש אין_לי_אלא בנו ובתו בן בנו ובן בתו ,האיש אשר בנה בית אין_לי_אלא בית מנין לרבות בית התבן ובית ,10,11,1388,1383.0,1282,1278.0,0.5087719298245614,0.5,31,בנ בת אין_לי_אלא בת ן בו בן בת ,0.45614035087719296,4060001085
ref-sifra.11.4-00.8.2-ref-sifra.11.4-00.8.26,ref-sifre-d.148.7.5-ref-sifre-d.148.7.21,509766,509896,ref-sifra.11.4-00.8.2,ref-sifra.11.4-00.8.26,178222,178314,ref-sifre-d.148.7.5,ref-sifre-d.148.7.21,מטמא את הארץ המקדש מחלל את השם ומסלק את השכינה ומפיל את ישראל בחרב ומגלה אותם מארצם,מטמא את הארץ המקדש מחלל את השם ומסלק את השכינה ומפיל את ישראל בחרב ומגלה אותם מארצם,17,17,1259,1259.0,1283,1283.0,0.0,0.0,83,מטמא את הארץ המקדש מחלל את השם ומסלק את השכינה ומפיל את ישראל בחרב ומגלה אותם מארצם,0.0,4060001086
ref-sifra.11.4-00.13.2-ref-sifra.11.4-00.13.10,ref-sifre-d.143.7.7-ref-sifre-d.143.7.17,510282,510321,ref-sifra.11.4-00.13.2,ref-sifra.11.4-00.13.10,173453,173502,ref-sifre-d.143.7.7,ref-sifre-d.143.7.17,אני את פני פונה אני מכל עסקי ועוסק בו ,אתה עושה כן פונה אני מכל עסקי ואיני עוסק אלא בך ,9,11,1240,1238.0,1285,1285.0,0.3958333333333333,0.375,30,את  פונה אני מכל עסקי ועוסק ב ,0.375,4060001087
ref-sifra.11.4-09.1.16-ref-sifra.11.4-09.1.35,ref-sifre-d.235.9.4-ref-sifre-d.235.9.22,510843,510930,ref-sifra.11.4-09.1.16,ref-sifra.11.4-09.1.35,236348,236419,ref-sifre-d.235.9.4,ref-sifre-d.235.9.22,ולא את אבי אביו ולא את אבי אביו ואת אמו אמו ולא את אבי אמו אביו ודאי ולא הספק אמו ,ואמה אין_לי_אלא שיש לה אב ואם יש לה אב ולא אם אם ולא אב לא אב ולא ,20,17,1611,1605.0,1286,1286.0,0.573170731707317,0.6666666666666667,41,וא איאי ל א אי אב וא א א ולא אב א אב ולא ,0.5,4060001088
ref-sifra.11.4-10.5.14-ref-sifra.11.4-10.5.33,ref-sifre-d.235.9.2-ref-sifre-d.235.9.24,512894,512990,ref-sifra.11.4-10.5.14,ref-sifra.11.4-10.5.33,236337,236438,ref-sifre-d.235.9.2,ref-sifre-d.235.9.24,אבי הנערה ואמה אין_לי_אלא שיש לה אב ואם יש לה אב ולא אם אם ולא אב לא אב ולא אם מנין_תלמוד_לומר,אבי הנערה ואמה אין_לי_אלא שיש לה אב ואם יש לה אב ולא אם אם ולא אב לא אב ולא אם מנין_תלמוד_לומר,21,21,1607,1607.0,1287,1287.0,0.0,0.0,94,אבי הנערה ואמה אין_לי_אלא שיש לה אב ואם יש לה אב ולא אם אם ולא אב לא אב ולא אם מנין_תלמוד_לומר,0.0,4060001089
ref-sifra.11.4-10.7.22-ref-sifra.11.4-10.7.33,ref-sifre-d.86.6.10-ref-sifre-d.86.6.19,513550,513611,ref-sifra.11.4-10.7.22,ref-sifra.11.4-10.7.33,131071,131127,ref-sifre-d.86.6.10,ref-sifre-d.86.6.19,מה דמיהם בם שנאמר להלן בסקילה אף דמיו בו שנאמר כאן בסקילה ,מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן בסקילה ,12,10,637,592.0,1298,1289.0,0.3793103448275862,0.6,42,מה דה אמר להלן בסקילה אף ד אמר כאן בסקילה ,0.27586206896551724,4060001090
ref-sifra.11.4-10.7.22-ref-sifra.11.4-10.7.33,ref-sifre-d.90.2.10-ref-sifre-d.90.2.21,513550,513611,ref-sifra.11.4-10.7.22,ref-sifra.11.4-10.7.33,133053,133118,ref-sifre-d.90.2.10,ref-sifre-d.90.2.21,מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן בסקילה,מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן בסקילה,12,12,712,712.0,1290,1290.0,0.0,0.0,61,מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן בסקילה,0.0,4060001091
ref-sifra.11.4-10.7.22-ref-sifra.11.4-10.7.32,ref-sifre-d.107.18.5-ref-sifre-d.107.18.25,513550,513603,ref-sifra.11.4-10.7.22,ref-sifra.11.4-10.7.32,147555,147656,ref-sifre-d.107.18.5,ref-sifre-d.107.18.25,בנו הרי_אתה_דן נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,בנו הרי_אתה_דן נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,19,19,845,845.0,1291,1291.0,0.0,0.0,98,בנו הרי_אתה_דן נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן,0.0,4060001092
ref-sifra.11.4-10.7.18-ref-sifra.11.4-10.7.32,ref-sifre-d.109.2.6-ref-sifre-d.109.2.17,513529,513603,ref-sifra.11.4-10.7.18,ref-sifra.11.4-10.7.32,148136,148189,ref-sifre-d.109.2.6,ref-sifre-d.109.2.17,ולהלן נאמר דמיהם בם מה דמיהם בם שנאמר להלן בסקילה אף דמיו בו שנאמר כאן ,ולהלן נאמר קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,15,12,936,931.0,1289,1289.0,0.4788732394366197,0.5833333333333333,39,ולהלן נאמר  מה  אמר להלן ל אף  אמר כאן ,0.45070422535211263,4060001093
