baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-sifra,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.26,ref-sifre-d.230.3.6-ref-sifre-d.230.3.17,497925,497999,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.26,231456,231510,ref-sifre-d.230.3.6,ref-sifre-d.230.3.17,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן ,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן ,16,12,1574,1571.0,1215,1174.0,0.4305555555555556,0.5454545454545454,42,נאמר כאן ש ונאמר להלן ש מה להלן ס  אף כאן ,0.41666666666666663,4060001022
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.28,ref-sifre-d.244.4.39-ref-sifre-d.244.4.60,497925,498011,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.28,243475,243578,ref-sifre-d.244.4.39,ref-sifre-d.244.4.60,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן בכסף שקלים ,נאמר כאן אשר_לא_אורשה ונאמר להלן אשר_לא_אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן שקלים ו,18,19,1642,1636.0,1219,1174.0,0.46078431372549017,0.5,64,נאמר כאן אלאש ונאמר להלן אלאש מה אי אמו להלן שקלים אף כאן שקלים ,0.37254901960784315,4060001023
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.22,ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,497925,497980,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.22,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,12,10,1696,1688.0,1195,1174.0,0.37037037037037035,0.4285714285714286,36,נאמר כאן  ונאמר להלן  מה  האור להלן ,0.33333333333333337,4060001024
ref-sifra.11.2-05.6.10-ref-sifra.11.2-05.6.25,ref-sifre-d.264.1.4-ref-sifre-d.264.1.17,497921,497995,ref-sifra.11.2-05.6.10,ref-sifra.11.2-05.6.25,252865,252930,ref-sifre-d.264.1.4,ref-sifre-d.264.1.17,אשם נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף ,לה' נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,16,14,1742,1739.0,1184,1174.0,0.4027777777777778,0.5833333333333333,43, נאמר כאן  ונאמר להלן  מה  האמור להלן   אף ,0.4027777777777778,4060001025
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.22,ref-sifre-d.284.6.4-ref-sifre-d.284.6.16,497925,497980,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.22,268085,268144,ref-sifre-d.284.6.4,ref-sifre-d.284.6.16,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,12,13,1823,1819.0,1196,1174.0,0.3103448275862069,0.5,42,נאמר כאן  ם ונאמר להלן  ם מה י האמור להלן ,0.27586206896551724,4060001026
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.25,ref-sifre-d.285.4.3-ref-sifre-d.285.4.18,497925,497995,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.25,268747,268822,ref-sifre-d.285.4.3,ref-sifre-d.285.4.18,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף ,15,16,1877,1863.0,1209,1174.0,0.3561643835616438,0.6153846153846154,49,נאמר כאן  ם ונאמר להלן  ם מה י האמור להלן  ים אף ,0.3287671232876712,4060001027
ref-sifra.11.2-05.6.10-ref-sifra.11.2-05.6.25,ref-sifre-d.289.3.11-ref-sifre-d.289.3.30,497921,497995,ref-sifra.11.2-05.6.10,ref-sifra.11.2-05.6.25,274187,274283,ref-sifre-d.289.3.11,ref-sifre-d.289.3.30,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן לנחלה אף שם האמור כאן,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן לנחלה אף שם האמור כאן,20,20,1936,1936.0,1185,1185.0,0.0,0.0,91,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן לנחלה אף שם האמור כאן,0.0,4060001028
ref-sifra.11.2-05.6.4-ref-sifra.11.2-05.6.26,ref-sifre-d.289.9.14-ref-sifre-d.289.9.51,497897,497999,ref-sifra.11.2-05.6.4,ref-sifra.11.2-05.6.26,274937,275097,ref-sifre-d.289.9.14,ref-sifre-d.289.9.51,כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף,שם ר'_יהודה_אומר נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם האמור כאן זרע מה שם האמור להלן זרע אף כאן,11,35,1962,1962.0,1177,1177.0,0.7058823529411765,0.2222222222222222,45,כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף,0.7058823529411764,4060001029
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.26,ref-sifre-d.291.4.11-ref-sifre-d.291.4.21,497925,497999,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.26,276124,276175,ref-sifre-d.291.4.11,ref-sifre-d.291.4.21,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן ,נאמר כאן רגלו ונאמר להלן רגלו מה להלן ימנית אף כאן ,16,11,2025,2024.0,1216,1174.0,0.4305555555555556,0.5454545454545454,41,נאמר כאן ל ונאמר להלן ל מה להלן י אף כאן ,0.4305555555555556,4060001030
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.25,ref-sifre-d.291.6.2-ref-sifre-d.291.6.15,497925,497995,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.25,276456,276533,ref-sifre-d.291.6.2,ref-sifre-d.291.6.15,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ,15,14,2042,2031.0,1210,1174.0,0.4520547945205479,0.5833333333333333,47,נאמר כאן י ונאמר להלן י מה י האמור להלן בשק אף ,0.3561643835616438,4060001031
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.26,ref-sifre-d.301.1.2-ref-sifre-d.301.1.13,497925,497999,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.26,284160,284221,ref-sifre-d.301.1.2,ref-sifre-d.301.1.13,נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן ,נאמר כאן ענייה ונאמר להלן ענייה מה להלן בלשון הקודש אף כאן ,16,12,2111,2105.0,1217,1174.0,0.4444444444444444,0.5833333333333333,43,נאמר כאן י ונאמר להלן ייהמ להלן בשק אף כאן ,0.4027777777777778,4060001032
ref-sifra.11.2-05.6.11-ref-sifra.11.2-05.6.26,ref-sifre-d.302.1.6-ref-sifre-d.302.1.34,497925,497999,ref-sifra.11.2-05.6.11,ref-sifra.11.2-05.6.26,288148,288275,ref-sifre-d.302.1.6,ref-sifre-d.302.1.34,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן,29,29,2125,2125.0,1211,1211.0,0.0,0.0,121,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן,0.0,4060001033
ref-sifra.11.2-05.6.3-ref-sifra.11.2-05.6.14,ref-sifre-d.306.36.84-ref-sifre-d.306.36.112,497892,497941,ref-sifra.11.2-05.6.3,ref-sifra.11.2-05.6.14,308057,308195,ref-sifre-d.306.36.84,ref-sifre-d.306.36.112,אשמו לה' אל_פתח_אהל_מועד איל אשם נאמר כאן איל אשם ,"לה' עולה לה' מנחה לה' שלמים אלא עולה לה' מנחה לה' שלמים לה' ת""ל קרבן לה' והרי_דברים_ק""ו_ומה אלו שהם מוקדשים לשמים אמר המקום אל יחל שמי ",9,26,2211,2204.0,1174,1174.0,0.7851851851851852,0.75,32,ו לה' אלאהלמוד אל שם אמר  איל ש ,0.762962962962963,4060001034
ref-sifra.11.2-05.6.10-ref-sifra.11.2-05.6.18,ref-sifre-d.334.1.2-ref-sifre-d.334.1.17,497921,497961,ref-sifra.11.2-05.6.10,ref-sifra.11.2-05.6.18,346061,346140,ref-sifre-d.334.1.2,ref-sifre-d.334.1.17,אשם נאמר כאן איל אשם ונאמר להלן איל אשם ,משה נאמר כאן ויבוא משה ונאמ' להלן וילך משה אי אפשר לומר ויבוא משה שכבר נאמר ,9,16,2239,2239.0,1181,1174.0,0.5789473684210527,0.75,32,ש נאמר כאן יאש ונאמ להלן איל אש ,0.5789473684210527,4060001035
ref-sifra.11.2-05.6.10-ref-sifra.11.2-05.6.18,ref-sifre-d.357.28.94-ref-sifre-d.357.28.101,497921,497961,ref-sifra.11.2-05.6.10,ref-sifra.11.2-05.6.18,386069,386106,ref-sifre-d.357.28.94,ref-sifre-d.357.28.101,אשם נאמר כאן איל אשם ונאמר להלן איל אשם ,נאמר כאן וימת שם משה ונאמר להלן שמה ,9,8,2256,2256.0,1182,1174.0,0.475,0.375,27,נאמר כאן י שם ונאמר להלן ש ,0.32499999999999996,4060001036
ref-sifra.11.3-00.8.2-ref-sifra.11.3-00.8.12,ref-sifre-d.62.4.15-ref-sifre-d.62.4.24,500434,500486,ref-sifra.11.3-00.8.2,ref-sifra.11.3-00.8.12,110152,110200,ref-sifre-d.62.4.15,ref-sifre-d.62.4.24,מה קדש אמור להלן טעון חומש וביעור אף קדש האמור כאן ,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן ,11,10,344,293.0,1221,1221.0,0.39215686274509803,0.5,35,מה ש אמור להלן ון ש אף ש האמור כאן ,0.3137254901960784,4060001037
ref-sifra.11.3-00.8.2-ref-sifra.11.3-00.8.13,ref-sifre-d.235.4.24-ref-sifre-d.235.4.36,500434,500491,ref-sifra.11.3-00.8.2,ref-sifra.11.3-00.8.13,235643,235713,ref-sifre-d.235.4.24,ref-sifre-d.235.4.36,מה קדש אמור להלן טעון חומש וביעור אף קדש האמור כאן טעון ,מה עלילות דברים האמור להלן טענת בתולים אף עלילת דברים האמור כאן טענת ,12,13,1600,1599.0,1223,1221.0,0.4927536231884058,0.6666666666666667,39,מה ד אמור להלן טע בו אף ד האמור כאן טע ,0.4347826086956522,4060001038
ref-sifra.11.3-00.8.2-ref-sifra.11.3-00.8.12,ref-sifre-d.291.6.9-ref-sifre-d.291.6.18,500434,500486,ref-sifra.11.3-00.8.2,ref-sifra.11.3-00.8.12,276496,276551,ref-sifre-d.291.6.9,ref-sifre-d.291.6.18,מה קדש אמור להלן טעון חומש וביעור אף קדש האמור כאן ,מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,11,10,2081,2031.0,1222,1221.0,0.5,0.5,33,מה  אמור להלן ון ש אף  האמור כאן ,0.3653846153846154,4060001039
ref-sifra.11.3-06.2.12-ref-sifra.11.3-06.2.42,ref-sifre-d.171.8.5-ref-sifre-d.171.9.30,501700,501875,ref-sifra.11.3-06.2.12,ref-sifra.11.3-06.2.42,191386,191579,ref-sifre-d.171.8.5,ref-sifre-d.171.9.30,זה המעביר על העין רבי_עקיבא_אומר אלו נותני העתים וחכמים אומרים אלו אוחזי העינים רבי_עקיבא_אומר אלו נותני העתים כגון אלו האומרים למודי ערב שביעיות להיות חטים יפות עקורי קטניות מהיות רעות,זה המעביר על העין רבי_עקיבא_אומר אלו נותני העתים וחכמים אומרים אלו אוחזי העינים רבי_עקיבא_אומר אלו נותני העתים כגון אלו האומרים למודי ערב שביעיות להיות חטים יפות עקורי קטניות מהיות רעות,30,30,1340,1340.0,1224,1224.0,0.0,0.0,185,זה המעביר על העין רבי_עקיבא_אומר אלו נותני העתים וחכמים אומרים אלו אוחזי העינים רבי_עקיבא_אומר אלו נותני העתים כגון אלו האומרים למודי ערב שביעיות להיות חטים יפות עקורי קטניות מהיות רעות,0.0,4060001040
ref-sifra.11.3-06.5.10-ref-sifra.11.3-06.5.19,ref-sifre-d.38.1.7-ref-sifre-d.38.1.17,502274,502326,ref-sifra.11.3-06.5.10,ref-sifra.11.3-06.5.19,57318,57372,ref-sifre-d.38.1.7,ref-sifre-d.38.1.17,שתים אחד מיכן ואחד מיכן ועל הזקן שתים מיכן ושתים ,שותה מן הנמוך ארץ ישראל שותה מן הגבוה ארץ ישראל שותה ,10,11,139,139.0,1226,1226.0,0.7735849056603774,1.0,22,שת מן וא יל שת מן ושת ,0.5849056603773585,4060001041
ref-sifra.11.3-07.9.3-ref-sifra.11.3-07.9.14,ref-sifre-d.258.3.7-ref-sifre-d.258.4.1,504661,504738,ref-sifra.11.3-07.9.3,ref-sifra.11.3-07.9.14,249825,249890,ref-sifre-d.258.3.7,ref-sifre-d.258.4.1,לא יכנס להר הבית במקלו ובתרמילו במנעלו ובאפונדתו ובאבק שעל רגליו ולא ,לא יכנס אדם בהר הבית במקלו ובמנעלו ובאבק שעל גבי רגליו ולא ,12,12,1683,1683.0,1227,1227.0,0.391304347826087,0.4285714285714286,50,לא יכנס הר הבית במקלו ובמנעלו ובאבק שעל רגליו ולא ,0.2753623188405797,4060001042
ref-sifra.11.3-07.10.7-ref-sifra.11.3-07.11.1,ref-sifre-d.172.2.2-ref-sifre-d.172.4.8,504798,504941,ref-sifra.11.3-07.10.7,ref-sifra.11.3-07.11.1,191999,192091,ref-sifre-d.172.2.2,ref-sifre-d.172.4.8,אוב זה פיתום המדבר משחיו וידעוני ידעוני המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה אל ,אוב זה פיתום המדבר משחיו ידעוני המדבר בפיו הם עצמם בסקילה והנשאל בהם באזהרה ודורש אל ,24,16,1343,1342.0,1228,1228.0,0.40458015267175573,0.19999999999999996,79,אוב זה פיתום המדבר משחיו ידעוני המדבר בפיו ה  בסקילה והנשאל בהם באזהרה דורש אל ,0.3969465648854962,4060001043
ref-sifra.11.3-07.12.12-ref-sifra.11.3-07.12.20,ref-sifre-d.41.15.13-ref-sifre-d.41.15.21,505123,505168,ref-sifra.11.3-07.12.12,ref-sifra.11.3-07.12.20,70576,70619,ref-sifre-d.41.15.13,ref-sifre-d.41.15.21,אלא חכם שנאמר אספה לי שבעים איש מזקני ישראל ,אלא סנהדרין שנ' אספה לי ע' איש מזקני ישראל ,9,9,157,157.0,1230,1229.0,0.3181818181818182,0.5454545454545454,34,אלא  שנ אספה לי ע איש מזקני ישראל ,0.2272727272727273,4060001044
ref-sifra.11.3-07.12.10-ref-sifra.11.3-07.12.20,ref-sifre-d.346.1.21-ref-sifre-d.346.1.31,505113,505168,ref-sifra.11.3-07.12.10,ref-sifra.11.3-07.12.20,362556,362615,ref-sifre-d.346.1.21,ref-sifre-d.346.1.31,ואין זקן אלא חכם שנאמר אספה לי שבעים איש מזקני ישראל ,ואין אסיפה אלא זקנים שנאמר אספה לי שבעים איש מזקני ישראל ,11,11,2245,2245.0,1229,1229.0,0.15789473684210525,0.19999999999999996,48,ואין  אלא ם שנאמר אספה לי שבעים איש מזקני ישראל ,0.1578947368421053,4060001045
ref-sifra.11.3-07.12.29-ref-sifra.11.3-07.12.35,ref-sifre-d.309.6.16-ref-sifre-d.309.6.22,505204,505240,ref-sifra.11.3-07.12.29,ref-sifra.11.3-07.12.35,315979,316013,ref-sifre-d.309.6.16,ref-sifre-d.309.6.22,שקנה חכמה שנאמר ה' קנני ראשית דרכו ,קנין למקום שנ' ה' קנני ראשי' דרכו ,7,7,2223,2223.0,1232,1231.0,0.34285714285714286,0.7,26,קנ מ שנ ה' קנני ראשי דרכו ,0.2571428571428571,4060001046
ref-sifra.11.3-07.12.28-ref-sifra.11.3-07.12.35,ref-sifre-d.317.3.6-ref-sifre-d.317.3.12,505201,505240,ref-sifra.11.3-07.12.28,ref-sifra.11.3-07.12.35,324862,324895,ref-sifre-d.317.3.6,ref-sifre-d.317.3.12,זה שקנה חכמה שנאמר ה' קנני ראשית דרכו ,זו תורה שנאמר ה' קנני ראשית דרכו ,8,7,2224,2224.0,1231,1231.0,0.23684210526315788,0.33333333333333337,29,ז ה שנאמר ה' קנני ראשית דרכו ,0.23684210526315785,4060001047
ref-sifra.11.3-08.4.5-ref-sifra.11.3-08.4.14,ref-sifre-d.89.1.8-ref-sifre-d.89.1.17,506386,506442,ref-sifra.11.3-08.4.5,ref-sifra.11.3-08.4.14,132323,132373,ref-sifre-d.89.1.8,ref-sifre-d.89.1.17,אתכם ואהבת לו כמוך כשם שנאמר לישראל ואהבת לרעך כמוך ,"שנאמר ואהבת לרעך כמוך יכול אתה אוהב לזה ת""ל לא ",10,10,647,647.0,1233,1233.0,0.6153846153846154,0.6666666666666667,27,א ואהבת ל כמוך כ א אוהב ל  ,0.4807692307692307,4060001048
ref-sifra.11.3-08.5.27-ref-sifra.11.3-08.5.32,ref-sifre-d.295.4.4-ref-sifre-d.295.4.11,506759,506794,ref-sifra.11.3-08.5.27,ref-sifra.11.3-08.5.32,280282,280320,ref-sifre-d.295.4.4,ref-sifre-d.295.4.11,קרוי עוול שנאוי ומשוקץ חרם ותועבה ,קרוי ה' שמות עול שנאוי משוקץ חרם תועבה ,6,8,2096,2095.0,1234,1234.0,0.2564102564102564,0.4444444444444444,31,קרוי וול שנאוי משוקץ חרם תועבה ,0.20512820512820518,4060001049
ref-sifra.11.3-08.5.33-ref-sifra.11.3-08.6.2,ref-sifre-d.148.7.2-ref-sifre-d.148.8.4,506795,506905,ref-sifra.11.3-08.5.33,ref-sifra.11.3-08.6.2,178204,178328,ref-sifre-d.148.7.2,ref-sifre-d.148.8.4,וגורם לחמשה דברים מטמא את הארץ ומחלל את השם ומסלק השכינה ומפיל ישראל בחרב ומגלה אותם מארצם במדה זו ,וגורם חמשה דברים מטמא את הארץ המקדש מחלל את השם ומסלק את השכינה ומפיל את ישראל בחרב ומגלה אותם מארצם אין_לי_אלא זה ,19,22,1258,1257.0,1235,1235.0,0.20869565217391303,0.23809523809523814,92,וגורם חמשה דברים מטמא את הארץ מחלל את השם ומסלק השכינה ומפיל ישראל בחרב ומגלה אותם מארצם  ז ,0.19999999999999996,4060001050
ref-sifra.11.3-08.7.36-ref-sifra.11.3-08.8.9,ref-sifre-d.294.7.21-ref-sifre-d.294.7.42,507173,507271,ref-sifra.11.3-08.7.36,ref-sifra.11.3-08.8.9,279226,279334,ref-sifre-d.294.7.21,ref-sifre-d.294.7.42,"לו ת""ל וצדק יהיה לך מניח אגרדימים על המדות ולא ימחוק במקום שגודשין ת""ל איפת צדק יהיה לך ומנין שאם אמר","לו ת""ל וצדק יהיה לך מניח אגרדימים על המדות ולא ימחוק במקום שגודשין ת""ל איפת צדק יהיה לך ומנין שאם אמר",21,21,2090,2090.0,1237,1237.0,0.0,0.0,101,"לו ת""ל וצדק יהיה לך מניח אגרדימים על המדות ולא ימחוק במקום שגודשין ת""ל איפת צדק יהיה לך ומנין שאם אמר",0.0,4060001051
ref-sifra.11.3-08.7.36-ref-sifra.11.3-08.8.44,ref-sifre-d.294.7.62-ref-sifre-d.294.9.5,507173,507467,ref-sifra.11.3-08.7.36,ref-sifra.11.3-08.8.44,279447,279699,ref-sifre-d.294.7.62,ref-sifre-d.294.9.5,"איפה שלמה וצדק יהיה לך ד""א וצדק יהיה","איפה שלמה וצדק יהיה לך ד""א וצדק יהיה",8,8,2092,2092.0,1236,1236.0,0.0,0.0,36,"איפה שלמה וצדק יהיה לך ד""א וצדק יהיה",0.0,4060001052
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.88,ref-sifre-d.36.2.59-ref-sifre-d.36.2.69,509023,509074,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.88,51360,51410,ref-sifre-d.36.2.59,ref-sifre-d.36.2.69,האמורה להלן למולך ומה העברה האמורה להלן באש אף ,ונאמר להלן כתב מה כתב האמור להלן על גבי אבנים אף ,9,11,81,49.0,1255,1241.0,0.5102040816326531,0.75,32,אמר להלן  מה ב האמור להלן בא אף ,0.34693877551020413,4060001053
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.36.2.105-ref-sifre-d.36.2.118,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,51597,51665,ref-sifre-d.36.2.105,ref-sifre-d.36.2.118,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,12,14,126,90.0,1257,1241.0,0.5,0.6923076923076923,43,אמר להלן  מה ב האמור להלן ב אף ב האמור כאן ,0.328125,4060001054
ref-sifra.11.4-00.3.75-ref-sifra.11.4-00.3.91,ref-sifre-d.43.24.43-ref-sifre-d.43.25.17,508995,509092,ref-sifra.11.4-00.3.75,ref-sifra.11.4-00.3.91,82463,82541,ref-sifre-d.43.24.43,ref-sifre-d.43.25.17,נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,17,18,174,174.0,1245,1245.0,0.05333333333333334,0.0,71,נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,0.053333333333333344,4060001055
ref-sifra.11.4-00.3.78-ref-sifra.11.4-00.3.91,ref-sifre-d.43.25.19-ref-sifre-d.43.25.31,509014,509092,ref-sifra.11.4-00.3.78,ref-sifra.11.4-00.3.91,82546,82604,ref-sifre-d.43.25.19,ref-sifre-d.43.25.31,אף העברה האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ומה חרי אף האמור להלן דבר וחיה רעה אף חרי אף האמור כאן ,14,13,230,230.0,1251,1245.0,0.547945205479452,0.5833333333333333,37,הר האמור להלן בר וה ה אף ר האמור כאן ,0.4931506849315068,4060001056
ref-sifra.11.4-00.3.78-ref-sifra.11.4-00.3.91,ref-sifre-d.43.25.35-ref-sifre-d.43.25.47,509014,509092,ref-sifra.11.4-00.3.78,ref-sifra.11.4-00.3.91,82619,82682,ref-sifre-d.43.25.35,ref-sifre-d.43.25.47,אף העברה האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ומה חרי אף האמור להלן עצירת גשמים וגלות אף חרי אף האמור כאן ,14,13,235,235.0,1252,1241.0,0.589041095890411,0.5833333333333333,36,הר האמור להלן ער מ ל אף ר האמור כאן ,0.5068493150684932,4060001057
ref-sifra.11.4-00.3.78-ref-sifra.11.4-00.3.91,ref-sifre-d.62.4.10-ref-sifre-d.62.4.42,509014,509092,ref-sifra.11.4-00.3.78,ref-sifra.11.4-00.3.91,110127,110294,ref-sifre-d.62.4.10,ref-sifre-d.62.4.42,ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש כאן בית הבחירה אף,ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש כאן בית הבחירה אף שמי האמור להלן בית הבחירה ומה שמי האמור להלן ברכת כהנים אף,21,33,341,325.0,1253,1253.0,0.3782051282051282,0.23076923076923073,97,ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש כאן בית הבחירה אף,0.3782051282051282,4060001058
ref-sifra.11.4-00.3.83-ref-sifra.11.4-00.3.91,ref-sifre-d.64.2.8-ref-sifre-d.64.2.16,509043,509092,ref-sifra.11.4-00.3.83,ref-sifra.11.4-00.3.91,111834,111880,ref-sifre-d.64.2.8,ref-sifre-d.64.2.16,ומה העברה האמורה להלן באש אף העברה האמורה כאן ,מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,9,9,429,411.0,1273,1241.0,0.30434782608695654,0.5555555555555556,35,מה ה האמורה להלן ש אף ה האמורה כאן ,0.23913043478260865,4060001059
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.69.1.5-ref-sifre-d.69.1.16,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,114098,114162,ref-sifre-d.69.1.5,ref-sifre-d.69.1.16,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,12,12,476,441.0,1258,1241.0,0.328125,0.6363636363636364,47,אמרה להלן מ מה ה האמורה להלן ש אף ה האמורה כאן ,0.265625,4060001060
ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,ref-sifre-d.86.6.7-ref-sifre-d.86.6.18,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,131053,131119,ref-sifre-d.86.6.7,ref-sifre-d.86.6.18,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,12,12,627,592.0,1259,1241.0,0.3125,0.6363636363636364,48,אמרה להלן  מה הה האמורה להלן ב אף הה האמורה כאן ,0.25,4060001061
ref-sifra.11.4-00.3.75-ref-sifra.11.4-00.3.91,ref-sifre-d.90.2.7-ref-sifre-d.90.2.20,508995,509092,ref-sifra.11.4-00.3.75,ref-sifra.11.4-00.3.91,133036,133110,ref-sifre-d.90.2.7,ref-sifre-d.90.2.20,מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן,ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן,11,14,698,698.0,1246,1246.0,0.22857142857142856,0.1428571428571429,54,מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן,0.22857142857142854,4060001062
ref-sifra.11.4-00.3.83-ref-sifra.11.4-00.3.91,ref-sifre-d.99.2.28-ref-sifre-d.99.2.39,509043,509092,ref-sifra.11.4-00.3.83,ref-sifra.11.4-00.3.91,139010,139082,ref-sifre-d.99.2.28,ref-sifre-d.99.2.39,ומה העברה האמורה להלן באש אף העברה האמורה כאן ,מה תועבה האמורה להלן בפסולי המוקדשים הכתוב מדבר אף תועבה האמורה כאן ,9,12,753,745.0,1274,1241.0,0.45588235294117646,0.6666666666666667,40,מה עבה האמורה להלן בש אף עבה האמורה כאן ,0.4117647058823529,4060001063
