baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-b,dam-lev,jac,id
ref-b.3.3.3.32a.10.5-ref-b.3.3.3.32a.10.19,ref-bible.0204.22.26.1-ref-bible.0204.22.27.4,3670688,3670766,ref-b.3.3.3.32a.10.5,ref-b.3.3.3.32a.10.19,638594,638642,ref-bible.0204.22.26.1,ref-bible.0204.22.27.4,חסיד תתחסד עם גבור תמים תתמם עם נבר תתבר ועם,עם חסיד תתחסד עם גבור תמים תתמם עם נבר תתבר ועם,13,11,4305,4305.0,3806,3806.0,0.06382978723404255,0.0,8090003301
ref-b.3.3.3.32a.10.5-ref-b.3.3.3.32a.10.19,ref-bible.0301.18.26.1-ref-bible.0301.18.27.4,3670688,3670766,ref-b.3.3.3.32a.10.5,ref-b.3.3.3.32a.10.19,1161709,1161757,ref-bible.0301.18.26.1,ref-bible.0301.18.27.4,חסיד תתחסד עם גבר תמים תתמם עם נבר תתברר ועם,עם חסיד תתחסד עם גבר תמים תתמם עם נבר תתברר ועם,13,11,6810,6810.0,3807,3807.0,0.06382978723404255,0.0,8090003302
ref-b.3.3.3.32a.11.5-ref-b.3.3.3.32a.11.19,ref-bible.0207.29.8.21-ref-bible.207.29.9.6,3670785,3670868,ref-b.3.3.3.32a.11.5,ref-b.3.3.3.32a.11.19,813277,813354,ref-bible.0207.29.8.21,ref-bible.0207.29.9.6,המתמים עצמו שעה עומדת לו שנאמר התהלך לפני והיה תמים וכתיב והיית לאב המון גוים ,יהיה המון כל הגוים הצבאים על הר ציון התמהמהו ותמהו השתעשעו ושעו שכרו ולא ,15,14,5236,5236.0,3810,3810.0,0.7564102564102564,0.8095238095238095,8090003303
ref-b.3.3.3.32a.16.1-ref-b.3.3.3.32a.17.4,ref-bible.0101.14.14.6-ref-bible.101.14.14.14,3671443,3671539,ref-b.3.3.3.32a.16.1,ref-b.3.3.3.32a.17.4,22919,22965,ref-bible.0101.14.14.6,ref-bible.0101.14.14.14,וירק את חניכיו ילידי ביתו רב אמר שהוריקן בתורה ושמואל אמר שהוריקן בזהב שמנה עשר ושלש מאות ,וירק את חניכיו ילידי ביתו שמנה עשר ושלש מאות ,17,9,166,166.0,3811,3811.0,0.5,0.46153846153846156,8090003304
ref-b.3.3.3.32b.7.1-ref-b.3.3.3.32b.7.12,ref-bible.0101.14.19.1-ref-bible.0101.14.20.2,3672604,3672672,ref-b.3.3.3.32b.7.1,ref-b.3.3.3.32b.7.12,23271,23332,ref-bible.0101.14.19.1,ref-bible.0101.14.20.2,ויאמר ברוך אברם לאל עליון קנה שמים וארץ וברוך אל,ויברכהו ויאמר ברוך אברם לאל עליון קנה שמים וארץ וברוך אל,12,11,171,171.0,3812,3812.0,0.14285714285714285,0.0,8090003305
ref-b.3.3.3.32b.7.3-ref-b.3.3.3.32b.7.10,ref-bible.0101.14.22.1-ref-bible.101.14.22.14,3672620,3672662,ref-b.3.3.3.32b.7.3,ref-b.3.3.3.32b.7.10,23425,23490,ref-bible.0101.14.22.1,ref-bible.0101.14.22.14,ויאמר ברוך אברם לאל עליון קנה שמים וארץ ,ויאמר אברם אל מלך סדם הרימתי ידי אל יהוה אל עליון קנה שמים וארץ ,8,14,173,173.0,3814,3812.0,0.4375,0.41666666666666663,8090003306
ref-b.3.3.3.32b.7.30-ref-b.3.3.3.32b.7.36,ref-bible.0301.110.1.6-ref-bible.301.110.1.12,3672765,3672802,ref-b.3.3.3.32b.7.30,ref-b.3.3.3.32b.7.36,1232297,1232334,ref-bible.0301.110.1.6,ref-bible.0301.110.1.12,שב לימיני עד אשית איביך הדם לרגליך ,שב לימיני עד אשית איביך הדם לרגליך ,7,7,7275,7275.0,3815,3815.0,0.0,0.0,8090003307
ref-b.3.3.3.32b.7.48-ref-b.3.3.3.32b.8.6,ref-bible.0101.14.17.19-ref-bible.101.14.18.11,3672857,3672923,ref-b.3.3.3.32b.7.48,ref-b.3.3.3.32b.8.6,23209,23270,ref-bible.0101.14.17.19,ref-bible.0101.14.18.11,מלכי צדק על דיבורו של מלכי צדק והיינו דכתיב והוא כהן לאל עליון ,המלך ומלכי צדק מלך שלם הוציא לחם ויין והוא כהן לאל עליון ,13,12,168,168.0,3817,3816.0,0.49206349206349204,0.6153846153846154,8090003308
ref-b.3.3.3.32b.7.39-ref-b.3.3.3.32b.7.50,ref-bible.0301.110.4.1-ref-bible.301.110.5.2,3672816,3672868,ref-b.3.3.3.32b.7.39,ref-b.3.3.3.32b.7.50,1232430,1232489,ref-bible.0301.110.4.1,ref-bible.0301.110.5.2,נשבע ה' ולא ינחם אתה כהן לעולם על דברתי מלכי צדק על ,נשבע יהוה ולא ינחם אתה כהן לעולם על דברתי מלכי צדק אדני על ,12,13,7277,7277.0,3816,3816.0,0.13559322033898305,0.16666666666666663,8090003309
ref-b.3.3.4.37a.2.14-ref-b.3.3.4.37a.2.20,ref-bible.0105.4.5.1-ref-bible.105.4.5.7,3680136,3680174,ref-b.3.3.4.37a.2.14,ref-b.3.3.4.37a.2.20,346159,346197,ref-bible.0105.4.5.1,ref-bible.0105.4.5.7,ראה למדתי אתכם חקים ומשפטים כאשר צוני ,ראה למדתי אתכם חקים ומשפטים כאשר צוני ,7,7,2897,2897.0,3819,3818.0,0.0,0.0,8090003310
ref-b.3.3.4.37a.2.6-ref-b.3.3.4.37a.2.18,ref-bible.0105.4.14.1-ref-bible.105.4.14.9,3680095,3680164,ref-b.3.3.4.37a.2.6,ref-b.3.3.4.37a.2.18,347024,347073,ref-bible.0105.4.14.1,ref-bible.0105.4.14.9,ואתי צוה ה' בעת ההיא ללמד אתכם וכתיב ראה למדתי אתכם חקים ומשפטים ,ואתי צוה יהוה בעת ההוא ללמד אתכם חקים ומשפטים ,13,9,2907,2907.0,3818,3818.0,0.38461538461538464,0.36363636363636365,8090003311
ref-b.3.3.4.37b.5.13-ref-b.3.3.4.37b.5.21,ref-bible.0310.8.8.1-ref-bible.310.8.8.9,3681436,3681495,ref-b.3.3.4.37b.5.13,ref-b.3.3.4.37b.5.21,1408404,1408463,ref-bible.0310.8.8.1,ref-bible.0310.8.8.9,ויקראו בספר בתורת האלהים מפרש ושום שכל ויבינו במקרא ,ויקראו בספר בתורת האלהים מפרש ושום שכל ויבינו במקרא ,9,9,8426,8423.0,3820,3820.0,0.0,0.0,8090003312
ref-b.3.3.4.37b.5.22-ref-b.3.3.4.37b.5.36,ref-bible.0310.8.8.1-ref-bible.310.8.8.9,3681496,3681585,ref-b.3.3.4.37b.5.22,ref-b.3.3.4.37b.5.36,1408404,1408463,ref-bible.0310.8.8.1,ref-bible.0310.8.8.9,ויקראו בספר בתורת האלהים זה מקרא מפרש זה תרגום ושום שכל אלו הפסוקים ויבינו במקרא ,ויקראו בספר בתורת האלהים מפרש ושום שכל ויבינו במקרא ,15,9,8427,8423.0,3821,3821.0,0.35802469135802467,0.25,8090003313
ref-b.3.3.4.38a.2.16-ref-b.3.3.4.38a.2.21,ref-bible.0102.19.9.5-ref-bible.102.19.9.10,3682141,3682168,ref-b.3.3.4.38a.2.16,ref-b.3.3.4.38a.2.21,143525,143552,ref-bible.0102.19.9.5,ref-bible.0102.19.9.10,הנה אנכי בא אליך בעב הענן ,הנה אנכי בא אליך בעב הענן ,6,6,824,824.0,3822,3822.0,0.0,0.0,8090003314
ref-b.3.3.4.38a.3.16-ref-b.3.3.4.38a.4.10,ref-bible.0102.31.18.1-ref-bible.102.31.18.13,3682242,3682327,ref-b.3.3.4.38a.3.16,ref-b.3.3.4.38a.4.10,169927,169986,ref-bible.0102.31.18.1,ref-bible.0102.31.18.13,שני לחת אבנים כראשנים פסולתן שלך יהא אמר רבי יוסי ברבי חנינא לא ניתנה תורה אלא למשה ,ויתן אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת לחת אבן ,17,13,1162,1161.0,3827,3823.0,0.6785714285714286,0.7619047619047619,8090003315
ref-b.3.3.4.38a.3.14-ref-b.3.3.4.38a.3.19,ref-bible.0102.34.1.5-ref-bible.102.34.1.10,3682235,3682264,ref-b.3.3.4.38a.3.14,ref-b.3.3.4.38a.3.19,174543,174572,ref-bible.0102.34.1.5,ref-bible.0102.34.1.10,פסל לך שני לחת אבנים כראשנים ,פסל לך שני לחת אבנים כראשנים ,6,6,1198,1198.0,3823,3823.0,0.0,0.0,8090003316
ref-b.3.3.4.38a.3.14-ref-b.3.3.4.38a.3.19,ref-bible.0102.34.4.1-ref-bible.102.34.4.5,3682235,3682264,ref-b.3.3.4.38a.3.14,ref-b.3.3.4.38a.3.19,174784,174813,ref-bible.0102.34.4.1,ref-bible.0102.34.4.5,פסל לך שני לחת אבנים כראשנים ,ויפסל שני לחת אבנים כראשנים ,6,5,1201,1201.0,3824,3823.0,0.1724137931034483,0.16666666666666663,8090003317
ref-b.3.3.4.38a.3.14-ref-b.3.3.4.38a.3.19,ref-bible.0105.10.1.6-ref-bible.105.10.1.11,3682235,3682264,ref-b.3.3.4.38a.3.14,ref-b.3.3.4.38a.3.19,360474,360504,ref-bible.0105.10.1.6,ref-bible.0105.10.1.11,פסל לך שני לחת אבנים כראשנים ,פסל לך שני לוחת אבנים כראשנים ,6,6,2982,2982.0,3825,3823.0,0.03333333333333333,0.0,8090003318
ref-b.3.3.4.38a.3.14-ref-b.3.3.4.38a.3.19,ref-bible.0105.10.3.5-ref-bible.105.10.3.9,3682235,3682264,ref-b.3.3.4.38a.3.14,ref-b.3.3.4.38a.3.19,360632,360661,ref-bible.0105.10.3.5,ref-bible.0105.10.3.9,פסל לך שני לחת אבנים כראשנים ,ואפסל שני לחת אבנים כראשנים ,6,5,2984,2984.0,3826,3823.0,0.1724137931034483,0.16666666666666663,8090003319
ref-b.3.3.4.38a.5.20-ref-b.3.3.4.38a.6.7,ref-bible.0101.21.3.7-ref-bible.0101.21.4.11,3682555,3682629,ref-b.3.3.4.38a.5.20,ref-b.3.3.4.38a.6.7,34651,34724,ref-bible.0101.21.3.7,ref-bible.0101.21.4.11,לו אשר ילדה לו שרה יצחק וימל אברהם את יצחק בנו בן שמנת ימים כאשר צוה אתו,לו אשר ילדה לו שרה יצחק וימל אברהם את יצחק בנו בן שמנת ימים כאשר צוה אתו,13,17,280,280.0,3830,3830.0,0.0,0.0,8090003320
ref-b.3.3.4.38a.5.15-ref-b.3.3.4.38a.5.23,ref-bible.0105.4.5.1-ref-bible.105.4.5.9,3682526,3682572,ref-b.3.3.4.38a.5.15,ref-b.3.3.4.38a.5.23,346159,346207,ref-bible.0105.4.5.1,ref-bible.0105.4.5.9,ראה למדתי אתכם חקים ומשפטים כאשר צוני ה' אלהי ,ראה למדתי אתכם חקים ומשפטים כאשר צוני יהוה אלהי ,9,9,2898,2897.0,3829,3828.0,0.0625,0.11111111111111116,8090003321
ref-b.3.3.4.38a.5.4-ref-b.3.3.4.38a.5.19,ref-bible.0105.4.14.1-ref-bible.105.4.14.9,3682471,3682554,ref-b.3.3.4.38a.5.4,ref-b.3.3.4.38a.5.19,347024,347073,ref-bible.0105.4.14.1,ref-bible.0105.4.14.9,ואתי צוה ה' בעת ההיא ללמד אתכם ואותי צוה ואני לכם ראה למדתי אתכם חקים ומשפטים ,ואתי צוה יהוה בעת ההוא ללמד אתכם חקים ומשפטים ,16,9,2908,2907.0,3828,3828.0,0.47435897435897434,0.41666666666666663,8090003322
ref-b.3.3.4.38a.6.1-ref-b.3.3.4.38a.6.17,ref-bible.0105.31.19.1-ref-bible.105.31.20.3,3682592,3682682,ref-b.3.3.4.38a.6.1,ref-b.3.3.4.38a.6.17,404013,404131,ref-bible.0105.31.19.1,ref-bible.0105.31.20.3,ועתה כתבו לכם את השירה הזאת השירה לחודה למען תהיה לי השירה הזאת לעד בבני ישראל אלא ,ועתה כתבו לכם את השירה הזאת ולמדה את בני ישראל שימה בפיהם למען תהיה לי השירה הזאת לעד בבני ישראל כי אביאנו אל ,17,23,3403,3403.0,3832,3828.0,0.3090909090909091,0.3125,8090003323
ref-b.3.3.4.38a.7.31-ref-b.3.3.4.38a.7.36,ref-bible.0102.26.16.1-ref-bible.102.26.16.5,3682856,3682884,ref-b.3.3.4.38a.7.31,ref-b.3.3.4.38a.7.36,157045,157069,ref-bible.0102.26.16.1,ref-bible.0102.26.16.5,עשר אמות ארך הקרש וגו' אימא ,עשר אמות ארך הקרש ואמה ,6,5,1022,1020.0,3833,3833.0,0.21428571428571427,0.19999999999999996,8090003324
ref-b.3.3.4.38a.8.6-ref-b.3.3.4.38a.8.13,ref-bible.0105.9.17.1-ref-bible.105.9.17.8,3682923,3682968,ref-b.3.3.4.38a.8.6,ref-b.3.3.4.38a.8.13,359353,359398,ref-bible.0105.9.17.1,ref-bible.0105.9.17.8,ואתפש בשני הלחת ואשלכם מעל שתי ידי ואשברם ,ואתפש בשני הלחת ואשלכם מעל שתי ידי ואשברם ,8,8,2978,2978.0,3834,3834.0,0.0,0.0,8090003325
ref-b.3.3.4.38a.12.3-ref-b.3.3.4.38a.12.16,ref-bible.0203.12.3.1-ref-bible.203.12.3.14,3683413,3683475,ref-b.3.3.4.38a.12.3,ref-b.3.3.4.38a.12.16,538529,538593,ref-bible.0203.12.3.1,ref-bible.0203.12.3.14,הנני ענו בי נגד ה' ונגד משיחו את שור מי לקחתי וחמור מי לקחתי ,הנני ענו בי נגד יהוה ונגד משיחו את שור מי לקחתי וחמור מי לקחתי ,14,14,3917,3917.0,3835,3835.0,0.047619047619047616,0.09999999999999998,8090003326
ref-b.3.3.4.38a.12.29-ref-b.3.3.4.38a.12.35,ref-bible.0203.7.16.16-ref-bible.203.7.17.5,3683542,3683577,ref-b.3.3.4.38a.12.29,ref-b.3.3.4.38a.12.35,530418,530449,ref-bible.0203.7.16.16,ref-bible.0203.7.17.5,אלא מהכא ותשבתו הרמתה כי שם ביתו ,האלה ותשבתו הרמתה כי שם ביתו ,7,6,3900,3900.0,3836,3836.0,0.18181818181818182,0.16666666666666663,8090003327
ref-b.3.3.4.38a.13.29-ref-b.3.3.4.38a.13.33,ref-bible.0203.12.4.1-ref-bible.203.12.4.5,3683766,3683795,ref-b.3.3.4.38a.13.29,ref-b.3.3.4.38a.13.33,538666,538695,ref-bible.0203.12.4.1,ref-bible.0203.12.4.5,ויאמרו לא עשקתנו ולא רצותנו ,ויאמרו לא עשקתנו ולא רצותנו ,5,5,3919,3919.0,3837,3837.0,0.0,0.0,8090003328
ref-b.3.3.4.38a.14.3-ref-b.3.3.4.38a.14.18,ref-bible.0212.7.13.2-ref-bible.0212.7.14.16,3683813,3683890,ref-b.3.3.4.38a.14.3,ref-b.3.3.4.38a.14.18,1105615,1105746,ref-bible.0212.7.13.2,ref-bible.0212.7.14.16,אל לא תוסיף עוד להנבא כי מקדש מלך הוא ובית ממלכה הוא ויען עמוס ויאמר אל אמציה לא נביא אנכי ולא בן נביא אנכי כי בוקר אנכי ובולס,אל לא תוסיף עוד להנבא כי מקדש מלך הוא ובית ממלכה הוא ויען עמוס ויאמר אל אמציה לא נביא אנכי ולא בן נביא אנכי כי בוקר אנכי ובולס,16,28,6486,6486.0,3838,3838.0,0.0,0.0,8090003329
ref-b.3.3.4.38a.16.13-ref-b.3.3.4.38a.16.20,ref-bible.0102.31.18.1-ref-bible.102.31.18.6,3684149,3684191,ref-b.3.3.4.38a.16.13,ref-b.3.3.4.38a.16.20,169927,169955,ref-bible.0102.31.18.1,ref-bible.0102.31.18.6,במתנה שנאמר ויתן אל משה ככלתו לדבר אתו ,ויתן אל משה ככלתו לדבר אתו ,8,6,1161,1161.0,3840,3840.0,0.3076923076923077,0.25,8090003330
ref-b.3.3.4.39b.2.11-ref-b.3.3.4.39b.2.19,ref-bible.0104.16.29.1-ref-bible.104.16.29.9,3686007,3686049,ref-b.3.3.4.39b.2.11,ref-b.3.3.4.39b.2.19,292749,292791,ref-bible.0104.16.29.1,ref-bible.0104.16.29.9,אם כמות כל האדם ימתון אלה ופקדת כל האדם ,אם כמות כל האדם ימתון אלה ופקדת כל האדם ,9,9,2510,2509.0,3841,3841.0,0.0,0.0,8090003331
ref-b.3.3.4.39b.2.25-ref-b.3.3.4.39b.2.30,ref-bible.0104.16.29.1-ref-bible.104.16.29.6,3686072,3686099,ref-b.3.3.4.39b.2.25,ref-b.3.3.4.39b.2.30,292749,292775,ref-bible.0104.16.29.1,ref-bible.0104.16.29.6,אם כמות כל האדם ימותון אלה ,אם כמות כל האדם ימתון אלה ,6,6,2509,2509.0,3842,3842.0,0.037037037037037035,0.0,8090003332
ref-b.3.3.4.39b.6.3-ref-b.3.3.4.39b.6.11,ref-bible.0301.90.2.1-ref-bible.301.90.3.4,3686421,3686464,ref-b.3.3.4.39b.6.3,ref-b.3.3.4.39b.6.11,1216059,1216130,ref-bible.0301.90.2.1,ref-bible.0301.90.3.4,בטרם הרים ילדו ותחולל וגו' תשב אנוש עד דכא ,בטרם הרים ילדו ותחולל ארץ ותבל ומעולם עד עולם אתה אל תשב אנוש עד דכא ,9,15,7133,7133.0,3843,3843.0,0.4057971014492754,0.4666666666666667,8090003333
ref-b.3.3.4.39b.7.4-ref-b.3.3.4.39b.7.9,ref-bible.0101.2.8.1-ref-bible.101.2.8.6,3686484,3686513,ref-b.3.3.4.39b.7.4,ref-b.3.3.4.39b.7.9,2793,2824,ref-bible.0101.2.8.1,ref-bible.0101.2.8.6,ויטע ה' אלהים גן בעדן מקדם ,ויטע יהוה אלהים גן בעדן מקדם ,6,6,27,26.0,3844,3844.0,0.10344827586206896,0.16666666666666663,8090003334
ref-b.3.3.4.40a.4.12-ref-b.3.3.4.40a.4.18,ref-bible.0301.41.2.1-ref-bible.301.41.2.7,3688636,3688669,ref-b.3.3.4.40a.4.12,ref-b.3.3.4.40a.4.18,1179227,1179260,ref-bible.0301.41.2.1,ref-bible.0301.41.2.7,אשרי משכיל אל דל ביום רעה ימלטהו ,אשרי משכיל אל דל ביום רעה ימלטהו ,7,7,6923,6923.0,3845,3845.0,0.0,0.0,8090003335
ref-b.3.3.4.40a.4.32-ref-b.3.3.4.40a.4.39,ref-bible.0204.13.4.3-ref-bible.204.13.4.10,3688728,3688764,ref-b.3.3.4.40a.4.32,ref-b.3.3.4.40a.4.39,611603,611639,ref-bible.0204.13.4.3,ref-bible.0204.13.4.10,מדוע אתה ככה דל בן המלך בבקר בבקר ,מדוע אתה ככה דל בן המלך בבקר בבקר ,8,8,4167,4166.0,3846,3846.0,0.0,0.0,8090003336
ref-b.3.3.4.40a.6.2-ref-b.3.3.4.40a.6.9,ref-bible.0301.41.3.2-ref-bible.301.41.3.10,3688911,3688960,ref-b.3.3.4.40a.6.2,ref-b.3.3.4.40a.6.9,1179271,1179325,ref-bible.0301.41.3.2,ref-bible.0301.41.3.10,ישמרהו ויחיהו ואשר בארץ ואל תתנהו בנפש איביו ,ישמרהו ויחיהו יאשר ואשר בארץ ואל תתנהו בנפש איביו ,8,9,6924,6924.0,3847,3847.0,0.1,0.0,8090003337
ref-b.3.3.4.40a.6.14-ref-b.3.3.4.40a.6.26,ref-bible.0301.41.3.3-ref-bible.301.41.3.10,3688981,3689057,ref-b.3.3.4.40a.6.14,ref-b.3.3.4.40a.6.26,1179278,1179325,ref-bible.0301.41.3.3,ref-bible.0301.41.3.10,ויחיהו מן היסורין ואשר בארץ שיהו הכל מתכבדין בו ואל תתנהו בנפש איביו ,ויחיהו יאשר ואשר בארץ ואל תתנהו בנפש איביו ,13,8,6925,6924.0,3848,3848.0,0.4057971014492754,0.41666666666666663,8090003338
ref-b.3.3.4.41a.1.21-ref-b.3.3.4.41a.1.31,ref-bible.0207.40.20.13-ref-bible.207.40.21.5,3690244,3690289,ref-b.3.3.4.41a.1.21,ref-b.3.3.4.41a.1.31,830348,830384,ref-bible.0207.40.20.13,ref-bible.0207.40.21.5,בלא שמש רב נחמן אמר בלא דעה תנא בלא מלח ובלא ,לא ימוט הלוא תדעו הלוא תשמעו הלוא ,11,7,5331,5331.0,3849,3849.0,0.6666666666666666,0.9166666666666666,8090003339
ref-b.3.3.4.41a.3.20-ref-b.3.3.4.41a.3.25,ref-bible.0301.103.3.1-ref-bible.301.103.3.6,3690509,3690543,ref-b.3.3.4.41a.3.20,ref-b.3.3.4.41a.3.25,1223261,1223294,ref-bible.0301.103.3.1,ref-bible.0301.103.3.6,הסלח לכל עונכי הרפא לכל תחלואיכי ,הסלח לכל עונכי הרפא לכל תחלאיכי ,6,6,7204,7204.0,3850,3850.0,0.030303030303030304,0.0,8090003340
ref-b.3.3.4.41a.3.33-ref-b.3.3.4.41a.3.38,ref-bible.0303.33.25.1-ref-bible.303.33.25.6,3690583,3690615,ref-b.3.3.4.41a.3.33,ref-b.3.3.4.41a.3.38,1323509,1323541,ref-bible.0303.33.25.1,ref-bible.0303.33.25.6,רטפש בשרו מנער ישוב לימי עלומיו ,רטפש בשרו מנער ישוב לימי עלומיו ,6,6,7926,7926.0,3851,3851.0,0.0,0.0,8090003341
ref-b.3.3.4.41a.3.39-ref-b.3.3.4.41a.3.46,ref-bible.0301.41.4.6-ref-bible.301.41.5.2,3690616,3690653,ref-b.3.3.4.41a.3.39,ref-b.3.3.4.41a.3.46,1179349,1179379,ref-bible.0301.41.4.6,ref-bible.0301.41.5.2,כל משכבו הפכת בחליו אמר רב יוסף לומר ,כל משכבו הפכת בחליו אני אמרתי ,8,6,6926,6926.0,3852,3852.0,0.35135135135135137,0.5555555555555556,8090003342
ref-b.3.3.4.41a.5.59-ref-b.3.3.4.41a.5.75,ref-bible.0103.14.5.12-ref-bible.103.14.6.18,3691117,3691197,ref-b.3.3.4.41a.5.59,ref-b.3.3.4.41a.5.75,218565,218662,ref-bible.0103.14.5.12,ref-bible.0103.14.6.18,אתה עשית אותי ואת חייא איכא דאמרי הכי קאמר ליה אתה עשית את חייא וחייא עשה אותי ,חיים את הצפר החיה יקח אתה ואת עץ הארז ואת שני התולעת ואת האזב וטבל אותם ואת הצפר החיה ,17,19,1707,1706.0,3853,3853.0,0.7209302325581395,0.875,8090003343
ref-b.3.3.4.41a.7.34-ref-b.3.3.4.41a.7.39,ref-bible.0301.119.91.1-ref-bible.301.119.91.6,3691553,3691586,ref-b.3.3.4.41a.7.34,ref-b.3.3.4.41a.7.39,1239350,1239383,ref-bible.0301.119.91.1,ref-bible.0301.119.91.6,למשפטיך עמדו היום כי הכל עבדיך ,למשפטיך עמדו היום כי הכל עבדיך ,6,6,7314,7314.0,3854,3854.0,0.0,0.0,8090003344
ref-b.3.3.6.51b.6.13-ref-b.3.3.6.51b.6.22,ref-bible.0214.2.1.1-ref-bible.214.2.1.9,3708459,3708510,ref-b.3.3.6.51b.6.13,ref-b.3.3.6.51b.6.22,1111254,1111296,ref-bible.0214.2.1.1,ref-bible.0214.2.1.9,וימן ה' דג גדול לבלוע את יונה והכתיב ויתפלל יונה ,וימן יהוה דג גדול לבלע את יונה ויהי יונה ,10,9,6505,6505.0,3855,3855.0,0.2857142857142857,0.33333333333333337,8090003345
ref-b.3.3.6.55a.2.15-ref-b.3.3.6.55a.2.20,ref-bible.0105.14.22.4-ref-bible.105.14.23.14,3713114,3713145,ref-b.3.3.6.55a.2.15,ref-b.3.3.6.55a.2.20,370282,370389,ref-bible.0105.14.22.4,ref-bible.0105.14.23.14,דגן תירוש ויצהר וכל תבואת שדה ,כל תבואת זרעך היצא השדה שנה שנה ואכלת לפני יהוה אלהיך במקום אשר יבחר לשכן שמו שם מעשר דגנך תירשך ויצהרך ,6,21,3068,3067.0,3857,3856.0,0.8173076923076923,0.9090909090909091,8090003346
