,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
7691,ref-bible.0104.5.21.22-ref-bible.0104.5.22.12,ref-m.03.05.2.3.29-ref-m.03.05.2.3.45,265543,265632,45321,45335,ref-bible.00104.00005.00021.00022,ref-bible.00104.00005.00022.00012,387876,387984,60432,60448,ref-m.00003.00005.00002.00003.00029,ref-m.00003.00005.00002.00003.00045,ואת בטנך צבה ובאו המים המאררים האלה במעיך לצבות בטן ולנפל ירך ואמרה האשה אמן אמן ,אותך לאלה ולשבועה ובאו המים המאררים האלה במעיך לצבות בטן ולנפיל ירך ואינו כותב ואמרה האשה אמן אמן ,ref-m
7692,ref-bible.0104.5.22.1-ref-bible.0104.5.23.1,ref-m.03.05.2.3.67-ref-m.03.05.2.4.2,265557,265638,45324,45336,ref-bible.00104.00005.00022.00001,ref-bible.00104.00005.00023.00001,388083,388166,60463,60475,ref-m.00003.00005.00002.00003.00067,ref-m.00003.00005.00002.00004.00002,ובאו המים המאררים האלה במעיך לצבות בטן ולנפל ירך ואמרה האשה אמן אמן וכתב ,ובאו המים המאררים האלה במעיך וגומר ואינו כותב ואמרה האשה אמן אמן אינו כותב ,ref-m
7693,ref-bible.0104.5.26.9-ref-bible.0104.5.27.5,ref-m.03.05.3.2.26-ref-m.03.05.3.2.33,265888,265942,45376,45383,ref-bible.00104.00005.00026.00009,ref-bible.00104.00005.00027.00005,388946,388982,60605,60610,ref-m.00003.00005.00003.00002.00026,ref-m.00003.00005.00003.00002.00033,ואחר ישקה את האשה את המים והשקה את המים והיתה אם ,ואחר ישקה את האשה את המים אם השקה ,ref-m
7694,ref-bible.0104.5.27.10-ref-bible.0104.5.27.18,ref-m.03.05.2.3.32-ref-m.03.05.2.3.40,265967,266021,45388,45396,ref-bible.00104.00005.00027.00010,ref-bible.00104.00005.00027.00018,387896,387951,60435,60443,ref-m.00003.00005.00002.00003.00032,ref-m.00003.00005.00002.00003.00040,ובאו בה המים המאררים למרים וצבתה בטנה ונפלה ירכה ,ובאו המים המאררים האלה במעיך לצבות בטן ולנפיל ירך ,ref-m
7695,ref-bible.0104.6.15.3-ref-bible.0104.6.15.12,ref-m.05.02.5.3.20-ref-m.05.02.5.3.37,267283,267344,45614,45623,ref-bible.00104.00006.00015.00003,ref-bible.00104.00006.00015.00012,663211,663327,103264,103279,ref-m.00005.00002.00005.00003.00020,ref-m.00005.00002.00005.00003.00037,סלת חלת בלולת בשמן ורקיקי מצות משחים בשמן ומנחתם ונסכיהם ,הסולת והמחבת והמרחשת והחלות והרקיקין מנחת כהנים_ומנחת_כהן משיח ומנחת גוים ומנחת נשים ומנחת העומר מנחת נסכין ,ref-m
7696,ref-bible.0104.6.15.9-ref-bible.0104.6.16.2,ref-m.05.01.13.4.28-ref-m.05.01.13.4.33,267316,267358,45620,45625,ref-bible.00104.00006.00015.00009,ref-bible.00104.00006.00016.00002,651258,651295,101472,101477,ref-m.00005.00001.00013.00004.00028,ref-m.00005.00001.00013.00004.00033,משחים בשמן ומנחתם ונסכיהם והקריב הכהן ,המשיח ומנחת נסכין שהקריב מאחד מהן ,ref-m
7697,ref-bible.0104.6.19.2-ref-bible.0104.6.19.19,ref-m.03.04.6.9.7-ref-m.03.04.6.9.25,267571,267657,45663,45679,ref-bible.00104.00006.00019.00002,ref-bible.00104.00006.00019.00019,379099,379192,58953,58970,ref-m.00003.00004.00006.00009.00007,ref-m.00003.00004.00006.00009.00025,הכהן את הזרע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחד ונתן על כפי הנזיר ,הכהן נוטל את הזרוע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחת ונותן על כפי הנזיר ,ref-m
7698,ref-bible.0104.8.7.9-ref-bible.0104.8.7.16,ref-m.06.03.14.2.31-ref-m.06.03.14.2.39,273763,273808,46223,46229,ref-bible.00104.00008.00007.00009,ref-bible.00104.00008.00007.00016,915871,915914,142730,142737,ref-m.00006.00003.00014.00002.00031,ref-m.00006.00003.00014.00002.00039,והעבירו תער על כל בשרם וכבסו בגדיהם והטהרו ,העביר תער על כל בשרו וכבס בגדיו וטבל טהור ,ref-m
7699,ref-bible.0104.8.8.9-ref-bible.0104.8.8.14,ref-m.06.04.1.2.9-ref-m.06.04.1.2.14,273849,273875,46234,46239,ref-bible.00104.00008.00008.00009,ref-bible.00104.00008.00008.00014,919063,919089,143269,143274,ref-m.00006.00004.00001.00002.00009,ref-m.00006.00004.00001.00002.00014,ופר שני בן בקר תקח לחטאת ,ופר שני בן בקר תקח לחטאת ,ref-m
7700,ref-bible.0104.10.7.4-ref-bible.0104.10.8.7,ref-m.02.06.5.4.68-ref-m.02.06.5.4.78,277379,277438,46760,46767,ref-bible.00104.00010.00007.00004,ref-bible.00104.00010.00008.00007,238324,238396,37018,37028,ref-m.00002.00006.00005.00004.00068,ref-m.00002.00006.00005.00004.00078,תתקעו ולא תריעו ובני_אהרן_הכהנים יתקעו בחצצרות והיו לכם ,תקעו והריעו ותקעו הגיעו לעזרה תקעו והריעו ותקעו היו תוקעין והולכין ,ref-m
