,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
7355,ref-bible.0102.25.30.1-ref-bible.0102.25.30.7,ref-m.5.2.11.4.42-ref-m.5.2.11.4.48,155388,155422,27373,27379,ref-bible.00102.00025.00030.00001,ref-bible.00102.00025.00030.00007,677574,677609,105484,105490,ref-m.00005.00002.00011.00004.00042,ref-m.00005.00002.00011.00004.00048,ונתת על השלחן לחם פנים לפני תמיד ,ונתת על השולחן לחם פנים לפני תמיד ,ref-m
7356,ref-bible.0102.26.1.11-ref-bible.0102.26.2.9,ref-m.2.4.8.5.28-ref-m.2.4.8.5.37,156121,156203,27489,27503,ref-bible.00102.00026.00001.00011,ref-bible.00102.00026.00002.00009,212125,212185,32733,32742,ref-m.00002.00004.00008.00005.00028,ref-m.00002.00004.00008.00005.00037,שני כרבים מעשה חשב תעשה אתם ארך היריעה האחת שמנה ועשרים באמה ורחב ארבע באמה ,אמה ורחבה עשרים אמה ומשמונים ושתי רבוא נעשית ושתים עושין ,ref-m
7357,ref-bible.0102.26.12.9-ref-bible.0102.26.13.15,ref-m.5.10.3.7.19-ref-m.5.10.3.7.32,157035,157132,27640,27657,ref-bible.00102.00026.00012.00009,ref-bible.00102.00026.00013.00015,792134,792206,123509,123522,ref-m.00005.00010.00003.00007.00019,ref-m.00005.00010.00003.00007.00032,על אחרי המשכן והאמה מזה והאמה מזה בעדף בארך יריעת האהל יהיה סרוח על צדי המשכן מזה ומזה ,על הפתח אמה מזה ואמה מזה שלמעלה ממנה עודפת עליה אמה מזה ואמה מזה ,ref-m
7358,ref-bible.0102.26.33.13-ref-bible.0102.26.33.19,ref-m.2.5.5.1.56-ref-m.2.5.5.1.62,158410,158449,27852,27858,ref-bible.00102.00026.00033.00013,ref-bible.00102.00026.00033.00019,220639,220679,34137,34143,ref-m.00002.00005.00005.00001.00056,ref-m.00002.00005.00005.00001.00062,והבדילה הפרכת לכם בין הקדש ובין קדש ,והבדילה הפרוכת לכם בין הקדש ובין קדש ,ref-m
7359,ref-bible.0102.26.33.13-ref-bible.0102.26.33.19,ref-m.2.5.5.1.36-ref-m.2.5.5.1.41,158410,158449,27852,27858,ref-bible.00102.00026.00033.00013,ref-bible.00102.00026.00033.00019,220529,220566,34121,34126,ref-m.00002.00005.00005.00001.00036,ref-m.00002.00005.00005.00001.00041,והבדילה הפרכת לכם בין הקדש ובין קדש ,הפרוכת המבדילות בין הקדש ובין קדש ,ref-m
7360,ref-bible.0102.26.33.13-ref-bible.0102.26.34.4,ref-m.5.10.4.5.77-ref-m.5.10.4.5.83,158410,158476,27852,27862,ref-bible.00102.00026.00033.00013,ref-bible.00102.00026.00034.00004,794493,794534,123913,123919,ref-m.00005.00010.00004.00005.00077,ref-m.00005.00010.00004.00005.00083,והבדילה הפרכת לכם בין הקדש ובין קדש הקדשים ונתת את הכפרת על ,מבדילים בעליה בין הקדש לבין קדש הקדשים ,ref-m
7361,ref-bible.0102.27.20.8-ref-bible.0102.27.20.12,ref-m.5.2.8.5.51-ref-m.5.2.8.5.58,160042,160064,28129,28133,ref-bible.00102.00027.00020.00008,ref-bible.00102.00027.00020.00012,671047,671083,104439,104445,ref-m.00005.00002.00008.00005.00051,ref-m.00005.00002.00008.00005.00058,שמן זית זך כתית למאור ,שמן זית זך תלמוד לומר זך כתית למאור ,ref-m
7362,ref-bible.0102.28.4.5-ref-bible.0102.28.4.11,ref-m.2.5.7.5.8-ref-m.2.5.7.5.18,160445,160487,28202,28208,ref-bible.00102.00028.00004.00005,ref-bible.00102.00028.00004.00011,226618,226687,35125,35134,ref-m.00002.00005.00007.00005.00008,ref-m.00002.00005.00007.00005.00018,חשן ואפוד ומעיל וכתנת תשבץ מצנפת ואבנט ,בכתונת ומכנסים ומצנפת ואבנט מוסיף עליו כהן גדול חשן ואפוד ומעיל ,ref-m
7363,ref-bible.0102.29.23.7-ref-bible.0102.29.24.9,ref-m.3.4.6.9.16-ref-m.3.4.6.9.26,164992,165076,28956,28970,ref-bible.00102.00029.00023.00007,ref-bible.00102.00029.00024.00009,379498,379553,58968,58978,ref-m.00003.00004.00006.00009.00016,ref-m.00003.00004.00006.00009.00026,אחת ורקיק אחד מסל המצות אשר_לפני_יהוה ושמת הכל על כפי אהרן ועל כפי בניו והנפת ,אחת מן הסל ורקיק מצה אחת ונותן על כפי הנזיר ומניפן ,ref-m
7364,ref-bible.0102.29.37.5-ref-bible.0102.29.38.3,ref-m.5.6.7.1.6-ref-m.5.6.7.1.19,166031,166106,29130,29143,ref-bible.00102.00029.00037.00005,ref-bible.00102.00029.00038.00003,747427,747504,116439,116449,ref-m.00005.00006.00007.00001.00006,ref-m.00005.00006.00007.00001.00019,המזבח וקדשת אתו והיה המזבח קדש קדשים כל הנגע במזבח יקדש וזה אשר תעשה ,בקדשי בדק הבית ויש בקדשי בדק הבית מה שאין בקדשי מזבח שקדשי מזבח עושים ,ref-m
